,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021"
0,Operating Revenue,98.84,98.96,30.81,79.85,97.48,97.08,29.29,143.95,110.97,81.87,22.89,99.65,99.65,45.33,45.33
1,Other Revenue,-,-,-,0,-,-,-,-,-,-,-,-,-,0.35,0.35
2,Revenue,98.84,98.96,30.81,79.85,97.48,97.08,29.29,143.95,110.97,81.87,22.89,99.65,99.65,45.69,45.69
3,Revenue Growth (YoY),1.40%,1.93%,5.19%,-44.53%,-12.16%,18.57%,27.98%,44.45%,11.35%,79.21%,-49.91%,-,-,-,-
4,Cost of Revenue,57.5,52.27,16.7,25.38,59.91,59.14,16.86,86.4,63.16,47.99,13.09,54.93,54.93,24.91,24.91
5,Gross Profit,41.34,46.68,14.11,54.46,37.57,37.94,12.43,57.54,47.8,33.89,9.8,44.73,44.73,20.77,20.77
6,"Selling, General & Admin",16.6,16.37,16.33,13.01,17.14,16.81,12.13,11.94,10.79,9.43,9.27,9.51,9.51,9.18,9.18
7,Research & Development,17.26,16.93,14.22,10.84,16.96,15.04,11.73,11.72,10.96,9.94,8.87,8.42,8.42,8.79,8.79
8,Other Operating Expenses,-2.59,-1.15,-0.41,1.98,-2.02,-1.6,-0.81,3.73,-1.65,-2.1,-0.3,-0.28,-0.28,-0.23,-0.23
9,Operating Expenses,34.15,31.99,28.3,21.38,35.99,33.04,21.57,23.45,23.88,18.73,16.53,18.29,18.29,17.76,17.76
10,Operating Income,7.19,14.69,-14.19,33.08,1.58,4.9,-9.14,34.09,23.92,15.15,-6.72,26.44,26.44,3.02,3.02
11,Interest Expense,-0.15,-,-0.63,-0.61,-0.05,-0.61,-,-0,-0,-0.2,-0.01,-0.09,-0.09,-0.02,-0.02
12,Interest & Investment Income,3.54,4.49,6.65,6.3,6.8,3.1,0.4,0.1,0.2,0.17,0.15,0.08,0.08,0.32,0.32
13,Currency Exchange Gain (Loss),-0.44,0.44,-,0.32,-0.89,0.89,-,3.63,-2.76,2.76,-,-0.3,-0.3,-0.11,-0.11
14,Other Non Operating Income (Expenses),-1.58,-0.3,0.03,-1.03,0.96,0.58,-0.87,-3.78,3.65,0.16,-0.29,-0.08,-0.08,-0.05,-0.05
15,EBT Excluding Unusual Items,8.55,19.32,-8.14,38.07,8.39,8.86,-9.61,34.04,25.01,18.04,-6.87,26.05,26.05,3.15,3.15
16,Gain (Loss) on Sale of Assets,0,-0,-0,0,0,-0,-,-0.01,-,-,-,-0,-0,-,-
17,Asset Writedown,-2.57,-0.13,0.13,0.55,-0.55,-0.03,0.03,0.29,-0.29,-0.02,0.02,-,-,-,-
18,Other Unusual Items,-2.56,1.08,1.49,-0.63,-,-,-,2.71,-,-,-,2.03,2.03,0.1,0.1
19,Pretax Income,3.43,20.26,-6.53,37.99,7.85,8.83,-9.57,37.02,24.72,18.02,-6.86,28.08,28.08,3.25,3.25
20,Income Tax Expense,-1.08,1.38,-1.56,4.03,0.34,-0.39,-3.08,4.04,2.83,1.28,-2.69,3.13,3.13,-0.53,-0.53
21,Net Income,4.51,18.88,-4.96,33.97,7.52,9.21,-6.49,32.99,21.88,16.74,-4.17,24.94,24.94,3.79,3.79
22,Net Income to Common,4.51,18.88,-4.96,33.97,7.52,9.21,-6.49,32.99,21.88,16.74,-4.17,24.94,24.94,3.79,3.79
23,Net Income Growth,-40.02%,104.93%,-,2.98%,-65.65%,-44.96%,-,32.24%,-12.26%,342.18%,-,-,-,-,-
24,Shares Outstanding (Basic),51,52,55,57,49,50,41,39,39,39,42,40,40,40,40
25,Shares Outstanding (Diluted),51,52,55,57,49,50,41,39,39,39,42,40,40,40,40
26,Shares Change (YoY),4.09%,3.47%,35.94%,44.19%,25.03%,27.37%,-2.73%,-1.30%,-2.15%,-1.17%,4.66%,-,-,-,-
27,EPS (Basic),0.09,0.36,-0.09,0.60,0.15,0.18,-0.16,0.84,0.56,0.43,-0.10,0.62,0.62,0.10,0.10
28,EPS (Diluted),0.09,0.36,-0.09,0.60,0.15,0.18,-0.16,0.84,0.56,0.43,-0.10,0.62,0.62,0.10,0.10
29,EPS Growth,-42.38%,98.06%,-,-28.58%,-72.53%,-56.79%,-,33.98%,-10.34%,347.42%,-,-,-,-,-
30,Free Cash Flow,-56.84,24.65,-17.41,26.47,-50.18,-57.94,-68.83,112.03,-16.01,7.79,-35.61,21.44,21.44,-44.67,-44.67
31,Free Cash Flow Per Share,-1.12,0.47,-0.32,0.47,-1.03,-1.15,-1.70,2.84,-0.41,0.20,-0.85,0.54,0.54,-1.12,-1.12
32,Dividend Per Share,-,-,-,0.300,-,-,-,-,-,-,-,-,-,-,-
33,Gross Margin,41.82%,47.17%,45.79%,68.21%,38.54%,39.08%,42.43%,39.98%,43.08%,41.39%,42.82%,44.88%,44.88%,45.47%,45.47%
34,Operating Margin,7.27%,14.84%,-46.06%,41.43%,1.62%,5.05%,-31.21%,23.68%,21.56%,18.51%,-29.38%,26.53%,26.53%,6.61%,6.61%
35,Profit Margin,4.56%,19.08%,-16.11%,42.54%,7.71%,9.49%,-22.16%,22.92%,19.72%,20.45%,-18.23%,25.03%,25.03%,8.29%,8.29%
36,Free Cash Flow Margin,-57.50%,24.91%,-56.50%,33.15%,-51.48%,-59.69%,-235.00%,77.83%,-14.42%,9.52%,-155.60%,21.51%,21.51%,-97.77%,-97.77%
37,EBITDA,8.39,16.45,-12.99,34.29,3.05,6.89,-7.67,35.56,25.29,16.6,-5.35,26.98,26.98,3.52,3.52
38,EBITDA Margin,8.49%,16.62%,-42.15%,42.94%,3.13%,7.10%,-26.18%,24.70%,22.79%,20.27%,-23.39%,27.07%,27.07%,7.71%,7.71%
39,D&A For EBITDA,1.2,1.76,1.2,1.2,1.47,1.99,1.47,1.47,1.37,1.44,1.37,0.54,0.54,0.51,0.51
40,EBIT,7.19,14.69,-14.19,33.08,1.58,4.9,-9.14,34.09,23.92,15.15,-6.72,26.44,26.44,3.02,3.02
41,EBIT Margin,7.27%,14.84%,-46.06%,41.43%,1.62%,5.05%,-31.21%,23.68%,21.56%,18.51%,-29.38%,26.53%,26.53%,6.60%,6.60%
42,Effective Tax Rate,-,6.82%,-,10.59%,4.27%,-,-,10.90%,11.46%,7.11%,-,11.16%,11.16%,-,-
43,Revenue as Reported,98.84,98.96,30.81,79.85,97.48,97.08,29.29,143.95,110.97,81.87,22.89,99.65,99.65,45.69,45.69
