,Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,2303163,2188267,1793444,1667821,2116747,1785738,1771468,1830811,2302108,1821449,1709273,1775685,1838288,1375543,1300869,1331434,1545943,1245704,1058028,1074224,Upgrade
1,Revenue Growth (YoY),8.81%,22.54%,1.24%,-8.90%,-8.05%,-1.96%,3.64%,3.10%,25.23%,32.42%,31.39%,33.37%,18.91%,10.42%,22.95%,23.94%,3.98%,4.86%,-4.41%,-15.72%,Upgrade
2,Cost of Revenue,1857152,1859581,1453960,1317423,1710084,1472851,1466817,1402912,1930671,1501944,1387275,1444065,1495340,1101262,1065978,1147622,1243179,1020137,864267,870957,Upgrade
3,Gross Profit,446011,328686,339483,350398,406663,312887,304651,427898,371437,319505,321997,331620,342948,274282,234891,183812,302764,225568,193761,203267,Upgrade
4,"Selling, General & Admin",258962,259975,237214,275400,249919,244689,206374,374908,237774,215208,216829,259232,216714,180166,172195,141486,211788,148651,153735,167337,Upgrade
5,Operating Expenses,258962,259975,237214,275400,249919,244689,206374,374908,237774,215208,216829,259232,216714,180166,172195,141486,211788,148651,153735,167337,Upgrade
6,Operating Income,187049,68711,102269,74998,156744,68198,98277,52990,133663,104297,105168,72388,126234,94116,62696,42326,90976,76917,40026,35930,Upgrade
7,Interest Expense,-24295,-20327,-18210,-8834,-24797,-27901,-21537,-31320,-25871,-28075,-17992,-16380,-19183,-17706,-17482,-12017,-19514,-24215,-16972,-19730,Upgrade
8,Interest & Investment Income,21292,4279,15379,17724,28759,29447,8501,31890,21961,9895,14514,18922,19116,22465,20313,14931,22145,24441,21395,20334,Upgrade
9,Earnings From Equity Investments,6784,10137,8941,7276,12907,11652,9093,7664,9244,8967,7180,5732,6903,5788,5654,6319,6136,5729,4115,5095,Upgrade
10,Currency Exchange Gain (Loss),-,11552,5974,-2410,-,4036,13204,-5363,-,7150,-2972,4261,-,3731,836.13,3501,-,20.22,-119.92,3844,Upgrade
11,Other Non Operating Income (Expenses),-15903,12396,-1829,1502,586.03,2560,2093,-300.65,-5951,4935,230.11,-27184,2770,987.84,1109,4691,-267.63,-2091,1836,7284,Upgrade
12,EBT Excluding Unusual Items,174927,86748,112524,90257,174199,87992,109631,55560,133047,107169,106128,57737,135839,109381,73127,59751,99475,80800,50279,52757,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-889.85,-,-,-,261.45,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-7345,-,-,-,-,-,-,Upgrade
15,Pretax Income,174927,86748,112524,89367,174199,87992,109631,55822,133047,107169,106128,57737,135839,102036,73127,59751,99475,80800,50279,52757,Upgrade
16,Income Tax Expense,23887,11183,15258,17960,20960,7476,12914,6686,8285,17920,14186,8148,16711,15478,10690,14919,11406,15316,7520,12509,Upgrade
17,Earnings From Continuing Operations,151039,75565,97266,71407,153238,80516,96717,49136,124762,89249,91942,49589,119128,86558,62437,44832,88069,65485,42759,40248,Upgrade
18,Minority Interest in Earnings,-24468,-16691,-14040,-16416,-23160,-12985,-12800,-6230,-13159,-13143,-12040,-15973,-20765,-21094,-18348,-16352,-16224,-18741,-14405,-16592,Upgrade
19,Net Income,126571,58874,83226,54991,130078,67532,83918,42906,111603,76106,79902,33616,98364,65464,44089,28480,71845,46744,28354,23657,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,49447,-,18014,20974,21407,-,33860,-,24922,-,14031,-,22338,-,-,-,19718,Upgrade
21,Net Income to Common,126571,58874,83226,5544,130078,49517,62944,21499,111603,42246,79902,8695,98364,51433,44089,6142,71845,46744,28354,3939,Upgrade
22,Net Income Growth,-2.70%,-12.82%,-0.82%,28.17%,16.55%,-11.27%,5.03%,27.64%,13.46%,16.26%,81.23%,18.03%,36.91%,40.05%,55.50%,20.39%,7.23%,4.35%,230.02%,-10.55%,Upgrade
23,Shares Outstanding (Basic),211,211,211,211,352,165,116,211,210,210,210,210,210,210,210,210,210,210,210,229,Upgrade
24,Shares Outstanding (Diluted),211,211,211,211,352,165,116,211,210,210,210,210,210,210,210,210,210,210,210,229,Upgrade
25,Shares Change (YoY),-40.01%,28.41%,82.01%,-0.10%,67.48%,-21.74%,-44.82%,0.39%,0.11%,0.14%,-,0.08%,-0.10%,0.06%,-0.00%,-8.26%,0.06%,25.15%,29.45%,20.60%,Upgrade
26,EPS (Basic),599.10,278.43,394.34,26.28,369.37,300.71,542.81,101.80,530.76,200.78,380.25,41.33,468.30,244.78,209.82,29.22,341.69,222.59,134.93,17.19,Upgrade
27,EPS (Diluted),599.10,278.43,394.34,26.21,369.37,300.32,542.81,101.78,530.76,200.78,380.22,41.33,468.30,244.78,209.82,29.19,341.69,222.17,134.93,17.19,Upgrade
28,EPS Growth,62.20%,-7.29%,-27.35%,-74.25%,-30.41%,49.58%,42.76%,146.26%,13.34%,-17.97%,81.22%,41.61%,37.05%,10.18%,55.50%,69.76%,7.16%,-16.78%,154.95%,-36.23%,Upgrade
29,Free Cash Flow,281641,-128321,-59999,109071,261323,2934,-645011,7575,306926,-52712,10301,-206390,12384,71567,-23391,-121754,24652,19862,-41647,-20155,Upgrade
30,Free Cash Flow Per Share,1333.09,-606.86,-284.29,516.96,742.05,17.82,-5562.39,35.87,1459.68,-250.52,49.02,-981.09,58.96,340.60,-111.32,-579.25,117.24,94.58,-198.20,-87.97,Upgrade
31,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,311.234,-,-,-,-,-,-,-,-,Upgrade
32,Gross Margin,19.37%,15.02%,18.93%,21.01%,19.21%,17.52%,17.20%,23.37%,16.13%,17.54%,18.84%,18.68%,18.66%,19.94%,18.06%,13.81%,19.58%,18.11%,18.31%,18.92%,Upgrade
33,Operating Margin,8.12%,3.14%,5.70%,4.50%,7.40%,3.82%,5.55%,2.89%,5.81%,5.73%,6.15%,4.08%,6.87%,6.84%,4.82%,3.18%,5.88%,6.17%,3.78%,3.34%,Upgrade
