,Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,660741,536522,474870,510580,608583,393430,253394,371044,371654,298398,310300,350757,390114,331738,279571,158177,361121,330707,296053,213482,Upgrade
1,Short-Term Investments,1283864,1223773,1164097,1113184,1043371,941500,832982,1238557,1285909,1063324,1061111,1157172,1223070,1073124,1108465,1073366,1068909,1090522,1199835,1133839,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,50004,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1944605,1760295,1638966,1623764,1651954,1334930,1086376,1609600,1657563,1361723,1371412,1507928,1613184,1454866,1388036,1231543,1430030,1421230,1495888,1347321,Upgrade
4,Cash Growth,17.72%,31.86%,50.87%,0.88%,-0.34%,-1.97%,-20.78%,6.74%,2.75%,-6.40%,-1.20%,22.44%,12.81%,2.37%,-7.21%,-8.59%,5.21%,4.84%,131.70%,104.12%,Upgrade
5,Accounts Receivable,1478580,1679988,1403940,1196465,1505714,1479970,1545620,1374519,1525231,1319345,1366708,1251839,1281904,1140151,1106624,1100587,1141800,1160327,1105797,1080134,Upgrade
6,Other Receivables,51892,59288,92574,25351,67176,53468,72151,38340,72049,22165,91430,42170,42826,71645,57534,32141,39056,26637,76416,50082,Upgrade
7,Receivables,1530472,1739276,1496514,1221817,1572890,1533438,1617771,1412859,1597280,1341510,1458138,1294009,1324730,1211795,1164158,1132728,1180857,1186963,1182212,1130216,Upgrade
8,Inventory,212764,192502,189318,133219,236738,254926,284975,287691,254595,407823,349026,461407,448019,277899,249465,235280,202116,197580,216896,207177,Upgrade
9,Prepaid Expenses,67247,78920,77886,60697,77417,67804,106710,57055,87580,48075,76250,38187,53431,30257,32980,21342,23452,57456,57774,28583,Upgrade
10,Other Current Assets,209350,191965,184981,133498,138884,125093,138923,168627,206263,250303,242203,211585,300617,240548,292016,240170,218754,206409,200462,212211,Upgrade
11,Total Current Assets,3964438,3962958,3587665,3172994,3677883,3316191,3234755,3535833,3803282,3409434,3497029,3513116,3739980,3215365,3126655,2861063,3055209,3069638,3153232,2925508,Upgrade
12,"Property, Plant & Equipment",2809583,2779337,2713571,2716882,2659671,2661834,2664755,2066816,2139578,2191143,2040086,1963799,1723671,1683294,1610752,1584372,1500422,1440906,1332213,1255250,Upgrade
13,Long-Term Investments,84127,83514,73377,95291,86015,79279,219941,81418,73948,67790,60508,67727,64052,92120,84305,125741,123191,94845,89116,96726,Upgrade
14,Goodwill,211.79,236.23,260.67,285.1,309.54,333.98,285.1,382.85,758.22,736.91,947.47,1042,714.9,868.31,1022,1175,1329,1482,1635,1789,Upgrade
15,Other Intangible Assets,407579,421874,436281,446561,433418,442203,448225,456572,437210,408568,397652,399711,133765,141766,139684,143674,146721,148186,151401,152128,Upgrade
16,Long-Term Deferred Tax Assets,145.65,153.34,161.04,168.73,196.9,240.45,260.92,281.4,2758,2279,787.3,800.88,387.74,409.01,430.28,451.55,501.55,520.76,539.98,559.2,Upgrade
17,Other Long-Term Assets,453651,448479,492220,421591,421541,399987,405626,420567,465222,414153,447612,309729,333612,312398,290469,266999,273990,294113,229974,217426,Upgrade
18,Total Assets,7719735,7696552,7303536,6853773,7279034,6900069,6973847,6561871,6922756,6494104,6444621,6255925,5996182,5446220,5253316,4983477,5101363,5049690,4958111,4649385,Upgrade
19,Accounts Payable,906333,903122,949008,758643,800467,760872,952502,806591,893077,849613,862377,784855,736484,625972,686648,675161,720220,687684,588942,601772,Upgrade
20,Accrued Expenses,704987,698570,601894,604248,703510,700164,593673,695439,709367,632522,491275,594140,474020,427172,316343,349795,321207,304985,307360,271701,Upgrade
21,Short-Term Debt,827913,859398,734083,772657,735248,810329,531022,461786,508167,645317,713172,621877,547329,504313,625375,486865,562495,444887,556335,386607,Upgrade
22,Current Portion of Long-Term Debt,66682,37352,37352,126753,213499,64086,322636,420366,35726,86231,7833,125104,62328,77979,107015,118937,47530,10497,32699,57726,Upgrade
23,Current Income Taxes Payable,39591,11343,15311,22447,24840,10240,14895,7987,33737,-,9512,22427,60315,26655,34540,19057,21965,22241,11849,41249,Upgrade
24,Current Unearned Revenue,326332,350205,320754,262333,346219,260724,307744,292066,306100,293251,263582,232796,282857,280145,221756,183071,178108,152866,159296,136343,Upgrade
25,Other Current Liabilities,291987,362347,268413,227349,271527,219913,272101,246810,394958,257174,463064,199337,359469,275931,161338,135587,156854,265292,228186,168415,Upgrade
26,Total Current Liabilities,3163827,3222336,2926816,2774431,3095310,2826327,2994574,2931044,2881133,2764107,2810814,2580536,2522802,2218167,2153015,1968472,2008380,1888453,1884668,1663814,Upgrade
27,Long-Term Debt,891691,940939,858454,667033,819946,756385,719773,442881,871850,722733,743890,895366,838690,693903,616847,593127,689271,734991,722061,672419,Upgrade
28,Long-Term Unearned Revenue,29102,29901,28026,32383,37932,32412,37330,32579,30317,17645,21965,16780,20606,25176,31811,33649,31269,37137,24118,30888,Upgrade
29,Long-Term Deferred Tax Liabilities,26349,26524,26729,26846,26992,27167,27223,27489,28016,28016,28045,28045,1444,1444,1473,1473,1502,1502,1531,1531,Upgrade
30,Other Long-Term Liabilities,23048,31632,22907,8932,25326,22693,23947,5134,35793,17972,24250,13438,22262,26336,63889,63732,25776,29789,32100,28330,Upgrade
31,Total Liabilities,4134018,4251333,3862932,3509625,4005505,3664984,3802847,3439129,3847108,3550473,3628964,3534164,3405804,2965026,2867035,2660453,2756197,2691872,2664478,2396983,Upgrade
32,Common Stock,1903975,1904393,1904393,1900270,1900270,1505960,1505960,1505960,1500014,1500014,1089989,1089989,999999,999999,999999,999999,999999,999999,999999,999999,Upgrade
33,Additional Paid-In Capital,27063,27063,27063,27063,27063,331217,331217,331217,331217,331217,599556,599556,599556,599556,599556,599556,599556,599556,599556,599556,Upgrade
34,Retained Earnings,552577,430123,415676,342110,302923,396325,342794,308401,370030,256956,358690,276848,434806,346117,273032,228339,227380,255919,209717,182539,Upgrade
35,Treasury Stock,-28,-418,-286,-,-,-181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
36,Comprehensive Income & Other,369695,376092,373443,368860,374000,327144,329295,328230,229377,230333,230251,230237,134676,134945,134212,133996,133427,133764,134522,134875,Upgrade
37,Total Common Equity,2853282,2737252,2720289,2638302,2604256,2560465,2509266,2473808,2430639,2318520,2278486,2196630,2169037,2080617,2006799,1961889,1960362,1989238,1943793,1916969,Upgrade
38,Minority Interest,732436,707967,720315,705846,669274,674620,661734,648934,645009,625111,537171,525131,421342,400577,379483,361134,384804,368580,349840,335434,Upgrade
39,Shareholders' Equity,3585717,3445220,3440604,3344148,3273530,3235085,3171000,3122743,3075648,2943631,2815657,2721761,2590378,2481194,2386282,2323023,2345166,2357818,2293633,2252403,Upgrade
40,Total Liabilities & Equity,7719735,7696552,7303536,6853773,7279034,6900069,6973847,6561871,6922756,6494104,6444621,6255925,5996182,5446220,5253316,4983477,5101363,5049690,4958111,4649385,Upgrade
41,Total Debt,1786287,1837689,1629890,1566443,1768693,1630800,1573431,1325033,1415744,1454281,1464895,1642347,1448347,1276195,1349236,1198928,1299296,1190375,1311096,1116752,Upgrade
42,Net Cash (Debt),158318,-77394,9077,57321,-116739,-295869,-487055,284568,241820,-92558,-93483,-134419,164836,178671,38800,32615,130734,230854,184792,230568,Upgrade
43,Net Cash Growth,-,-,-,-79.86%,-,-,-,-,46.70%,-,-,-,26.09%,-22.60%,-79.00%,-85.85%,-27.18%,10.26%,-,-,Upgrade
44,Net Cash Per Share,749.37,-366.01,43.01,271.68,-331.49,-1796.77,-4200.23,1347.45,1150.04,-439.89,-444.88,-638.97,784.77,850.33,184.65,155.17,621.76,1099.31,879.41,1006.36,Upgrade
45,Filing Date Shares Outstanding,211.34,211.34,211.36,210.93,210.93,210.93,210.96,210.96,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,Upgrade
46,Total Common Shares Outstanding,211.34,211.34,211.36,210.93,210.93,210.93,210.96,210.96,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,210.13,Upgrade
47,Working Capital,800612,740622,660849,398563,582573,489864,240180,604789,922149,645328,686215,932580,1217178,997198,973640,892591,1046829,1181184,1268564,1261694,Upgrade
48,Book Value Per Share,13501.03,12951.81,12870.66,12507.95,12346.54,12138.78,11894.63,11726.55,11567.58,11034.01,10843.27,10453.72,10322.31,9901.53,9550.23,9336.51,9329.24,9466.66,9250.39,9122.74,Upgrade
49,Tangible Book Value,2445491,2315142,2283747,2191457,2170528,2117928,2060757,2016854,1992670,1909215,1879887,1795877,2034557,1937983,1866093,1817040,1812312,1839570,1790757,1763052,Upgrade
50,Tangible Book Value Per Share,11571.46,10954.52,10805.22,10389.50,10290.28,10040.78,9768.57,9560.45,9483.26,9086.09,8946.35,8546.55,9682.33,9222.74,8880.63,8647.19,8624.68,8754.40,8522.10,8390.26,Upgrade
51,Buildings,587330,587415,586160,586929,579897,579897,577867,577867,579590,579258,579049,223772,223441,222297,220972,220972,219287,219318,219281,219281,Upgrade
52,Machinery,3196955,3162181,3060759,3062583,2889385,2838067,2812761,2752186,2646802,2664221,2155744,1982042,1887875,1867453,1810182,1775421,1717825,1694381,1609900,1577750,Upgrade
53,Construction In Progress,977614,906011,857394,792225,838837,814590,781132,168197,264457,227751,507691,902937,706036,646769,580635,539118,463813,376429,310657,224242,Upgrade
