,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021"
0,Operating Revenue,144.24,117.52,82.02,119.4,103.33,97.73,87.77,113.89,95.89,70.74,62.06,77.52,77.52,85.41,85.41
1,Other Revenue,-0.66,0.66,-,1.09,-0.49,0.49,-,0.85,-0.38,0.38,-,0.18,0.18,0.2,0.2
2,Revenue,143.58,118.17,82.02,120.49,102.84,98.22,87.77,114.74,95.51,71.12,62.06,77.7,77.7,85.61,85.61
3,Revenue Growth (YoY),39.62%,20.31%,-6.55%,5.02%,7.67%,38.11%,41.41%,47.66%,22.92%,-16.93%,-27.51%,-,-,-,-
4,Cost of Revenue,88,74.43,50.21,70.73,61.98,52.27,44.84,57.24,48.39,65.76,-,34.71,34.71,33.31,33.31
5,Gross Profit,55.58,43.74,31.81,49.76,40.87,45.96,42.92,57.5,47.12,5.36,62.06,43,43,52.3,52.3
6,"Selling, General & Admin",23.6,23.28,19.19,14.24,18.28,8.69,7.8,15.02,9.16,14.3,-,9.31,9.31,7.43,7.43
7,Research & Development,8.88,8.62,7.01,6.3,5.5,4.73,3.25,6.66,3.78,7.52,-,3.58,3.58,3.64,3.64
8,Other Operating Expenses,0.08,0.53,-0.8,-0.02,0.14,0.97,0.65,4.99,-0.45,-39.67,38.51,1,1,0.67,0.67
9,Operating Expenses,31.43,34.64,24.98,21.71,26.36,15.05,11.28,30.8,12.3,-19.25,38.51,13.46,13.46,12.15,12.15
10,Operating Income,24.15,9.1,6.83,28.06,14.51,30.91,31.65,26.7,34.82,24.61,23.56,29.53,29.53,40.15,40.15
11,Interest Expense,-0.02,-0.68,-0,-0.09,-0,-,-,-0.08,-0.27,-0.03,-,-0.03,-0.03,-0.09,-0.09
12,Interest & Investment Income,11.19,6.08,6.92,5.69,5.36,1.19,0.96,1.7,0.54,1.1,-,0.35,0.35,0.46,0.46
13,Currency Exchange Gain (Loss),0.14,-0.14,-,0.99,-1.53,1.53,-,0.53,-0.03,0.03,-,-0.19,-0.19,-0.09,-0.09
14,Other Non Operating Income (Expenses),-2.12,2.13,-0.23,-1.89,1.46,-0.59,0.92,-1.96,1.88,-0.07,0.01,0.03,0.03,-0.01,-0.01
15,EBT Excluding Unusual Items,33.35,16.49,13.51,32.76,19.79,33.04,33.53,26.89,36.94,25.64,23.57,29.69,29.69,40.41,40.41
16,Gain (Loss) on Sale of Investments,-2.58,1.06,1.54,1.56,1.09,0.02,0.23,-0.61,1.06,0.08,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-0.04,0.01,0.03,0,0.01,0.05,0,0,0.02,-,-,-,-,-
18,Asset Writedown,-2.41,0.21,-0.21,0.59,-0.59,0.18,-0.18,1.31,-1.32,-,-,0.01,0.01,-0.01,-0.01
19,Other Unusual Items,1.2,0.69,0.03,4.77,-,-,-,8.3,-1.29,1.29,-,8.74,8.74,0.6,0.6
20,Pretax Income,29.56,18.4,14.87,39.71,20.3,33.24,33.64,35.89,35.38,27.04,23.57,38.44,38.44,41,41
21,Income Tax Expense,3.37,2.12,1.64,4.95,2.24,4.42,4.57,2.3,4.66,3.59,3.09,5.34,5.34,5.63,5.63
22,Earnings From Continuing Operations,26.19,16.28,13.23,34.77,18.06,28.82,29.07,33.59,30.72,23.44,20.48,33.11,33.11,35.38,35.38
23,Minority Interest in Earnings,-0.07,-0.01,-0,-0,-,-,-,0,-0.01,0.01,-,0.06,0.06,0.06,0.06
24,Net Income,26.11,16.28,13.23,34.77,18.06,28.82,29.07,33.59,30.71,23.46,20.48,33.17,33.17,35.43,35.43
25,Net Income to Common,26.11,16.28,13.23,34.77,18.06,28.82,29.07,33.59,30.71,23.46,20.48,33.17,33.17,35.43,35.43
26,Net Income Growth,44.60%,-43.53%,-54.50%,3.49%,-41.20%,22.87%,41.97%,1.29%,-7.40%,-33.80%,-42.21%,-,-,-,-
27,Shares Outstanding (Basic),156,148,147,147,139,111,112,112,109,113,-,112,112,111,111
