,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,967,1368,1009,1492,1865,1465,2017,2211,2459,1492,1727,Upgrade
1,Market Cap Growth,-8.33%,-8.33%,-45.93%,1.89%,-7.53%,-33.75%,-17.98%,48.15%,42.40%,-40.00%,-57.48%,Upgrade
2,Enterprise Value,696,1026,-76,360,1143,903,1439,1843,1994,1520,1315,Upgrade
3,Last Close Price,0.70,0.94,0.68,0.95,1.10,0.80,1.02,1.06,1.12,0.65,0.76,Upgrade
4,PE Ratio,5.09,7.19,7.62,256.13,-,8.84,10.56,8.11,8.97,15.30,-,Upgrade
5,Forward PE,-,8.66,8.66,8.66,8.66,8.66,8.66,8.66,7.82,6.97,3.94,Upgrade
6,PS Ratio,0.17,0.24,0.19,0.28,0.31,0.20,0.25,0.27,0.33,0.22,0.23,Upgrade
7,PB Ratio,0.20,0.28,0.21,0.31,0.37,0.29,0.37,0.41,0.46,0.29,0.35,Upgrade
8,P/TBV Ratio,0.28,0.28,0.21,0.31,0.37,0.29,0.37,0.41,0.46,0.29,0.35,Upgrade
9,P/FCF Ratio,7.17,6.49,4.05,1.80,2.41,5.38,3.30,4.46,4.78,2.58,3.33,Upgrade
10,P/OCF Ratio,3.90,3.90,2.59,1.56,1.82,2.14,2.23,3.63,3.50,2.06,2.61,Upgrade
11,PEG Ratio,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,Upgrade
12,EV/Sales Ratio,0.12,0.18,-,0.07,0.19,0.12,0.18,0.23,0.27,0.22,0.17,Upgrade
13,EV/EBITDA Ratio,1.73,4.56,-,-2.76,-,1.94,2.95,3.50,3.77,3.66,2.54,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,3.85,5.49,6.30,6.80,8.32,4.92,Upgrade
15,EV/FCF Ratio,5.16,4.86,-,0.43,1.48,3.32,2.36,3.72,3.88,2.63,2.54,Upgrade
16,Debt / Equity Ratio,0.46,0.46,0.26,0.20,0.17,0.15,0.35,0.33,0.26,0.13,0.38,Upgrade
17,Debt / FCF Ratio,17.00,10.87,5.00,1.16,1.10,2.85,3.09,3.62,2.72,1.14,3.59,Upgrade
18,Return on Capital Employed (ROCE),-,-,-0.32%,-,-,4.21%,4.41%,5.01%,5.00%,3.26%,4.90%,Upgrade
19,Earnings Yield,19.66%,13.90%,13.12%,0.39%,4.03%,11.31%,9.47%,12.33%,11.15%,6.54%,9.79%,Upgrade
20,FCF Yield,13.95%,15.42%,24.69%,55.51%,41.47%,18.59%,30.28%,22.42%,20.91%,38.75%,30.02%,Upgrade
21,Dividend Yield,2.86%,3.18%,10.31%,15.72%,18.18%,25.08%,17.67%,16.95%,13.45%,7.64%,-,Upgrade
22,Total Shareholder Return,2.86%,3.18%,10.31%,15.72%,18.18%,25.08%,17.67%,16.95%,13.45%,7.64%,-,Upgrade
