,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,41,57,72,58,49,66,67,108,103,75,75,126,108,135,151,247,259,243,288,207,225,Upgrade
1,Market Cap Growth,-13.70%,-13.70%,8.11%,-46.67%,-52.63%,-12.05%,-10.84%,-14.29%,-5.00%,-44.67%,-50.60%,-48.91%,-58.33%,-44.44%,-47.50%,19.13%,15.20%,-3.57%,-1.84%,-41.33%,-38.42%,Upgrade
2,Enterprise Value,310,304,320,327,318,289,292,363,355,336,352,428,408,455,470,506,519,524,558,366,388,Upgrade
3,Last Close Price,0.23,0.32,0.40,0.32,0.27,0.36,0.37,0.60,0.57,0.41,0.41,0.70,0.60,0.75,0.84,1.37,1.44,1.35,1.60,1.15,1.25,Upgrade
4,PE Ratio,-,-,-,-,-,-2.78,-2.67,-,10.04,-,6.98,18.52,5.58,-12.48,-,5.78,-,2.77,6.46,4.21,8.49,Upgrade
5,PS Ratio,0.71,0.97,1.22,1.01,0.73,0.93,1.01,1.70,1.67,1.28,1.12,1.76,1.35,1.52,1.67,2.67,2.89,2.79,3.49,2.40,2.65,Upgrade
6,PB Ratio,0.03,0.05,0.06,0.05,0.04,0.05,0.05,0.08,-,0.05,0.05,0.09,-,0.09,0.10,0.17,-,0.16,0.21,0.16,-,Upgrade
7,P/FCF Ratio,8.38,-,-,5.87,9.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,8.38,-,-,5.87,9.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,5.31,5.21,5.41,5.77,4.76,4.11,4.40,5.71,5.76,5.74,5.25,5.98,5.10,5.11,5.20,5.49,5.78,6.02,6.75,4.24,4.56,Upgrade
10,EV/EBITDA Ratio,11.97,11.74,13.20,13.82,9.44,7.44,8.12,11.17,11.30,11.62,10.23,12.00,11.09,10.47,9.73,9.85,9.26,10.55,12.83,8.06,9.67,Upgrade
11,EV/EBIT Ratio,12.15,11.92,13.43,14.06,9.55,7.51,8.21,11.31,11.44,11.79,10.35,12.16,11.24,10.58,9.82,9.93,9.33,10.64,12.95,8.13,9.76,Upgrade
12,EV/FCF Ratio,45.00,-,-,33.39,64.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.22,0.22,0.22,0.25,0.25,0.19,0.21,0.21,-,0.18,0.18,0.18,-,0.21,0.23,0.23,-,0.18,0.20,0.20,-,Upgrade
14,Debt / EBITDA Ratio,10.48,8.07,8.07,16.96,16.96,10.94,8.08,4.89,-,15.53,12.35,5.34,-,7.23,18.10,6.95,-,4.12,8.95,4.06,-,Upgrade
15,Debt / FCF Ratio,40.18,-,-,31.80,63.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,0.04,0.03,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Quick Ratio,0.52,0.52,0.52,0.44,0.44,0.78,-,1.23,-,0.27,-,0.38,-,0.55,-,0.61,-,0.53,-,0.28,-,Upgrade
18,Current Ratio,0.71,0.71,0.71,0.97,0.97,0.78,-,1.23,-,0.30,-,0.43,-,0.59,-,0.67,-,0.54,-,0.29,-,Upgrade
19,Return on Equity (ROE),-1.58%,-1.58%,-13.58%,-13.06%,0.29%,0.75%,-,-,-0.30%,0.81%,-,-,0.82%,-0.45%,-,-,13.76%,1.16%,-,-,Upgrade,
20,Return on Assets (ROA),1.19%,1.13%,0.58%,0.60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
21,Return on Capital (ROIC),1.40%,1.38%,0.73%,0.72%,0.89%,1.34%,-,-,0.59%,0.77%,-,-,1.50%,0.62%,-,-,2.33%,1.13%,-,-,Upgrade,
22,Earnings Yield,-220.62%,-161.08%,-123.92%,-137.78%,-142.96%,-35.97%,-37.46%,-23.03%,9.96%,9.43%,14.33%,5.40%,17.92%,-8.02%,24.48%,17.30%,21.46%,36.08%,15.48%,23.73%,11.78%,Upgrade
23,FCF Yield,11.93%,11.93%,11.91%,17.03%,10.18%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,32.62%,32.61%,54.23%,-,-48.40%,-48.40%,-118.49%,-,Upgrade,
25,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,32.62%,32.61%,54.23%,-,-48.40%,-48.40%,-118.49%,-,Upgrade,
