,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,"Property, Plant & Equipment",1522,1522,1538,1538,1464,-,1464,-,1576,-,1568,-,1554,-,1553,-,1545,-,1511,-,Upgrade
1,Cash & Equivalents,12.32,12.32,69.66,69.66,2.1,-,63.75,-,9.12,-,4.71,-,32.06,-,28.1,-,18.86,-,2.21,-,Upgrade
2,Accounts Receivable,18.2,18.2,17.69,17.69,9.25,-,7.69,-,2.19,-,6.56,-,6.38,-,10.65,-,5.91,-,0.89,-,Upgrade
3,Other Receivables,39.64,39.64,6.26,6.26,38.39,-,37.75,-,8.9,-,12.14,-,8.09,-,8.41,-,6.59,-,9.89,-,Upgrade
4,Restricted Cash,-,-,-,-,-,-,-,-,2.7,-,2.68,-,3.52,-,4.53,-,0.45,-,0.45,-,Upgrade
5,Other Current Assets,25.79,25.79,110,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,Other Long-Term Assets,24.49,24.49,59.2,59.2,155.67,-,118.98,-,95.35,-,87.92,-,84.64,-,93.63,-,89.31,-,83.98,-,Upgrade
7,Total Assets,1642,1642,1801,1801,1670,-,1692,-,1695,-,1682,-,1689,-,1698,-,1666,-,1609,-,Upgrade
8,Current Portion of Long-Term Debt,88.22,88.22,71.14,71.14,42.16,-,68.32,-,42.43,-,20.33,-,32.18,-,34.01,-,31.46,-,32.21,-,Upgrade
