,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,112,170,205,327,287,372,261,203,186,198,253,Upgrade
1,Market Cap Growth,-48.00%,-48.00%,-28.64%,-12.28%,10.00%,83.87%,40.19%,2.42%,-26.21%,-45.95%,-50.00%,Upgrade
2,Enterprise Value,348,372,407,563,546,391,286,425,37,386,283,Upgrade
3,Last Close Price,0.09,0.13,0.15,0.24,0.21,0.27,0.19,0.15,0.19,0.20,0.26,Upgrade
4,PS Ratio,0.09,0.14,0.17,0.49,0.84,0.97,0.72,0.78,0.53,0.42,0.69,Upgrade
5,PB Ratio,1.88,4.23,3.04,2.24,2.11,1.67,1.08,0.63,0.67,0.67,0.75,Upgrade
6,P/TBV Ratio,4.65,4.65,3.97,2.91,2.12,1.69,1.09,0.63,0.68,0.70,0.78,Upgrade
7,P/FCF Ratio,-,-,-,4.87,-25.28,-,-,-,-76.03,-,-,Upgrade
8,P/OCF Ratio,-,-,-,4.51,-47.75,-,-,-,9.71,-,-,Upgrade
9,EV/Sales Ratio,0.29,0.31,0.34,0.84,1.59,1.02,0.79,1.63,0.10,0.81,0.77,Upgrade
10,EV/FCF Ratio,-6.58,-,-,8.39,-47.98,-,-,-,-15.13,-,-,Upgrade
11,Debt / Equity Ratio,6.83,6.83,3.94,1.58,1.92,1.30,0.33,0.20,0.90,0.24,0.83,Upgrade
12,Debt / FCF Ratio,-,-,-,3.45,-22.97,-,-,-,-102.61,-,-,Upgrade
13,Earnings Yield,-76.98%,-50.59%,-42.91%,-23.24%,-34.11%,-29.42%,-32.49%,-42.81%,-51.40%,-25.95%,-24.15%,Upgrade
14,FCF Yield,-47.36%,-31.12%,-3.04%,20.53%,-3.96%,-39.77%,-32.88%,3.29%,-1.32%,-19.65%,-24.64%,Upgrade
15,Buyback Yield / Dilution,-,-,-,-4.45%,-29.71%,-43.62%,-15.64%,-,-,-,Upgrade,
16,Total Shareholder Return,-,-,-,-4.45%,-29.71%,-43.62%,-15.64%,-,-,-,Upgrade,
