,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,607.76,744.04,460.55,1344,3463,678.57,1804,6352,3511,603.71,968.24,2837,1877,2794,2237,3413,3191,1275,2265,1579,Upgrade
1,Other Revenue,-34.48,34.48,-,55.4,-60.6,60.6,-,110.77,-62.35,62.35,-,81.08,-34.74,34.74,-,67.4,-34.42,34.42,-,92.47,Upgrade
2,Revenue,573.28,778.52,460.55,1399,3403,739.16,1804,6462,3449,666.05,968.24,2918,1843,2829,2237,3480,3157,1310,2265,1671,Upgrade
3,Revenue Growth (YoY),-83.15%,5.32%,-74.47%,-78.35%,-1.33%,10.98%,86.33%,121.46%,87.17%,-76.46%,-56.72%,-16.16%,-41.63%,116.01%,-1.23%,108.27%,12.40%,-37.86%,90.35%,-56.61%,Upgrade
4,Cost of Revenue,407.31,707.81,276.67,1315,2770,581.4,1492,5150,2961,503.84,776.89,2301,1300,2236,1555,3013,1866,945.71,1561,1465,Upgrade
5,Gross Profit,165.97,70.71,183.88,84.12,632.59,157.77,312.63,1312,488.14,162.21,191.35,616.87,542.82,592.42,682.45,467.38,1290,363.89,703.93,206,Upgrade
6,"Selling, General & Admin",86.85,71.25,98.01,161.5,102.49,79.52,72.98,198.86,126.87,118.34,93.01,187.31,133.24,133.13,102.84,229.15,131.37,106.97,92.57,219.42,Upgrade
7,Research & Development,6.41,6.4,5.84,7.07,7.2,6.48,5.62,9.84,20.96,18.31,16.34,17.69,16.76,16.6,14.23,10.35,15.29,13.04,14.3,11.03,Upgrade
8,Other Operating Expenses,-15.98,7.72,17.74,1.06,68.1,4.13,49.49,80.69,81.84,9.74,7,11.66,51.75,128.31,115.38,108.49,351.76,11.86,70.27,-19.06,Upgrade
9,Operating Expenses,148.87,87.45,121.46,232.68,126.2,85.06,127.93,300.86,224.26,127.58,116.33,291.44,195.89,281.47,232.38,448.49,499.79,137.45,177.06,251.45,Upgrade
