,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Market Capitalization,60,129,170,199,224,180,195,192,199,150,186,174,190,200,181,239,260,172,207,290,250,Upgrade
1,Market Cap Growth,-28.33%,-28.33%,-12.82%,3.65%,12.56%,20.00%,4.84%,10.34%,4.74%,-25.00%,2.76%,-27.20%,-26.92%,16.28%,-12.56%,-17.59%,4.00%,-28.33%,-32.13%,-1.69%,-19.35%,Upgrade
2,Enterprise Value,4,48,89,171,195,112,128,154,159,76,113,125,141,120,101,204,227,136,170,280,240,Upgrade
3,Last Close Price,0.06,0.13,0.16,0.19,0.22,0.17,0.18,0.18,0.19,0.14,0.18,0.16,0.18,0.19,0.17,0.23,0.25,0.16,0.20,0.27,0.24,Upgrade
4,PE Ratio,30.25,-,-,25.58,13.29,-,9.89,13.98,15.98,10.57,-,11.04,9.90,15.13,-,11.08,-,8.85,-,27.02,81.19,Upgrade
5,PS Ratio,0.20,0.44,0.56,0.62,0.73,0.59,0.62,0.63,0.65,0.45,0.52,0.48,0.52,0.56,0.47,0.66,0.75,0.51,0.65,0.84,0.76,Upgrade
6,PB Ratio,0.22,0.47,0.62,0.69,0.82,0.65,0.66,0.65,-,0.52,0.61,0.57,-,0.71,0.65,0.85,-,0.70,0.87,1.19,-,Upgrade
7,P/TBV Ratio,0.47,0.47,0.62,0.69,0.82,0.65,0.66,0.65,-,0.52,0.61,0.57,-,0.71,0.65,0.85,-,0.70,0.87,1.19,-,Upgrade
8,EV/Sales Ratio,0.01,0.16,0.29,0.53,0.63,0.37,0.40,0.50,0.52,0.23,0.32,0.34,0.39,0.34,0.27,0.56,0.66,0.40,0.53,0.82,0.73,Upgrade
9,EV/EBITDA Ratio,0.16,2.85,4.44,7.89,6.77,4.23,4.60,6.26,6.49,2.78,-,3.86,3.57,3.62,2.34,4.83,7.83,3.84,-,10.26,11.54,Upgrade
10,EV/EBIT Ratio,-,-,-,-,15.20,-,-,16.42,18.12,7.18,-,9.69,6.95,8.55,-,9.08,-,7.66,-,27.75,52.54,Upgrade
11,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.07,0.07,0.07,0.07,-,-,0.06,0.06,-,0.06,0.08,0.08,-,0.22,0.28,0.28,-,Upgrade
12,Debt / EBITDA Ratio,0.27,1.18,1.18,0.38,0.43,1.23,2.43,0.40,-,-,-,0.32,-,0.75,8.55,0.27,-,0.90,-,1.87,-,Upgrade
13,Debt / FCF Ratio,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Asset Turnover,0.73,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Inventory Turnover,4.79,4.17,4.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Quick Ratio,1.64,1.64,1.64,1.38,-,1.00,-,1.11,-,1.14,-,1.04,-,0.94,-,1.06,-,0.88,-,0.88,-,Upgrade
17,Current Ratio,2.77,2.77,2.77,2.11,-,2.14,-,1.83,-,2.32,-,1.74,-,1.76,-,1.55,-,1.37,-,1.28,-,Upgrade
18,Return on Equity (ROE),-4.86%,-4.76%,2.63%,9.90%,-3.06%,1.58%,-,-,4.14%,-6.57%,-,-,3.68%,-5.00%,-,-,18.99%,-7.57%,-,-,Upgrade,
19,Return on Assets (ROA),-3.73%,-3.48%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
20,Return on Capital (ROIC),-4.39%,-4.29%,-0.69%,6.10%,-1.13%,-1.35%,-,-,1.50%,-4.63%,-,-,1.77%,-3.59%,-,-,8.98%,-4.10%,-,-,Upgrade,
21,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,3.16%,-,3.64%,-,4.22%,-,4.95%,-,8.00%,-,7.20%,-,4.13%,-,Upgrade
22,Earnings Yield,3.31%,1.54%,1.88%,3.91%,7.53%,7.64%,10.11%,7.16%,6.26%,9.46%,7.78%,9.06%,10.10%,6.61%,12.68%,9.02%,4.60%,11.30%,3.61%,3.70%,1.23%,Upgrade
23,FCF Yield,53.67%,-14.94%,-5.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Dividend Yield,6.97%,-,-,2.17%,-,-,-,3.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Total Shareholder Return,6.97%,-,-,2.17%,-,-,-,3.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
