,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1088,1315,1343,1466,1106,-,1379,1352,611.06,786.8,755.3,885.04,751.1,717.78,431.85,1132,783.86,983.31,907.68,1060,Upgrade
1,Trading Asset Securities,1706,1687,1518,1218,1317,-,1145,1101,40.18,138.4,165.88,307.13,305.51,417.66,567.5,230.5,521.05,544.34,532.6,461.84,Upgrade
2,Cash & Short-Term Investments,2794,3001,2861,2684,2423,-,2524,2453,651.24,925.2,921.18,1192,1057,1135,999.34,1362,1305,1528,1440,1522,Upgrade
3,Cash Growth,15.32%,-,13.36%,9.40%,272.06%,-,173.98%,105.80%,-38.37%,-18.52%,-7.82%,-12.49%,-19.03%,-25.67%,-30.61%,-10.48%,-13.82%,-1.65%,33.23%,-6.20%,Upgrade
4,Accounts Receivable,1836,1801,1770,1701,1744,-,1681,1551,1364,1321,1319,1200,1157,1082,1094,943.19,675.7,698.74,713.43,696.23,Upgrade
5,Other Receivables,1.78,1.84,2.46,1.78,2.18,-,2.81,2.24,2.41,1.54,3.48,3.38,9.63,5.22,4.79,5.39,27.56,24.72,24.39,17.59,Upgrade
6,Receivables,1838,1803,1772,1703,1746,-,1684,1553,1366,1323,1322,1203,1167,1087,1099,948.58,703.26,723.45,737.82,713.83,Upgrade
7,Inventory,1206,1081,1033,1055,1116,-,1150,1210,1199,1106,954.18,877.74,846.28,794.66,754.06,749.2,912.77,784.47,731.34,679.36,Upgrade
8,Prepaid Expenses,-,1.77,-,-,-,-,-,-,-,0,-,-,-,0.02,-,1.48,-,0.83,-,-,Upgrade
9,Other Current Assets,106.89,84.99,72.3,103.8,71.13,-,90.47,104.63,123.5,114.84,92.26,61.99,116.88,107.3,84.14,82.5,113.11,81.14,78.83,88.31,Upgrade
10,Total Current Assets,5945,5972,5739,5546,5356,-,5448,5321,3340,3468,3290,3335,3186,3125,2937,3144,3034,3118,2988,3003,Upgrade
11,"Property, Plant & Equipment",3718,3586,3493,3465,2897,-,2850,2821,2774,2655,2634,2557,2328,2256,2158,2113,2049,1977,1972,1931,Upgrade
12,Long-Term Investments,0.05,0.05,0.05,0.05,0.05,-,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
13,Other Intangible Assets,248.93,250.61,252,253.67,255.33,-,258.69,260.37,261.69,263.37,263.84,198.37,199.71,200.61,201.93,203.25,204.02,205.35,206.26,171.81,Upgrade
