,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,19,39,53,110,28,9,6,8,14,14,14,14,26,30,128,124,94,58,53,63,86,Upgrade
1,Market Cap Growth,356.40%,356.40%,805.88%,1225.00%,96.10%,-39.02%,-58.54%,-41.46%,-45.33%,-52.69%,-88.94%,-88.56%,-72.31%,-48.00%,140.54%,95.45%,8.33%,-59.18%,-71.54%,-60.36%,-40.00%,Upgrade
2,Enterprise Value,72,95,124,183,101,72,83,85,81,116,116,116,128,123,221,228,198,150,146,196,219,Upgrade
3,Last Close Price,0.08,0.16,0.22,0.53,0.13,0.05,0.03,0.05,0.08,0.08,0.08,0.08,0.15,0.21,0.89,0.86,0.65,0.40,0.37,0.44,0.60,Upgrade
4,PE Ratio,-,-,-,-,3.39,-,-0.96,-1.57,-,-,-0.36,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.18,0.42,0.56,1.05,0.27,0.09,0.06,0.10,0.13,0.10,0.08,0.06,0.12,0.15,0.68,0.63,0.40,0.20,0.16,0.16,0.21,Upgrade
6,PB Ratio,-0.41,-0.41,-0.56,-1.07,-0.27,-0.08,-0.05,-0.08,-,-0.13,-0.14,-0.14,-,-0.46,-2.25,-2.17,-,8.96,2.93,3.48,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.96,2.93,3.48,-,Upgrade
8,P/FCF Ratio,18.66,35.69,96.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,18.66,35.69,96.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.78,1.02,1.31,1.75,0.98,0.74,0.85,1.07,0.77,0.78,0.62,0.52,0.57,0.61,1.18,1.17,0.84,0.51,0.42,0.49,0.52,Upgrade
11,EV/EBITDA Ratio,92.80,-,-,-,30.71,-23.52,-13.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,40.60,-,-9.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,44.98,86.00,224.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-0.65,-0.65,-0.65,-0.64,-0.73,-0.73,-0.75,-0.68,-,-0.81,-0.85,-0.85,-,-1.76,-2.32,-2.32,-,18.59,8.70,8.70,-,Upgrade
15,Debt / EBITDA Ratio,79.01,-,-,-,11.49,6262.75,3.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,29.20,55.84,111.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.80,1.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,9.08,9.77,7.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.06,0.06,0.06,0.07,-,0.02,-,0.11,-,0.07,-,0.14,-,0.10,-,0.25,-,0.12,-,0.44,-,Upgrade
20,Current Ratio,0.13,0.13,0.13,0.10,-,0.13,-,0.14,-,0.16,-,0.19,-,0.27,-,0.30,-,0.50,-,0.52,-,Upgrade
21,Return on Equity (ROE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-90.34%,-200.74%,-,-,Upgrade,
22,Return on Assets (ROA),-1.08%,-1.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-,-,-,-,-,-,-,-,-,-,-,-,-17.07%,-37.84%,-,-,-15.91%,-12.41%,-,-,Upgrade,
24,Earnings Yield,-25.18%,-12.05%,-9.25%,1.21%,29.54%,28.50%,-104.15%,-63.84%,-278.74%,-318.24%,-278.08%,-358.27%,-300.27%,-239.15%,-55.11%,-60.37%,-30.29%,-65.77%,-84.70%,-55.99%,-69.06%,Upgrade
25,FCF Yield,5.36%,2.80%,1.04%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
