,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,756,784,1428,1904,2061,2150,2341,2341,1013,653,528
1,Market Cap Growth,-58.82%,-58.82%,-30.71%,-11.46%,-11.96%,-8.13%,131.12%,258.58%,91.82%,-,-
2,Enterprise Value,630,449,1181,1620,1815,1747,1916,1998,676,435,373
3,Last Close Price,1.35,1.40,2.55,3.40,3.68,3.84,4.18,4.18,2.11,1.36,1.32
4,PE Ratio,11.13,11.54,16.64,22.42,26.53,19.23,22.12,27.63,15.13,18.71,34.22
5,PS Ratio,0.53,0.55,0.99,1.44,1.75,1.99,2.49,3.46,2.05,2.07,1.90
6,PB Ratio,0.96,0.90,1.67,2.33,2.56,2.75,3.24,3.68,2.61,2.09,2.87
7,P/TBV Ratio,4.15,4.15,10.09,25.93,323.78,14.98,13.07,7.33,3.83,2.41,2.92
8,P/FCF Ratio,-,-,17.87,-,-63.35,-,9.46,33.81,58.61,-,24.44
9,P/OCF Ratio,-,-,16.35,-,-79.03,-,9.20,31.94,50.11,-,23.52
10,EV/Sales Ratio,0.44,0.31,0.82,1.22,1.54,1.62,2.04,2.95,1.37,1.38,1.34
11,EV/EBITDA Ratio,4.93,3.59,8.24,11.54,13.36,8.95,11.51,17.38,8.11,9.00,9.11
12,EV/EBIT Ratio,6.73,4.80,10.29,13.78,15.66,9.82,12.60,18.94,8.57,9.48,9.64
13,EV/FCF Ratio,-5.76,-,14.78,-,-55.80,-,7.74,28.86,39.12,-,17.26
14,Debt / Equity Ratio,0.09,0.09,0.09,0.03,0.02,0.01,0.01,0.00,0.01,0.02,0.03
15,Debt / FCF Ratio,-,-,0.96,-,-0.56,-,0.04,0.03,0.34,-,0.28
16,Return on Capital Employed (ROCE),9.97%,9.97%,12.29%,13.48%,13.39%,21.84%,20.20%,15.99%,19.54%,14.32%,20.19%
17,Earnings Yield,8.99%,8.67%,6.01%,4.46%,3.77%,5.20%,4.52%,3.62%,6.61%,5.35%,2.92%
18,FCF Yield,-14.47%,-13.96%,5.60%,5.14%,-1.58%,3.29%,10.58%,2.96%,1.71%,-1.61%,4.09%
19,Buyback Yield / Dilution,-,-,-,0.06%,-2.84%,-16.64%,-35.09%,-21.68%,-34.36%,-31.60%,
20,Total Shareholder Return,-,-,-,0.06%,-2.84%,-16.64%,-35.09%,-21.68%,-34.36%,-31.60%,
