,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,166.7,378.21,256.57,275.92,234.6,391.23,365.65,291.51,297.4,199.83
1,Short-Term Investments,87.66,72.69,81.32,88.32,80,1.52,43.38,10.41,21.07,3.17
2,Trading Asset Securities,2.16,3.18,-,-,-,-,-,11.45,-,-
3,Cash & Short-Term Investments,256.52,454.07,337.89,364.24,314.6,392.74,409.03,313.37,318.46,203
4,Cash Growth,-24.08%,24.66%,7.40%,-7.26%,-23.09%,25.33%,28.44%,54.37%,128.10%,47.48%
5,Accounts Receivable,477.92,362.97,489.62,421.1,370.97,217.42,153.49,104.3,90.04,29.37
6,Other Receivables,-,-,-,-,-,-,1.96,0.52,0.32,-
7,Receivables,477.92,362.97,489.62,421.1,370.97,217.42,155.45,104.82,90.37,29.37
8,Inventory,1.62,1.38,1.72,1.62,0.92,0.59,0.41,0.18,0.19,0.11
9,Prepaid Expenses,18.46,-,10.15,-,-,-,-,-,-,-
10,Other Current Assets,182.14,129.71,134.99,141.57,112.38,75.11,44.67,52.31,13.22,6.22
11,Total Current Assets,936.66,948.13,974.36,928.54,798.87,685.86,609.55,470.68,422.25,238.69
12,"Property, Plant & Equipment",21.66,23.58,22.8,25.75,19.48,20.25,15.84,13.89,13.56,6.81
13,Long-Term Investments,0.41,0.41,-,-,-,-,-,-,-,-
14,Goodwill,461.3,461.3,481.53,481.53,343.74,292.66,150.07,59.63,20.73,-
15,Other Intangible Assets,99.41,107.15,119.09,127.5,102.99,85.22,58.62,24.87,9.53,2.66
16,Long-Term Deferred Tax Assets,36.02,31.57,34.61,29.46,14.29,10.75,8.46,6.57,5.38,2.73
17,Other Long-Term Assets,102.01,80.33,39.71,40.48,28.64,79.5,29.27,37.62,31.34,55.78
18,Total Assets,1657,1652,1672,1633,1308,1174,871.82,613.25,502.78,306.66
19,Accounts Payable,143.47,128.4,122.91,123.45,74.22,53.54,49.08,35.86,19.02,10.51
20,Accrued Expenses,189.28,196.33,269.12,262.63,138.7,87.7,91.19,61.64,55.51,32.05
21,Short-Term Debt,-,-,-,-,-,0.63,-,2.28,0.92,1.31
22,Current Portion of Long-Term Debt,15.5,16.5,12,5,-,-,-,-,-,-
23,Current Portion of Leases,11.63,9.48,3.56,3.77,1.55,1.9,1.38,1.97,2.19,1.92
24,Current Income Taxes Payable,10.04,9.08,8.92,9.14,16.15,43.44,13.97,13,10.59,1.26
25,Current Unearned Revenue,314.32,334.88,291.59,295.69,215.87,182.71,82.17,80.44,81.89,58.3
26,Other Current Liabilities,99.01,110.87,156.6,168.01,165.65,190.8,85.4,78.29,40.21,30.06
27,Total Current Liabilities,783.24,805.54,864.7,867.68,612.14,560.72,323.19,273.49,210.31,135.41
28,Long-Term Debt,35,38.5,3.5,4,4,4,-,-,-,-
29,Long-Term Leases,7.05,5.51,2.63,3.32,1.2,0.65,0.14,0.64,1.36,2.19
30,Long-Term Deferred Tax Liabilities,25.72,25.62,25.38,26.79,23.47,20.85,20.19,11.92,6.72,4.6
31,Other Long-Term Liabilities,-,-,20,20,-,-,-,-,-,-
32,Total Liabilities,851.01,875.17,916.21,921.8,640.81,586.22,343.52,286.05,218.39,142.2
33,Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03
34,Additional Paid-In Capital,353.48,353.48,353.48,353.48,353.48,353.48,353.48,222.08,222.08,130.16
35,Retained Earnings,362.98,323.53,299.75,245.54,221.17,176.82,125.72,90.63,55.29,34.27
36,Comprehensive Income & Other,19.97,19.91,15.31,15.6,-5.43,-6.55,-5.17,-5.57,-,-
37,Total Common Equity,736.46,696.95,668.58,614.66,569.26,523.79,474.07,307.17,277.41,164.46
38,Minority Interest,69.99,80.35,87.32,96.81,97.93,64.24,54.23,20.03,6.98,-
39,Shareholders' Equity,806.45,777.31,755.9,711.47,667.2,588.03,528.3,327.2,284.38,164.46
40,Total Liabilities & Equity,1657,1652,1672,1633,1308,1174,871.82,613.25,502.78,306.66
41,Total Debt,69.18,69.99,21.69,16.09,6.75,7.18,1.52,4.9,4.47,5.41
42,Net Cash (Debt),187.34,384.08,316.2,348.15,307.85,385.57,407.51,308.47,313.99,197.59
43,Net Cash Growth,-40.75%,10.32%,2.71%,-9.70%,-24.45%,24.99%,29.78%,56.12%,130.34%,49.35%
44,Net Cash Per Share,0.33,0.69,0.56,0.62,0.55,0.69,0.75,0.64,0.78,0.50
45,Filing Date Shares Outstanding,560,560,560,560,560,560,560,480,480,400
46,Total Common Shares Outstanding,560,560,560,560,560,560,560,480,480,400
47,Working Capital,153.42,142.6,109.66,60.86,186.73,125.14,286.36,197.19,211.93,103.28
48,Book Value Per Share,1.32,1.24,1.19,1.10,1.02,0.94,0.85,0.64,0.58,0.41
49,Tangible Book Value,175.75,128.51,67.96,5.63,122.53,145.91,265.38,222.68,247.15,161.8
50,Tangible Book Value Per Share,0.31,0.23,0.12,0.01,0.22,0.26,0.47,0.46,0.51,0.40
51,Buildings,-,9.62,-,9.39,-,12.57,-,6.91,-,-
52,Machinery,-,33.15,-,26.9,-,21,-,15.45,-,10.95
