,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,672.04,666.44,646.85,577.95,463.28,458.93,307.86,255.46,160.41,127.21
1,Revenue Growth (YoY),3.89%,15.31%,39.63%,25.93%,50.48%,79.65%,91.92%,100.81%,32.50%,1.74%
2,Cost of Revenue,483.67,529.29,447.78,433.47,312.44,305.27,197.33,161.24,105.73,81.19
3,Gross Profit,188.37,137.15,199.07,144.48,150.83,153.66,110.53,94.22,54.69,46.02
4,"Selling, General & Admin",99.68,70.37,92.92,58.98,66.41,66.25,54.71,45.51,25.8,32.52
5,Operating Expenses,122.75,115.62,116.48,118.26,74.53,78,62.27,54.74,27.78,31.05
6,Operating Income,65.62,21.53,82.59,26.22,76.3,75.66,48.26,39.48,26.9,14.97
7,Interest Expense,-1.81,-1.15,-0.23,-0.19,-0.28,-0.41,-0.06,-0.08,-0.11,-0.15
8,Interest & Investment Income,0.25,0.19,0.23,0.37,0.83,0.59,0.78,0.54,0.42,0.48
9,Earnings From Equity Investments,-0,0.01,-,-,-,-,-,-,-,-
10,Currency Exchange Gain (Loss),-,-,-,-,-,-0.04,0.64,-0.42,0.42,1.35
11,Other Non Operating Income (Expenses),3.05,48.27,3.17,11.2,3.6,8.85,2.95,6.34,2.24,-20.48
12,EBT Excluding Unusual Items,67.1,68.85,85.76,37.6,80.46,84.66,52.57,45.87,29.86,-3.82
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-0.91,-,-
14,Gain (Loss) on Sale of Investments,0.01,1,-,0.09,-,1.72,-,-,-,-
15,Gain (Loss) on Sale of Assets,0.03,-13.98,0.04,0.13,-,-,-,-,-,-
16,Asset Writedown,-,-,-,-,-,-,-,-,-,1.75
17,Other Unusual Items,-0.02,0.8,-,-,-,-,-,-,-,15.42
18,Pretax Income,67.12,56.67,85.8,37.82,80.46,86.38,52.57,44.96,29.86,13.34
19,Income Tax Expense,13.01,15.81,12.53,1.43,13.28,21.38,8.94,6.71,8.14,2.55
20,Earnings From Continuing Operations,54.11,40.86,73.27,36.39,67.18,65,43.63,38.25,21.72,10.79
21,Minority Interest in Earnings,-14.57,-17.17,-19.06,-12.02,-22.83,-13.9,-8.54,-2.92,-0.7,-
22,Net Income,39.54,23.69,54.21,24.37,44.35,51.1,35.09,35.34,21.02,10.79
23,Net Income to Common,39.54,23.69,54.21,24.37,44.35,51.1,35.09,35.34,21.02,10.79
24,Net Income Growth,-27.06%,-2.80%,22.24%,-52.31%,26.37%,44.61%,66.96%,227.59%,599.27%,61.17%
25,Shares Outstanding (Basic),560,560,560,560,560,560,545,480,403,395
26,Shares Outstanding (Diluted),560,560,560,560,560,560,545,480,403,395
27,Shares Change (YoY),-,-,-,-0.06%,2.84%,16.64%,35.09%,21.68%,34.36%,31.60%
28,EPS (Basic),0.07,0.04,0.10,0.04,0.08,0.09,0.06,0.07,0.05,0.03
29,EPS (Diluted),0.07,0.04,0.10,0.04,0.08,0.09,0.06,0.07,0.05,0.03
30,EPS Growth,-27.06%,-2.80%,22.24%,-52.28%,22.88%,23.98%,23.59%,169.21%,420.42%,22.47%
31,Free Cash Flow,-177.1,75.27,-2.73,93.27,-122.04,182.4,19.28,38.29,-23.74,14.18
32,Free Cash Flow Per Share,-0.32,0.13,-0.00,0.17,-0.22,0.33,0.04,0.08,-0.06,0.04
33,Operating Margin,9.76%,3.23%,12.77%,4.54%,16.47%,16.49%,15.68%,15.46%,16.77%,11.77%
34,Profit Margin,5.88%,3.55%,8.38%,4.22%,9.57%,11.13%,11.40%,13.83%,13.10%,8.48%
35,Free Cash Flow Margin,-26.35%,11.29%,-0.42%,16.14%,-26.34%,39.74%,6.26%,14.99%,-14.80%,11.15%
36,EBITDA,80.64,35.82,94.29,35.64,84.52,82.14,53.5,42.12,28.1,16.01
37,D&A For EBITDA,15.02,14.29,11.71,9.42,8.22,6.48,5.24,2.64,1.2,1.04
38,EBIT,65.62,21.53,82.59,26.22,76.3,75.66,48.26,39.48,26.9,14.97
