,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,300.22,304.44,296.56,290.28,284.4,275.38,265.25,267.64,273.6,312.13,Upgrade
1,Total Interest Expense,1340,1196,1048,882.48,753.92,624.37,570.6,687.39,708.18,711.47,Upgrade
2,Net Interest Income,-1040,-891.75,-751.27,-592.2,-469.52,-348.99,-305.35,-419.75,-434.58,-399.34,Upgrade
3,Other Revenue,2052,1957,1864,1686,1437,1136,953.89,1011,1049,1004,Upgrade
4,Revenue Before Loan Losses,1012,1065,1113,1094,967.09,787.22,648.54,591.56,614.72,604.73,Upgrade
5,Provision for Loan Losses,-28.33,-0.74,51.78,31.52,51.83,98.51,45.7,49.13,31.5,-1.72,Upgrade
6,Revenue,1041,1066,1061,1062,915.26,688.71,602.84,542.43,583.21,606.46,Upgrade
7,Revenue Growth (YoY),-1.96%,0.34%,15.97%,54.24%,51.83%,26.97%,3.36%,-10.56%,6.03%,-34.20%,Upgrade
8,Other Operating Expenses,85.9,96.81,21.18,40.02,35.58,5.14,-73.33,7.59,-24.32,22.85,Upgrade
9,Total Operating Expenses,925.63,895.65,769.21,731.48,626.27,449.86,302.62,436.55,406.07,416.09,Upgrade
10,Operating Income,114.97,170.28,292.17,330.78,288.99,238.85,300.22,105.89,177.14,190.37,Upgrade
11,Earnings From Equity Investments,-0.56,0.88,-1.27,0.88,1.8,-1.29,-,-206.62,-2.35,-2.83,Upgrade
12,Currency Exchange Gain (Loss),161.39,-159.3,109.82,77.04,96.07,-0.22,-41.52,-359.02,80.1,43.61,Upgrade
13,EBT Excluding Unusual Items,275.79,-26.76,400.73,343.94,451.61,61.92,434.12,-584.81,379.95,0.43,Upgrade
14,Gain (Loss) on Sale of Investments,0.38,-151.95,21.39,19.05,18.36,18.89,20.15,19.93,19.03,44.96,Upgrade
15,Other Unusual Items,-,-,-,-439.03,-,-,-,84.63,-,-,Upgrade
16,Pretax Income,301.42,53,460.74,492.52,30.94,377.94,454.27,34.02,398.98,630.67,Upgrade
17,Income Tax Expense,115.77,139.75,153.83,206.4,101.38,104.12,100.82,85.09,79.97,47.06,Upgrade
18,Earnings From Continuing Ops.,185.65,-86.75,306.9,286.12,-70.44,273.82,353.45,-51.06,319.01,583.61,Upgrade
19,Minority Interest in Earnings,-53.9,-86.17,-105.73,-82.37,-59.72,-50.65,-50.84,53.57,12.64,-,Upgrade
20,Net Income,131.75,-172.92,201.17,203.76,-130.16,223.17,302.61,2.5,331.64,583.61,Upgrade
21,Net Income to Common,131.75,-172.92,201.17,203.76,-130.16,223.17,302.61,2.5,331.64,583.61,Upgrade
22,Net Income Growth,-34.51%,-,-,-8.70%,-,8819.62%,-8.75%,-99.57%,6.16%,16.47%,Upgrade
23,Shares Outstanding (Basic),744,744,744,744,744,737,719,711,676,677,Upgrade
24,Shares Outstanding (Diluted),744,744,744,744,744,737,719,711,676,677,Upgrade
25,Shares Change (YoY),-,0.01%,0.11%,0.95%,3.36%,3.68%,6.45%,4.99%,-0.22%,-,Upgrade
26,EPS (Basic),0.18,-0.23,0.27,0.27,-0.18,0.30,0.42,0.00,0.49,0.86,Upgrade
27,EPS (Diluted),0.18,-0.23,0.27,0.27,-0.18,0.30,0.42,0.00,0.49,0.86,Upgrade
28,EPS Growth,-34.45%,-,-,-9.48%,-,8764.42%,-14.28%,-99.60%,6.46%,16.47%,Upgrade
29,Free Cash Flow,-4142,-1017,-6358,-2449,-5137,-3287,-530.58,-3060,-3278,-3143,Upgrade
30,Free Cash Flow Per Share,-5.56,-1.37,-8.54,-3.29,-6.91,-4.46,-0.74,-4.30,-4.85,-4.64,Upgrade
31,Dividend Per Share,0.120,0.150,0.150,0.150,0.150,0.260,0.150,0.200,0.200,0.480,Upgrade
32,Dividend Growth,-20.00%,0%,0%,-42.31%,0%,30.00%,-25.00%,-58.33%,-13.04%,9.09%,Upgrade
33,Operating Margin,11.05%,15.97%,27.53%,31.14%,31.57%,34.68%,49.80%,19.52%,30.37%,31.39%,Upgrade
34,Profit Margin,12.66%,-16.22%,18.95%,19.18%,-14.22%,32.40%,50.20%,0.46%,56.86%,96.23%,Upgrade
35,Free Cash Flow Margin,-398.00%,-95.43%,-598.99%,-230.52%,-561.30%,-477.21%,-88.01%,-564.03%,-562.00%,-518.27%,Upgrade
36,Revenue as Reported,2528,2437,2326,2280,1891,1693,1585,1850,1636,1848,Upgrade
