,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,78,377,82,71,61,65,61,52,25,119,103,155,273,369,363,425,500,613,613,801,816,Upgrade
1,Market Cap Growth,480.60%,480.60%,34.48%,36.00%,141.67%,-45.61%,-40.82%,-66.22%,-90.78%,-67.62%,-71.69%,-63.53%,-45.50%,-39.80%,-40.82%,-46.88%,-38.68%,-29.12%,17.04%,47.72%,67.79%,Upgrade
2,Enterprise Value,25,363,67,48,38,37,33,-2,-29,35,18,168,285,348,342,388,463,576,576,748,764,Upgrade
3,Last Close Price,0.03,0.15,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.06,0.05,0.07,0.22,0.23,0.23,0.27,0.31,0.39,0.39,0.50,0.53,Upgrade
4,PE Ratio,-,-,-,-,-1.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.23,1.30,0.33,0.32,0.28,1.07,1.03,1.47,0.64,2.93,2.15,3.16,6.30,7.80,10.34,14.62,9.18,7.37,5.44,6.34,4.43,Upgrade
6,PB Ratio,2.17,10.08,2.18,2.27,-,1.43,1.01,0.87,-,1.23,0.84,1.27,-,7.53,5.76,6.75,-,7.84,6.68,8.73,-,Upgrade
7,P/TBV Ratio,14.82,14.82,3.21,4.04,-,1.79,1.21,1.04,-,1.43,0.96,1.45,-,11.58,7.66,8.97,-,9.67,8.02,10.47,-,Upgrade
8,P/FCF Ratio,3.40,12.82,5.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,14.27,12.78,5.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.09,1.25,0.27,0.22,0.18,0.61,0.56,-,-,0.86,0.38,3.42,6.60,7.36,9.75,13.32,8.49,6.93,5.12,5.93,4.15,Upgrade
11,EV/EBITDA Ratio,0.98,14.46,3.90,-,5.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
