,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,5571,3728,2773,999.81,2532,2371,2192,1941,2442,1757,2234,3185,2366,1975,1511,1458,2643,1862,1939,1269,Upgrade
1,Other Revenue,-4.13,4.13,-,10.88,-9.31,9.31,-,8.36,-3.16,3.16,-,3.18,-1.33,1.33,-,3.16,-1.15,1.15,-,4.66,Upgrade
2,Revenue,5566,3732,2773,1011,2523,2380,2192,1949,2438,1760,2234,3189,2364,1976,1511,1461,2642,1863,1939,1273,Upgrade
3,Revenue Growth (YoY),120.65%,56.77%,26.52%,-48.15%,3.46%,35.27%,-1.90%,-38.87%,3.13%,-10.96%,47.86%,118.21%,-10.52%,6.06%,-22.07%,14.76%,96.08%,33.11%,71.84%,10.69%,Upgrade
4,Cost of Revenue,4423,2601,1919,486.27,1861,1526,1645,1511,1797,1249,1749,2694,1736,1346,999,939.1,2027,1319,1464,943.57,Upgrade
5,Gross Profit,1144,1131,853.93,524.42,662.05,854.42,546.37,438.53,641.34,510.46,485,494.44,628.31,630.83,512.04,522.14,615.48,544.21,474.66,329.69,Upgrade
6,"Selling, General & Admin",98.5,70.95,74.48,78.12,74.34,69.91,100.55,92.42,61.41,62.04,67.05,89.15,61.35,56.58,60.48,89.31,58.57,48.59,56.56,75.28,Upgrade
7,Research & Development,70.51,19.96,3.12,6.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Other Operating Expenses,73.66,76.46,55.72,56.11,45.97,73.04,40.35,56.91,48.91,44.64,31.19,49.53,45.29,46.18,37.94,48.05,36.62,82.33,28,26.8,Upgrade
9,Operating Expenses,242.26,165.47,136.66,139.71,125.42,138.17,141.48,145.16,112.01,110.81,96.59,139.09,107.09,103.92,97.93,137.36,94.51,132.32,85.03,104.52,Upgrade
