,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,220,299,394,428,442,423,428,385,466,580,713,Upgrade
1,Market Cap Growth,-30.00%,-30.00%,-10.75%,1.12%,3.33%,9.88%,-8.16%,-33.61%,-34.67%,-29.07%,-12.79%,Upgrade
2,Enterprise Value,848,878,950,866,811,723,680,640,738,820,970,Upgrade
3,Last Close Price,0.23,0.32,0.41,0.45,0.47,0.45,0.45,0.41,0.49,0.61,0.75,Upgrade
4,PE Ratio,-,-,-,-,-,-,9.31,-20.93,-,-,-49.63,Upgrade
5,PS Ratio,0.60,0.81,1.02,1.16,1.24,1.08,1.05,0.87,1.20,1.56,1.56,Upgrade
6,PB Ratio,0.11,0.15,0.19,0.20,0.20,0.19,0.19,0.17,0.21,0.26,0.31,Upgrade
7,P/TBV Ratio,0.15,0.15,0.19,0.20,0.20,0.19,0.19,0.17,0.21,0.26,0.31,Upgrade
8,P/FCF Ratio,9.96,13.59,-28.26,-,-,-9.13,-,6.86,12.11,32.72,-,Upgrade
9,P/OCF Ratio,8.56,8.56,28.46,-,-,44.47,-,2.90,4.76,8.33,17.81,Upgrade
10,EV/Sales Ratio,2.31,2.39,2.46,2.35,2.29,1.86,1.68,1.45,1.90,2.21,2.12,Upgrade
11,EV/EBITDA Ratio,44.98,29.75,20.41,23.31,40.22,22.13,14.59,9.48,41.26,-,26.92,Upgrade
12,EV/EBIT Ratio,-,-,61.79,112.89,-90.68,-,34.00,15.21,-171.43,-,70.11,Upgrade
13,EV/FCF Ratio,38.48,39.83,-68.02,-,-,-15.62,-,11.41,19.19,46.28,-,Upgrade
14,Debt / Equity Ratio,0.33,0.33,0.32,0.29,0.25,0.21,0.19,0.17,0.17,0.17,0.17,Upgrade
15,Debt / FCF Ratio,30.67,30.67,-49.05,-,-,-9.95,-,6.65,9.84,21.13,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,0.71%,0.34%,-0.40%,-,0.85%,1.83%,-0.19%,-,0.58%,Upgrade
17,Earnings Yield,-67.35%,-49.39%,-18.92%,-13.67%,-19.54%,0.40%,10.74%,-4.78%,-23.69%,-12.39%,-2.01%,Upgrade
18,FCF Yield,10.04%,7.36%,-3.54%,-21.39%,-12.48%,-10.95%,-3.17%,14.57%,8.26%,3.06%,-2.04%,Upgrade
