,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,42.18,80.13,75.9,81.22,84.17,88.05,103.37,88.96,87.41,107.98,Upgrade
1,Short-Term Investments,-,23.06,-,31.08,-,23.5,5,24.41,5,35.81,Upgrade
2,Trading Asset Securities,12.07,10.08,10.51,10.17,13.15,13.22,16.95,14.05,12.95,7.89,Upgrade
3,Cash & Short-Term Investments,54.24,113.26,86.41,122.47,97.32,124.77,125.32,127.42,105.36,151.68,Upgrade
4,Cash Growth,-37.22%,-7.52%,-11.21%,-1.84%,-22.34%,-2.08%,18.94%,-16.00%,3.50%,7.14%,Upgrade
5,Accounts Receivable,45.87,80.73,49.9,68.41,44.9,78.15,33.75,89.22,35.03,96.32,Upgrade
6,Other Receivables,29.89,2.4,31.47,2.47,32.28,2.45,26.87,2.3,51.19,9.17,Upgrade
7,Receivables,133.38,134.65,136.5,121.24,119.73,121.91,101.45,131.21,123.19,129.2,Upgrade
8,Inventory,293.9,285.14,298.48,255.57,238.52,221.27,221.56,202.63,238.44,239.68,Upgrade
9,Total Current Assets,481.53,533.05,521.39,499.28,455.57,467.95,448.33,461.26,466.98,520.56,Upgrade
10,"Property, Plant & Equipment",2216,2261,2323,2260,2273,2290,2240,2197,2207,2233,Upgrade
11,Long-Term Investments,124.45,120.66,60.1,113.76,111.84,110.59,96.35,96.87,110.14,107.81,Upgrade
12,Other Intangible Assets,0.3,0.32,0.34,0.35,0.37,0.39,0.4,0.42,0.35,0.37,Upgrade
13,Long-Term Deferred Tax Assets,18.49,18.83,17.08,15.35,7.17,8.04,7.83,6.27,9.49,9.71,Upgrade
14,Other Long-Term Assets,66.52,62.44,117.47,65.23,56.98,22.45,22.75,8.86,2.95,2.03,Upgrade
15,Total Assets,2908,2996,3039,2954,2905,2899,2815,2771,2797,2874,Upgrade
16,Accounts Payable,19.19,20.38,28.15,28.31,33.31,22.33,23.36,18.39,16.96,17.01,Upgrade
17,Current Portion of Long-Term Debt,615.39,646.71,594.21,509.38,409.54,361.72,323.83,324.35,319.88,323.73,Upgrade
18,Current Portion of Leases,7.84,7.66,7.5,7.62,7.76,8.75,8.59,9.23,8.61,10.19,Upgrade
19,Current Income Taxes Payable,22.94,23.48,35.82,35.51,40.44,39.54,36.7,35.7,30.86,20.8,Upgrade
20,Current Unearned Revenue,0.67,1.12,1.51,1.36,0.79,1.79,6.74,9.8,10.89,9.57,Upgrade
21,Other Current Liabilities,120.11,120.93,124.16,123.02,107.1,116.8,110.65,98.78,101.72,93.09,Upgrade
22,Total Current Liabilities,786.13,820.28,791.35,705.2,598.93,550.92,509.87,496.25,488.91,474.39,Upgrade
23,Long-Term Debt,38,12.31,11.48,11.94,12.58,14.07,-,-,-,-,Upgrade
24,Long-Term Leases,14.62,18.02,21.79,26.12,31.16,35.71,40.36,45.09,46.09,55.41,Upgrade
