,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2021,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Aug '20 Aug 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,31.44,28.7,31.78,30.36,26.67,24.36,21.43,20.64,26.62,19.66
1,Revenue Growth (YoY),-1.06%,-5.48%,19.16%,24.65%,24.48%,18.03%,-19.52%,5.00%,-7.37%,-
2,Cost of Revenue,21.17,20.24,21.08,19.78,19.09,17.58,14.85,13.85,17.61,12.56
3,Gross Profit,10.27,8.47,10.7,10.58,7.58,6.78,6.58,6.79,9.01,7.1
4,"Selling, General & Admin",7.36,7.96,7.29,8.45,4.94,5.27,4.68,4.4,5.33,3.94
5,Operating Expenses,7.36,7.94,7.29,8.45,4.94,5.27,4.68,4.29,5.33,3.94
6,Operating Income,2.92,0.52,3.41,2.13,2.64,1.51,1.9,2.49,3.68,3.16
7,Interest Expense,-0.32,-0.4,-0.35,-0.09,-0.08,-0.1,-0.12,-0.13,-0.16,-0.11
8,Interest & Investment Income,0.29,0.34,0.19,0.16,0,0.01,0,0,0,0
9,Currency Exchange Gain (Loss),0.19,-0.1,0.07,-0.05,0.39,0.16,0.14,-0.07,0.02,0.05
10,Other Non Operating Income (Expenses),0.66,0.52,0.23,0.21,0.25,0.12,-0.39,-0.99,-0.22,-0.1
11,EBT Excluding Unusual Items,3.74,0.88,3.54,2.35,3.21,1.7,1.54,1.31,3.33,3
12,Gain (Loss) on Sale of Assets,0,0.06,0,0.02,-0.03,0.2,0.03,-,0,0
13,Asset Writedown,-,-,-,-0,0,-,-,-,-,-
14,Other Unusual Items,-,-,-,-,-,0.25,-,0.51,0.87,0.4
15,Pretax Income,3.75,0.95,3.54,2.37,3.18,2.15,1.57,1.83,4.2,3.4
16,Income Tax Expense,0.49,0.56,0.48,0.56,0.43,0.44,0.42,0.34,0.76,0.63
17,Earnings From Continuing Operations,3.26,0.38,3.06,1.81,2.75,1.71,1.15,1.48,3.44,2.77
18,Minority Interest in Earnings,0.01,-0.02,-0.01,-0.03,-,-,-,-,-,-
19,Net Income,3.27,0.37,3.05,1.78,2.75,1.71,1.15,1.48,3.44,2.77
20,Net Income to Common,3.27,0.37,3.05,1.78,2.75,1.71,1.15,1.48,3.44,2.77
21,Net Income Growth,7.19%,-79.39%,10.75%,4.32%,140.43%,15.31%,-66.70%,-46.52%,-24.03%,-
22,Shares Outstanding (Basic),1250,1250,1250,1250,1250,1235,1250,1016,1250,1016
23,Shares Outstanding (Diluted),1250,1250,1250,1250,1250,1235,1250,1016,1250,1016
24,Shares Change (YoY),-,-,-,1.25%,-,21.56%,-,-,-,-
25,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,EPS Growth,7.21%,-79.40%,10.76%,3.03%,140.50%,-5.14%,-66.72%,-46.54%,-,-
28,Free Cash Flow,6.38,11.49,5.27,1.74,2.33,2.6,1.86,4.18,6.1,4.25
29,Free Cash Flow Per Share,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,Operating Margin,9.27%,1.83%,10.73%,7.00%,9.90%,6.20%,8.88%,12.08%,13.84%,16.09%
31,Profit Margin,10.40%,1.28%,9.60%,5.88%,10.33%,7.02%,5.35%,7.19%,12.92%,14.11%
32,Free Cash Flow Margin,20.28%,40.05%,16.58%,5.73%,8.75%,10.69%,8.68%,20.24%,22.90%,21.62%
33,EBITDA,7.98,5.99,7.71,4.7,4.94,3.7,3.79,4.26,5.66,4.56
34,D&A For EBITDA,5.06,5.47,4.3,2.57,2.3,2.19,1.89,1.77,1.98,1.4
35,EBIT,2.92,0.52,3.41,2.13,2.64,1.51,1.9,2.49,3.68,3.16
