,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2021,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Aug '20 Aug 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,30.6,22.79,28.36,10.32,26.93,23.91,22.68,12.74,11.74,-
1,Short-Term Investments,-,4.04,-,14.36,-,-,-,-,-,-
2,Cash & Short-Term Investments,30.6,26.84,28.36,24.68,26.93,23.91,22.68,12.74,11.74,-
3,Cash Growth,7.91%,8.73%,5.30%,3.24%,18.73%,87.66%,93.21%,-,-,-
4,Accounts Receivable,14.8,12.3,13.2,14.25,12.29,10.89,9.56,9.92,9.67,-
5,Other Receivables,-,1.91,0.17,2.29,-,1.3,-,0.1,0.19,-
6,Receivables,14.8,14.21,13.37,16.54,12.29,12.19,9.56,10.02,9.86,-
7,Prepaid Expenses,0.26,0.37,-,0.62,0.66,0.37,0.37,0.22,0.21,-
8,Other Current Assets,1.91,0.35,0.1,0.2,1.48,0.55,4.73,2.13,1.72,-
9,Total Current Assets,47.57,41.76,41.83,42.05,41.37,37.02,37.34,25.12,23.54,-
10,"Property, Plant & Equipment",17.2,21.39,19.35,13.96,5.56,6.64,8.14,7.97,9.08,-
11,Goodwill,-,1.64,-,1.64,-,-,-,-,-,-
12,Other Intangible Assets,2.34,0.77,2.26,0.66,0.08,0.1,0.12,0.13,0.15,-
13,Other Long-Term Assets,4.03,5.9,6.21,6.68,5.26,7.25,4.51,4.6,4.66,-
14,Total Assets,71.15,71.46,69.65,64.98,52.27,51.01,50.11,37.82,37.43,-
15,Accounts Payable,1.58,1.4,3.09,2.5,2.02,2.04,1.51,1.06,0.81,-
16,Accrued Expenses,1.61,1.78,-,2.79,1.53,1.75,1.45,1.45,1.19,-
17,Current Portion of Long-Term Debt,0.05,0.05,0.04,0.11,0.04,0.05,0.05,0.1,0.1,-
18,Current Portion of Leases,7.4,7.6,5.95,3.82,2.03,2.62,3.05,2.59,2.72,-
19,Current Income Taxes Payable,1.03,0.92,0.94,1.06,0.83,0.84,0.99,1.39,1.86,-
20,Current Unearned Revenue,-,0.1,-,-,-,-,-,0.16,0.31,-
21,Other Current Liabilities,0.24,0.3,-,1.41,0.79,0.74,0.46,1.54,0.97,-
22,Total Current Liabilities,11.91,12.14,10.03,11.69,7.24,8.05,7.51,8.29,7.96,-
23,Long-Term Debt,0.43,0.45,0.47,0.5,0.52,0.54,0.56,1,1.03,-
24,Long-Term Leases,3.87,7.43,8.32,6.04,0.15,0.77,1.6,1.98,2.77,-
25,Long-Term Deferred Tax Liabilities,0.51,0.52,0.52,0.52,0.41,0.41,0.37,0.43,0.42,-
26,Other Long-Term Liabilities,1.57,1.33,1.11,0.08,0.52,0.56,1.1,1.04,0.98,-
27,Total Liabilities,18.29,21.87,20.44,18.83,8.83,10.32,11.14,12.74,13.17,-
28,Common Stock,2.13,2.13,2.13,2.13,2.13,2.13,2.13,0.13,0,-
29,Additional Paid-In Capital,10.75,10.75,-,10.75,10.75,10.75,10.75,-,-,-
30,Retained Earnings,33.84,30.57,-,27.15,25.36,22.61,20.9,19.75,18.93,-
31,Comprehensive Income & Other,5.19,5.19,46.14,5.19,5.19,5.19,5.19,5.19,5.33,-
32,Total Common Equity,51.92,48.65,48.28,45.22,43.44,40.69,38.98,25.08,24.26,-
33,Minority Interest,0.93,0.94,0.93,0.93,-,-,-,-,-,-
34,Shareholders' Equity,52.85,49.59,49.21,46.15,43.44,40.69,38.98,25.08,24.26,-
35,Total Liabilities & Equity,71.15,71.46,69.65,64.98,52.27,51.01,50.11,37.82,37.43,-
36,Total Debt,11.75,15.52,14.78,10.47,2.74,3.97,5.25,5.67,6.62,-
37,Net Cash (Debt),18.85,11.31,13.58,14.22,24.19,19.94,17.43,7.07,5.12,-
38,Net Cash Growth,38.84%,-20.42%,-43.87%,-28.70%,38.80%,181.82%,240.16%,-,-,-
39,Net Cash Per Share,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.00,-
40,Filing Date Shares Outstanding,1250,1250,1250,1250,1250,1250,1250,1016,1250,1016
41,Total Common Shares Outstanding,1250,1250,1250,1250,1250,1250,1250,1016,1250,1016
42,Working Capital,35.66,29.62,31.81,30.36,34.13,28.97,29.83,16.83,15.58,-
43,Book Value Per Share,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,-
44,Tangible Book Value,49.58,46.24,46.01,42.93,43.36,40.59,38.86,24.95,24.12,-
45,Tangible Book Value Per Share,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,-
46,Buildings,-,22.55,-,13.08,7.77,8.81,8.69,7.09,7.15,-
47,Machinery,-,17.11,-,15.04,13.88,13.76,14.59,14.97,14.96,-
48,Leasehold Improvements,-,1.91,-,1.54,1.53,1.5,1.47,1.12,1.12,-
