,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,4430,4606,5467,4882,4736,4905,4857,4788,5419,5001,4991,4873,5242,4498,4188,3651,3136,2310,2101,2507,Upgrade
1,Cash & Short-Term Investments,4430,4606,5467,4882,4736,4905,4857,4788,5419,5001,4991,4873,5242,4498,4188,3651,3136,2310,2101,2507,Upgrade
2,Cash Growth,-6.46%,-6.09%,12.57%,1.96%,-12.60%,-1.91%,-2.68%,-1.74%,3.37%,11.16%,19.16%,33.48%,67.19%,94.69%,99.30%,45.64%,10.09%,-26.72%,-22.69%,-13.58%,Upgrade
3,Accounts Receivable,1181,1511,991.17,1366,1256,846.06,821.57,987.47,232.9,974.31,1275,785.95,971.88,1750,1464,1328,696.62,1030,1103,1153,Upgrade
4,Other Receivables,50.47,67.84,50.6,19.45,48.19,97.73,50.16,71.68,39.6,39.78,48,41.71,20.61,30.36,15.04,53.68,70.54,122.61,16.1,113.04,Upgrade
5,Receivables,1231,1579,1042,1385,1304,943.79,871.73,1059,272.5,1014,1323,827.66,992.49,1780,1479,1382,767.16,1153,1119,1266,Upgrade
6,Inventory,652.77,653.34,693.95,510.8,548.84,580.97,584.76,663.73,610.71,538.93,516.49,458.65,574.85,590,418.38,442.95,345.71,533.9,571.53,774.06,Upgrade
7,Other Current Assets,59.03,72.54,54.74,94.41,94.68,61.11,58.31,120.25,132.37,13.81,31.38,33.48,49.98,52.49,109.68,68.98,48,60.32,143.15,30.23,Upgrade
8,Total Current Assets,6373,6911,7258,6873,6684,6491,6372,6631,6435,6567,6861,6193,6860,6921,6195,5545,4296,4058,3936,4577,Upgrade
9,"Property, Plant & Equipment",8097,7243,6833,6576,6467,6407,6101,6249,5740,5780,5986,5250,5470,5544,5293,5147,4721,4740,4538,5146,Upgrade
10,Long-Term Investments,780.24,697.67,667.82,668.08,630.88,644.39,619.6,637.18,568.48,588.67,638.47,573.77,581.29,598.62,572.95,531.9,453.17,456.83,392.23,572.21,Upgrade
11,Other Intangible Assets,560.51,529.52,538.34,534.72,526.96,549.24,551.58,592.75,565.6,591.21,647.74,591.87,656.5,692.87,696.79,704.85,659.89,673.35,647.92,811,Upgrade
12,Long-Term Deferred Tax Assets,18,18.08,16.6,18.28,21.6,20.77,20.34,18.58,13.9,13.9,13.93,13.93,10.41,10.41,10.56,10.56,7.44,7.44,7.44,7.44,Upgrade
13,Other Long-Term Assets,1269,1173,1164,1196,1196,1241,1283,1311,1319,1366,1450,1359,1434,1495,1476,1490,1474,1495,1457,1729,Upgrade
14,Total Assets,17097,16573,16478,15865,15526,15353,14948,15441,14641,14907,15597,13981,15012,15261,14244,13428,11612,11430,10977,12843,Upgrade
15,Accounts Payable,696.37,707.82,897.88,715.23,579.9,571.55,659.98,618.83,791.54,817.24,784.76,568,786.49,818.24,693.61,651.86,412.47,532.74,734.99,578.34,Upgrade
16,Accrued Expenses,133.07,158.2,121.5,120.96,157.91,127.37,98.46,135.69,108.24,133.08,108.79,113.63,107.51,168.24,98.98,113.62,101.62,101.98,47.45,94.79,Upgrade
17,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,100,140,140,140,165,165,165,165,Upgrade
