,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",794.99,863.12,912.94,920.29,893.93,907.09,900.3,917.79,995.75,1029,Upgrade
1,Cash & Equivalents,75.35,42.65,46.66,53.75,50.78,45.27,59.23,66.27,7.02,8.47,Upgrade
2,Accounts Receivable,0.44,0.59,0.28,0.49,0.65,0.3,0.38,0.73,0.97,0.42,Upgrade
3,Other Receivables,1.17,1.29,0.46,0.42,0.44,0.76,0.44,0.77,0.47,0.75,Upgrade
4,Investment In Debt and Equity Securities,71.5,90.02,87.72,89.13,99.96,104.47,28.06,27.07,66.52,38.76,Upgrade
5,Other Current Assets,-,0.32,-,0.32,-,-,-,-,-,-,Upgrade
6,Other Long-Term Assets,0.25,0.37,0.39,0.46,0.08,0.11,0.03,0.14,-,-,Upgrade
7,Total Assets,943.69,998.37,1048,1065.0,1046,1058,988.43,1013,1071,1077,Upgrade
8,Current Portion of Long-Term Debt,12.09,58.79,51.66,13.04,12.77,3.62,4.71,30.69,32.08,19.78,Upgrade
9,Long-Term Debt,92.51,-,8.46,58.29,59.62,70.81,80.75,57.05,50.63,50.35,Upgrade
10,Accrued Expenses,0.85,4.1,0.9,4.13,0.61,3.92,0.6,4.01,2.17,5.3,Upgrade
11,Current Income Taxes Payable,-,0.11,0.47,1.29,3.01,1.57,2.51,1.17,1.42,3.52,Upgrade
12,Other Current Liabilities,7.33,7.34,7.75,7.88,8.51,8.4,8.52,8.99,8.97,8.83,Upgrade
13,Long-Term Deferred Tax Liabilities,4.11,3.94,3.66,3.49,3.32,3.15,5.56,5.39,6.96,6.79,Upgrade
14,Total Liabilities,146.89,116.08,114.96,130.4,117.84,121.48,132.65,137.31,117.23,94.57,Upgrade
15,Common Stock,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,Upgrade
16,Additional Paid-In Capital,705.28,705.28,705.28,705.28,705.28,705.28,705.28,705.28,705.28,705.28,Upgrade
17,Retained Earnings,479.69,540.96,587.95,588.05,563.94,570.53,537.46,553.12,625.72,649.72,Upgrade
18,Comprehensive Income & Other,-392.04,-367.81,-363.59,-362.74,-345.09,-343.16,-390.82,-386.81,-381.37,-376.14,Upgrade
19,Shareholders' Equity,796.8,882.29,933.5,934.45,927.99,936.51,855.78,875.45,953.5,982.73,Upgrade
20,Total Liabilities & Equity,943.69,998.37,1048,1065.0,1046,1058,988.43,1013,1071,1077,Upgrade
21,Total Debt,134.6,100.58,102.17,113.61,102.39,104.44,115.46,117.75,97.71,70.13,Upgrade
22,Net Cash / Debt,-59.25,-57.93,-55.5,-59.87,-51.61,-59.17,-56.23,-51.48,-90.7,-61.66,Upgrade
23,Net Cash Per Share,-0.15,-0.15,-0.14,-0.15,-0.13,-0.15,-0.15,-0.13,-0.23,-0.16,Upgrade
24,Filing Date Shares Outstanding,386.18,386.18,386.18,386.18,386.18,386.18,386.18,386.18,386.18,386.18,Upgrade
25,Total Common Shares Outstanding,386.18,386.18,386.18,386.18,386.18,386.18,386.18,386.18,386.18,386.18,Upgrade
26,Book Value Per Share,2.06,2.28,2.42,2.42,2.40,2.43,2.22,2.27,2.47,2.54,Upgrade
27,Tangible Book Value,796.8,882.29,933.5,934.45,927.99,936.51,855.78,875.45,953.5,982.73,Upgrade
28,Tangible Book Value Per Share,2.06,2.28,2.42,2.42,2.40,2.43,2.22,2.27,2.47,2.54,Upgrade
29,Land,-,17.04,-,17.04,-,17.04,-,17.04,-,17.04,Upgrade
