,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Feb '25 Feb 5, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,73,77,88,112,151,151,180,197,149,147,216,Upgrade
1,Market Cap Growth,-31.03%,-31.03%,-41.28%,-25.64%,-16.13%,-23.53%,20.78%,34.21%,-31.25%,-46.48%,-30.86%,Upgrade
2,Enterprise Value,133,135,144,172,202,210,236,248,239,208,283,Upgrade
3,Last Close Price,0.19,0.20,0.23,0.29,0.39,0.39,0.47,0.51,0.39,0.38,0.56,Upgrade
4,PE Ratio,-,-,-,-,8.59,-,10.32,-,-,-,-,Upgrade
5,PS Ratio,2.68,2.82,3.18,3.86,5.13,5.14,6.21,6.72,4.90,4.69,6.51,Upgrade
6,PB Ratio,0.09,0.10,0.10,0.12,0.16,0.16,0.19,0.23,0.17,0.15,0.22,Upgrade
7,P/FCF Ratio,5.28,5.28,6.54,7.68,9.02,9.56,11.47,11.74,10.97,8.44,9.49,Upgrade
8,P/OCF Ratio,5.28,5.28,6.54,7.68,9.02,9.56,11.47,11.74,10.97,8.44,9.49,Upgrade
9,EV/Sales Ratio,4.85,4.94,5.18,5.92,6.89,7.17,8.15,8.47,7.89,6.66,8.53,Upgrade
10,EV/EBITDA Ratio,8.06,8.21,8.77,9.05,11.62,12.59,12.45,13.74,12.72,9.77,12.22,Upgrade
11,EV/EBIT Ratio,8.31,8.47,9.05,9.29,11.96,12.98,12.78,14.14,13.06,10.01,12.49,Upgrade
12,EV/FCF Ratio,9.24,9.24,10.64,11.78,12.11,13.32,15.06,14.81,17.65,11.99,12.43,Upgrade
13,Debt / Equity Ratio,0.17,0.17,0.11,0.11,0.12,0.11,0.11,0.13,0.13,0.10,0.07,Upgrade
14,Debt / FCF Ratio,9.20,9.20,7.43,7.00,6.80,6.50,6.67,6.88,8.68,5.62,3.08,Upgrade
15,Earnings Yield,-147.54%,-140.16%,-53.25%,21.44%,11.64%,17.58%,9.69%,-44.81%,-64.97%,-87.78%,-41.65%,Upgrade
16,FCF Yield,18.95%,18.95%,15.30%,13.02%,11.09%,10.45%,8.72%,8.52%,9.12%,11.84%,10.54%,Upgrade
17,Buyback Yield / Dilution,0.09%,-,0.18%,-,1.24%,-,-1.43%,-,-,-,-,Upgrade
18,Total Shareholder Return,0.09%,-,0.18%,-,1.24%,-,-1.43%,-,-,-,-,Upgrade
