,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Revenue,1232,1253,1192,1189,1177,1204,1110,1149,-,1260
1,Revenue Growth (YoY),3.40%,5.43%,1.26%,-1.24%,6.02%,4.79%,-,-8.86%,-,57.35%
2,Cost of Revenue,681.12,821.88,601.7,630.84,439.56,521.87,363.23,376.73,-,527.93
3,Gross Profit,550.87,431.43,589.81,557.92,737.11,681.84,746.68,771.95,-,732.48
4,"Selling, General & Admin",123.71,184.39,116.14,109.28,104.55,122.2,104.51,131.61,-,158.28
5,Other Operating Expenses,31.31,9.59,-95.39,32.69,48.96,6.71,-295.01,-186.08,-,152.3
6,Operating Expenses,159.84,193.98,26.06,141.97,154.6,128.9,-188.45,-54.47,-,310.58
7,Operating Income,391.02,237.45,563.75,415.95,582.51,552.93,935.13,826.42,-,421.9
8,Interest Expense,-26.45,-28.96,-15.09,-20.7,-27.23,-27.12,-20.19,-44.36,-,-68.78
9,Interest & Investment Income,8.95,14.28,15.12,29.57,17.75,18.61,2.86,14.07,-,18.95
10,Currency Exchange Gain (Loss),-0.86,-,1.95,-,-1.63,-,-5.28,-,-,-
11,Other Non Operating Income (Expenses),0.36,-,-1.39,-,-2.01,-,-0.32,-,-,-
12,EBT Excluding Unusual Items,373.03,222.77,564.34,424.82,569.38,544.43,912.19,796.13,-,372.07
13,Impairment of Goodwill,-180.71,-,-,-,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,-,-,3.15,-,-,-,0.02,0.41,-,0.22
15,Gain (Loss) on Sale of Assets,13.66,-7.71,-14.21,-2.8,9.95,-0.1,-1.88,-5.29,-,-1.2
16,Asset Writedown,0.35,-6.92,-,-,-,-,-,-,-,-
17,Legal Settlements,-,-17.4,-,-,-,-,-,-,-,-
18,Other Unusual Items,-,-,0.31,162.96,2.64,-,2.31,4.86,-,-290.52
19,Pretax Income,206.33,190.73,553.58,584.98,581.97,544.33,912.64,796.11,-,80.56
20,Income Tax Expense,-2.26,-4.61,3.16,-4.71,-5.16,-3.49,-3.91,-4.76,-,-4.43
21,Earnings From Continuing Operations,208.58,195.34,550.42,589.69,587.13,547.82,916.54,800.87,-,84.99
22,Earnings From Discontinued Operations,-,-,-,-,-,-,-937.97,73.33,-,-
23,Net Income to Company,208.58,195.34,550.42,589.69,587.13,547.82,-21.43,874.2,-,84.99
24,Minority Interest in Earnings,-3.1,-2.08,-2.44,-2.94,-3.76,-5.49,-3.28,-24.98,-,-67.76
25,Net Income,205.49,193.26,547.98,586.75,583.37,542.33,-24.71,849.22,-,17.23
26,Net Income to Common,205.49,193.26,547.98,586.75,583.37,542.33,-24.71,849.22,-,17.23
27,Net Income Growth,-62.50%,-67.06%,-6.07%,8.19%,-,-36.14%,-,4827.85%,-,-94.78%
28,Shares Outstanding (Basic),3613,3600,3606,3594,3679,3398,3357,3341,-,3293
29,Shares Outstanding (Diluted),4203,4191,3919,3907,4038,3767,3766,3743,-,3382
30,Shares Change (YoY),7.26%,7.26%,-2.96%,3.73%,7.24%,0.62%,-,10.67%,-,3.02%
31,EPS (Basic),0.06,0.05,0.15,0.16,0.16,0.16,-0.01,0.25,-,0.01
32,EPS (Diluted),0.06,0.05,0.12,0.12,0.16,0.15,-0.08,0.18,-,0.01
33,EPS Growth,-52.28%,-58.31%,-24.85%,-18.29%,-,-19.28%,-,3422.55%,-,-94.62%
34,Free Cash Flow,587.61,-710.93,-1533,-303.53,1029,840.38,786.7,977.17,-,307.86
35,Free Cash Flow Per Share,0.14,-0.17,-0.39,-0.08,0.25,0.22,0.21,0.26,-,0.09
36,Dividend Per Share,-,-,-,-,-,-,-,0.103,-,0.074
37,Dividend Growth,-,-,-,-,-,-,-,39.57%,-,41.45%
38,Operating Margin,31.74%,18.95%,47.31%,34.99%,49.51%,45.94%,84.25%,71.94%,-,33.47%
39,Profit Margin,16.68%,15.42%,45.99%,49.36%,49.58%,45.06%,-2.23%,73.93%,-,1.37%
40,Free Cash Flow Margin,47.70%,-56.72%,-128.65%,-25.53%,87.48%,69.82%,70.88%,85.07%,-,24.43%
41,EBITDA,685.49,507.16,701.55,546.89,656.06,649.03,1023,915.58,-,524.23
42,D&A For EBITDA,294.47,269.71,137.8,130.94,73.55,96.09,87.53,89.16,74.93,102.34
43,EBIT,391.02,237.45,563.75,415.95,582.51,552.93,935.13,826.42,-,421.9
