,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+12 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+12 Quarters
0,Market Capitalization,94,94,96,96,98,80,100,92,100,78,80,94,100,110,100,102,80,84,102,126,172,Upgrade
1,Market Cap Growth,17.50%,17.50%,-4.40%,4.78%,-2.40%,2.04%,25.63%,-2.13%,0%,-28.73%,-20.40%,-7.84%,25.00%,30.95%,-1.96%,-19.05%,-53.49%,-50.00%,-93.34%,-80.31%,-25.86%,Upgrade
2,Enterprise Value,-68,-90,-88,-45,-44,-90,-70,-26,-18,-63,-62,-26,-20,6,-4,10,-12,-13,5,46,92,Upgrade
3,Last Close Price,0.23,0.23,0.24,0.24,0.24,0.20,0.25,0.23,0.25,0.20,0.20,0.23,0.25,0.28,0.25,0.26,0.20,0.21,0.26,0.32,0.43,Upgrade
4,PE Ratio,5.29,5.27,4.50,-,10.99,14.04,-,-,8.35,-,-,-,70.87,-,5.41,-,3.26,2.40,3.43,-,4.18,Upgrade
5,PS Ratio,0.42,0.42,0.40,0.45,0.45,0.37,0.51,0.44,0.47,0.38,0.40,0.45,0.41,0.41,0.34,0.35,0.32,0.32,0.42,0.47,0.60,Upgrade
6,PB Ratio,0.39,0.39,0.40,0.41,-,0.36,0.45,0.41,-,0.34,0.35,0.41,-,0.49,0.45,0.46,-,0.40,0.51,0.63,-,Upgrade
7,P/TBV Ratio,0.39,0.39,0.40,0.41,-,0.36,0.45,0.41,-,0.34,0.35,0.41,-,0.49,0.45,0.46,-,0.40,0.51,0.63,-,Upgrade
8,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,-,0.03,-,-,0.02,0.17,0.32,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20,-,2.16,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21,-,2.22,Upgrade
11,Debt / Equity Ratio,0.04,0.04,0.04,0.05,-,0.04,0.05,0.05,-,0.06,0.07,0.07,-,0.08,0.08,0.08,-,0.07,0.09,0.09,-,Upgrade
12,Debt / EBITDA Ratio,0.53,1.00,1.00,-,-,0.32,-,-,-,57.89,72.52,-,-,-,1.61,-,-,0.39,3.15,-,-,Upgrade
13,Asset Turnover,0.55,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,7.44,6.87,11.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,6.83,6.83,6.83,6.18,-,4.43,-,6.60,-,5.41,-,6.91,-,4.22,-,3.20,-,3.99,-,4.45,-,Upgrade
16,Current Ratio,7.61,7.61,7.61,6.50,-,5.23,-,6.89,-,6.58,-,7.49,-,5.24,-,3.50,-,5.00,-,4.73,-,Upgrade
17,Return on Equity (ROE),4.35%,4.38%,-19.31%,-,10.73%,-7.03%,-,-,-1.87%,-2.72%,-,-,-1.80%,1.88%,-,-,17.20%,1.90%,-,-,Upgrade,
18,Return on Assets (ROA),1.81%,1.80%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),2.01%,2.02%,-20.74%,-,7.81%,-5.16%,-,-,-0.33%,-1.44%,-,-,-1.52%,1.73%,-,-,9.97%,0.82%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),3.91%,3.92%,6.07%,-,-,1.33%,-,-,-,-,-,-,-,-,-,-,-,13.87%,-,-,-,Upgrade
21,Earnings Yield,18.96%,18.96%,22.20%,15.21%,9.10%,7.12%,-1.38%,1.10%,11.98%,2.18%,2.22%,4.66%,1.41%,7.85%,18.50%,18.05%,30.68%,41.68%,29.12%,26.23%,23.95%,Upgrade
22,FCF Yield,23.82%,-24.63%,-12.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-0.56%,-1.36%,0.08%,-0.18%,0.08%,0.43%,0.33%,-0.15%,0.11%,1.89%,0.64%,0.31%,-0.13%,-0.54%,-1.09%,0.11%,-0.06%,-1.71%,-1.75%,0.19%,0.05%,Upgrade
24,Total Shareholder Return,-0.56%,-1.36%,0.08%,-0.18%,0.08%,0.43%,0.33%,-0.15%,0.11%,1.89%,0.64%,0.31%,-0.13%,-0.54%,-1.09%,0.11%,-0.06%,-1.71%,-1.75%,0.19%,0.05%,Upgrade
