,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,0.03,0.28,1.99,1.64,-,5.61,0.66,0.8,0.73,3.78
1,Long-Term Investments,-,0.4,0.5,0.5,-,79.92,80,-,-,-
2,Loans & Lease Receivables,861.49,872.75,863.55,876.81,-,803.04,819.71,893.33,877.84,862.69
3,Other Receivables,0.3,0.51,3.33,0.62,-,0.85,0.64,0.06,0.07,0.17
4,"Property, Plant & Equipment",1.07,1.43,1.37,2.15,-,5.26,4.92,5.19,5.53,6.28
5,Goodwill,-,-,-,2.06,-,2.06,-,-,-,-
6,Other Intangible Assets,-,-,0.01,0.01,-,0.02,-,-,-,-
7,Other Current Assets,0.04,0.06,0.11,3.19,-,0.34,0.04,0.05,0.1,0.26
8,Long-Term Deferred Tax Assets,19.34,11.5,13.75,9.47,-,6.77,5.28,7.91,9.4,7.83
9,Other Long-Term Assets,-,-,-,1.19,-,0.43,0.43,0.43,0.43,-
10,Total Assets,882.26,886.92,884.62,897.81,-,904.48,911.68,907.77,894.1,881
11,Accrued Expenses,3.42,2.34,1.61,3.32,-,1.64,0.46,1.44,0.44,0.68
12,Current Portion of Long-Term Debt,-,-,-,-,-,-,0.06,0.13,-,0.15
13,Current Portion of Leases,-,1.03,-,0.71,-,1.24,-,0.66,0.72,0.69
14,Long-Term Debt,-,-,-,-,-,-,-,-,0.21,0.14
15,Long-Term Leases,0.85,0.5,0.7,-,-,1.32,2.07,1.3,1.05,1.6
16,Long-Term Unearned Revenue,-,0.03,0.07,0.05,-,0.31,0.71,0.78,1.08,0.68
17,Current Income Taxes Payable,5.51,1.14,2,1.82,-,1.84,3.51,13.92,7.62,7.91
18,Other Current Liabilities,2.47,2.26,1.92,0.11,-,1,6.88,1.46,1.61,0.75
19,Other Long-Term Liabilities,8.05,7.89,10.9,11.61,-,9.4,-,4.92,5.87,6.98
20,Total Liabilities,20.29,15.19,17.2,17.62,-,16.75,13.69,24.61,18.61,19.57
21,Common Stock,600,600,600,600,-,600,600,600,600,600
22,Additional Paid-In Capital,-,54.42,-,54.42,-,-,-,-,-,-
23,Retained Earnings,206.24,215.45,211.25,223.69,-,233.31,243.58,228.75,221.07,207.01
24,Comprehensive Income & Other,54.18,-0.1,54.42,-,-,54.42,54.42,54.42,54.42,54.42
25,Total Common Equity,860.42,869.77,865.66,878.1,-,887.73,897.99,883.16,875.49,861.43
26,Minority Interest,1.54,1.96,1.76,2.09,-,-,-,-,-,-
27,Shareholders' Equity,861.97,871.73,867.42,880.19,-,887.73,897.99,883.16,875.49,861.43
28,Total Liabilities & Equity,882.26,886.92,884.62,897.81,-,904.48,911.68,907.77,894.1,881
29,Total Debt,0.85,1.54,0.7,0.71,-,2.56,2.13,2.09,1.99,2.57
30,Net Cash (Debt),-0.82,-1.26,1.29,0.93,-,3.05,-1.48,-1.28,-1.25,1.2
31,Net Cash Growth,-,-,-,-69.69%,-,-,-,-,-,-69.23%
32,Net Cash Per Share,-0.00,-0.00,0.00,0.00,-,0.01,-0.00,-0.00,-0.00,0.00
33,Filing Date Shares Outstanding,600,600,600,600,600,600,600,600,600,600
34,Total Common Shares Outstanding,600,600,600,600,600,600,600,600,600,600
35,Working Capital,850.45,866.82,863.46,876.46,-,804.28,810.14,876.63,868.34,856.72
36,Book Value Per Share,1.43,1.45,1.44,1.46,-,1.48,1.50,1.47,1.46,1.44
37,Tangible Book Value,860.42,869.77,865.65,876.03,-,885.64,897.99,883.16,875.49,861.43
38,Tangible Book Value Per Share,1.43,1.45,1.44,1.46,-,1.48,1.50,1.47,1.46,1.44
