,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,270,318,324,348,1284,996,1164,1020,642,1512,1818
1,Market Cap Growth,-8.62%,-8.62%,-74.77%,-65.06%,10.31%,-2.35%,81.31%,-32.54%,-64.69%,-6.67%,31.74%
2,PE Ratio,-,-,-35.72,-,-,-,-,22.62,14.72,40.78,32.43
3,PS Ratio,4.80,5.68,5.66,8.11,21.93,26.85,15.71,11.94,7.19,16.08,15.65
4,PB Ratio,0.29,0.34,0.34,0.37,1.29,-,1.07,0.94,0.61,1.57,1.89
5,P/FCF Ratio,-,-125.46,-,-4.06,-,-,11.20,8.92,42.04,-,-
6,P/OCF Ratio,-,-125.46,-,-4.06,-,-,11.09,8.79,40.01,-,-
7,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00
8,Debt / FCF Ratio,-,-0.36,-,-0.01,-,-,0.03,0.02,0.16,-,-
9,Earnings Yield,-1.99%,-1.69%,-2.80%,-5.95%,-0.85%,-1.55%,0.48%,4.42%,6.80%,2.45%,3.08%
10,Earnings Yield,-1.99%,-1.69%,-2.80%,-5.95%,-0.85%,-1.55%,0.48%,4.42%,6.80%,2.45%,3.08%
11,FCF Yield,-0.94%,-0.80%,-0.85%,-24.64%,-7.47%,-0.04%,8.93%,11.21%,2.38%,-0.86%,0.02%
