,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,26.04,26.08,26.14,25.56,26.35,27.46,33.09,38.16,37.3,48.66
1,Total Interest Expense,0.05,-0.02,0.04,0.04,0.07,0.1,0.1,0.12,0.12,0.14
2,Net Interest Income,25.99,26.1,26.1,25.52,26.28,27.36,32.99,38.04,37.18,48.52
3,Revenue Before Loan Losses,25.99,26.1,26.1,25.52,26.28,27.36,32.99,38.04,37.18,48.52
4,Provision for Loan Losses,33.69,-33.66,33.9,-21.96,21.96,-,-,-,-,-
5,Revenue,-7.7,59.76,-7.8,47.49,4.31,27.36,32.99,38.04,37.18,48.52
6,Revenue Growth (YoY),-,25.84%,-,73.59%,-86.93%,-28.08%,-11.28%,-21.60%,-32.83%,-9.75%
7,Cost of Services Provided,4.23,4.94,5.24,6.53,8.32,6.13,4.9,6.34,6.18,10.12
8,Other Operating Expenses,0.01,51.21,0.12,49.43,-1.49,33.52,9.31,0.59,12.83,12.16
9,Total Operating Expenses,4.24,56.15,5.37,55.97,6.83,39.66,14.21,6.93,19,22.29
10,Operating Income,-11.93,3.61,-13.16,-8.48,-2.52,-12.3,18.78,31.11,18.18,26.23
11,Earnings From Equity Investments,-,-,-,-,-,-0.08,-,-,-,-
12,Currency Exchange Gain (Loss),-,0,-,0,-,-0,-,0.06,-,0
13,EBT Excluding Unusual Items,-12.32,3.84,-14.12,-8.48,-2.52,-13.44,19.84,30.47,18.88,27.53
14,Gain (Loss) on Sale of Investments,-,-,-,-0.21,-,-,-,-,-,-
15,Impairment of Goodwill,-,2.06,-2.06,-,-,-,-,-,-,-
16,Pretax Income,-12.32,5.79,-16.18,-8.76,-2.52,-13.43,19.84,30.47,18.88,27.53
17,Income Tax Expense,-2.96,1.38,-3.41,-1.87,0.37,-3.16,5.01,7.8,4.82,7.8
18,Earnings From Continuing Ops.,-9.36,4.41,-12.77,-6.89,-2.89,-10.27,14.83,22.67,14.06,19.73
19,Minority Interest in Earnings,0.15,-0.2,0.32,0.16,-,-,-,-,-,-
20,Net Income,-9.21,4.21,-12.44,-6.73,-2.89,-10.27,14.83,22.67,14.06,19.73
21,Net Income to Common,-9.21,4.21,-12.44,-6.73,-2.89,-10.27,14.83,22.67,14.06,19.73
22,Net Income Growth,-,-,-,-,-,-,5.46%,14.90%,-53.73%,-42.02%
23,Shares Outstanding (Basic),600,600,600,600,600,600,600,600,600,600
24,Shares Outstanding (Diluted),600,600,600,600,600,600,600,600,600,600
25,EPS (Basic),-0.02,0.01,-0.02,-0.01,-0.00,-0.02,0.02,0.04,0.02,0.03
26,EPS (Diluted),-0.02,0.01,-0.02,-0.02,-0.00,-0.02,0.02,0.04,0.02,0.03
27,EPS Growth,-,-,-,-,-,-,0%,25.97%,-60.00%,-40.00%
28,Free Cash Flow,0.49,-2.84,0.35,-79.72,-5.08,4.76,79.92,15.2,-2.34,-9.55
29,Free Cash Flow Per Share,0.00,-0.00,0.00,-0.13,-0.01,0.01,0.13,0.03,-0.00,-0.02
30,Operating Margin,-,6.04%,-,-17.85%,-58.41%,-44.96%,56.94%,81.78%,48.89%,54.06%
31,Profit Margin,-,7.04%,-,-14.17%,-67.03%,-37.53%,44.95%,59.60%,37.82%,40.67%
32,Free Cash Flow Margin,-,-4.76%,-,-167.88%,-117.83%,17.40%,242.26%,39.95%,-6.29%,-19.69%
