,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,3305,3408,3614,3924,4375,4447,4402,4886,4709,4241,4229,4469,5652,4584,4183,4214,4090,4138,3936,4330,4250,Upgrade
1,Market Cap Growth,-23.37%,-23.37%,-17.88%,-19.70%,-7.08%,4.87%,4.09%,9.34%,-16.69%,-7.49%,1.09%,6.04%,38.20%,10.79%,6.28%,-2.66%,-3.78%,-7.91%,-38.09%,-24.17%,1.20%,Upgrade
2,Enterprise Value,1883,2200,2367,2618,2870,3317,3188,3638,3203,3094,3195,3322,4402,3669,3173,2765,2640,3182,2718,3513,3433,Upgrade
3,Last Close Price,13.77,14.20,15.06,15.36,17.13,17.41,17.23,18.14,17.48,15.74,15.70,15.61,19.74,16.01,14.61,13.97,13.55,13.71,13.05,13.40,13.15,Upgrade
4,PE Ratio,14.49,14.94,13.83,-,-,16.49,17.44,-,-,13.86,12.43,-,16.63,13.51,12.44,12.68,13.63,15.59,16.56,-,-,Upgrade
5,Forward PE,12.41,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.46,11.06,12.05,16.08,12.82,12.53,14.33,14.32,14.83,14.69,13.35,13.76,Upgrade
6,PS Ratio,1.38,1.42,1.42,1.49,1.65,1.70,1.68,1.88,1.82,1.61,1.61,1.71,2.19,1.82,1.69,1.76,1.78,1.80,1.77,1.97,1.91,Upgrade
7,PB Ratio,1.98,2.04,2.49,2.38,2.63,2.64,3.07,3.03,2.90,2.57,2.98,2.84,3.54,2.89,3.17,2.81,2.73,2.77,3.21,2.97,2.85,Upgrade
8,P/TBV Ratio,2.05,2.05,2.52,2.40,2.66,2.67,3.11,3.06,2.93,2.59,3.02,2.87,3.58,2.92,3.23,2.85,2.77,2.82,3.27,3.02,2.90,Upgrade
9,P/FCF Ratio,12.31,12.69,10.81,-,-,12.47,9.29,-,-,8.00,7.06,-,-,7.88,9.17,-,-,18.02,14.09,-,-,Upgrade
10,P/OCF Ratio,9.60,9.60,8.32,-,-,9.47,7.75,8.20,-,6.99,6.28,-,-,6.83,7.74,-,-,11.90,9.91,-,-,Upgrade
11,PEG Ratio,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,Upgrade
12,EV/Sales Ratio,0.78,0.92,0.93,0.99,1.08,1.27,1.22,1.40,1.24,1.18,1.22,1.27,1.70,1.45,1.28,1.16,1.15,1.38,1.22,1.60,1.54,Upgrade
13,EV/EBITDA Ratio,3.70,6.25,6.19,6.55,-,9.10,8.94,9.53,-,7.42,7.25,7.80,-,7.97,7.14,6.28,-,8.94,8.54,-,-,Upgrade
14,EV/EBIT Ratio,6.20,7.10,6.96,7.35,-,10.34,10.17,-,-,8.23,7.99,-,-,8.74,7.84,6.90,-,10.04,9.74,-,-,Upgrade
15,EV/FCF Ratio,7.01,8.19,7.08,-,-,9.30,6.73,-,-,5.84,5.33,-,-,6.30,6.96,-,-,13.86,9.73,-,-,Upgrade
16,Debt / Equity Ratio,0.20,0.20,0.23,0.21,0.20,0.20,0.24,0.22,0.22,0.22,0.25,0.24,0.22,0.22,0.26,0.14,-,-,-,-,-,Upgrade
17,Debt / EBITDA Ratio,0.66,0.27,0.63,7.36,0.61,0.25,0.55,12.32,0.78,0.27,0.49,64.28,0.67,0.24,0.57,1.83,-,-,-,-,-,Upgrade
18,Debt / FCF Ratio,1.25,1.25,1.01,-,-,0.96,0.73,-,-,0.67,0.59,-,-,0.59,0.76,-,-,-,-,-,-,Upgrade
19,Asset Turnover,1.16,0.70,0.54,0.59,1.28,0.80,0.57,0.55,1.30,0.79,0.57,0.61,1.34,0.83,0.60,0.63,1.55,0.87,0.51,0.66,Upgrade,
20,Inventory Turnover,18.57,32.99,24.10,18.45,17.23,27.68,18.11,10.46,10.46,18.67,13.89,11.16,15.82,24.62,18.44,10.90,14.40,20.60,16.15,8.52,13.69,Upgrade
21,Quick Ratio,1.29,1.29,1.17,1.38,1.35,1.25,1.13,1.30,1.29,1.22,1.10,1.22,1.26,1.09,1.06,1.18,1.32,1.19,1.08,1.31,1.69,Upgrade
22,Current Ratio,1.37,1.37,1.23,1.44,1.41,1.31,1.20,1.40,1.38,1.31,1.19,1.34,1.34,1.24,1.14,1.31,1.48,1.32,1.21,1.44,1.85,Upgrade
23,Return on Equity (ROE),56.48%,10.68%,-2.03%,-6.06%,65.11%,14.92%,-2.18%,-7.81%,61.59%,21.90%,-5.00%,1.90%,74.46%,17.16%,0.36%,1.87%,78.73%,16.76%,-8.37%,-7.31%,Upgrade,
24,Return on Assets (ROA),23.01%,3.75%,0.06%,-2.59%,24.21%,4.98%,-0.29%,-4.93%,24.05%,7.17%,-0.73%,-1.86%,26.72%,6.36%,1.65%,-1.46%,31.09%,7.23%,-3.35%,-4.71%,Upgrade,
25,Return on Capital (ROIC),39.25%,6.12%,0.09%,-4.38%,43.16%,8.31%,-0.47%,-8.28%,42.42%,11.89%,-1.14%,-3.16%,47.96%,10.89%,2.78%,-2.71%,60.67%,12.87%,-5.54%,-8.21%,Upgrade,
26,Return on Capital Employed (ROCE),16.17%,16.51%,20.52%,19.16%,-,16.94%,18.99%,-,-,20.19%,24.40%,-,-,23.22%,25.65%,23.35%,-,21.11%,22.50%,-,-,Upgrade
27,Earnings Yield,6.90%,6.69%,7.23%,7.05%,6.32%,6.06%,5.73%,5.68%,5.66%,7.21%,8.04%,7.13%,6.01%,7.40%,8.04%,7.88%,7.34%,6.42%,6.04%,5.17%,5.83%,Upgrade
