,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,216009,124232,104464,126521,112889,162451,62258,28977,72955,91020,82788,138531,167278,61200,150316,137569,162404,140085,132177,170816,Upgrade
1,Revenue Growth (YoY),91.35%,-23.53%,67.79%,336.62%,54.74%,78.48%,-24.80%,-79.08%,-56.39%,48.73%,-44.92%,0.70%,3.00%,-56.31%,13.72%,-19.46%,-24.66%,95.72%,19.29%,-11.25%,Upgrade
2,Cost of Revenue,180757,108497,95814,122226,110024,142147,51360,22441,68096,79791,73407,126231,134553,54029,131878,126691,152344,130292,125219,119096,Upgrade
3,Gross Profit,35251,15735,8650,4294,2866,20304,10898,6537,4859,11229,9381,12300,32725,7171,18438,10878,10060,9793,6958,51719,Upgrade
4,"Selling, General & Admin",14181,9164,9658,8711,16419,11735,5010,2917,6567,4693,4422,3394,5118,2475,3361,3155,4122,3370,3128,3016,Upgrade
5,Operating Expenses,14181,9164,9658,8711,16419,11735,5010,2917,6567,4693,4422,3394,5118,2475,3361,3155,4122,3370,3128,3016,Upgrade
6,Operating Income,21070,6571,-1008,-4416,-13553,8569,5888,3620,-1708,6536,4959,8907,27606,4697,15077,7723,5938,6423,3830,48703,Upgrade
7,Interest Expense,-,-,-,-,-,-,-273.49,-1526,-3641,-3411,-1353,-843,-1053,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,12326,-,-,37427,38912,-,-,5359,84111,374797,5306,4863,4152,4752,5569,3991,3772,10804,35671,24796,Upgrade
9,Earnings From Equity Investments,44412,28116,100523,118617,140915,-138573,52108,63048,-13256,-336108,35346,62785,64623,25863,33722,45127,32871,44932,85245,157.25,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,105.09,-2751,-,-,0.01,-536.59,-,-,-4181,627.75,-,-,691.13,179.59,5.53,0.02,12.11,Upgrade
11,Other Non Operating Income (Expenses),-2751,9971,10972,-276.15,3714,184593,8174,1987,4255,-1172,-1201,3633,688.14,-538.89,3848,542.23,-0.09,1076,1261,111.37,Upgrade
12,EBT Excluding Unusual Items,75057,44659,110486,151457,167236,54589,65896,72487,69224,40643,43058,75164,96644,34773,58216,58074,42760,63241,126008,73780,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,578.47,-,-,-,-,-,-,-,-,-,-,136.36,-,-,-,-,Upgrade
14,Pretax Income,75057,44659,110486,151457,167815,54589,65896,72487,69224,40643,43058,75164,96644,34773,58216,58210,42760,63241,126008,73780,Upgrade
15,Income Tax Expense,6689,3154,2090,1201,1772,3811,1426,1927,-3464,2221,2181,2537,1691,2246,4925,2580,2439,3662,8228,5109,Upgrade
16,Earnings From Continuing Operations,68368,41504,108396,150256,166043,50778,64470,70560,72688,38422,40877,72627,94953,32526,53291,55630,40321,59580,117780,68671,Upgrade
17,Minority Interest in Earnings,-110.29,-129.84,-727.81,-455.05,-840.8,-1555,-776.68,-531.01,-769.67,-651.15,-601.52,-593.74,-1104,-709.09,-979.96,-838.01,-910.42,-700.79,-896.64,312.24,Upgrade
18,Net Income,68258,41374,107668,149801,165203,49223,63693,70029,71918,37770,40275,72033,93849,31817,52311,54792,39411,58879,116883,68983,Upgrade
19,Net Income to Common,68258,41374,107668,149801,165203,49223,63693,70029,71918,37770,40275,72033,93849,31817,52311,54792,39411,58879,116883,68983,Upgrade
20,Net Income Growth,-58.68%,-15.94%,69.04%,113.91%,129.71%,30.32%,58.14%,-2.78%,-23.37%,18.71%,-23.01%,31.47%,138.13%,-45.96%,-55.25%,-20.57%,-54.00%,147.10%,251.16%,45.23%,Upgrade
21,Shares Outstanding (Basic),353,368,368,354,354,348,368,368,368,368,368,368,368,367,369,367,368,368,360,335,Upgrade
22,Shares Outstanding (Diluted),353,368,368,354,354,348,368,368,368,368,368,368,368,367,369,367,368,368,360,335,Upgrade
23,Shares Change (YoY),-0.34%,5.68%,-0.00%,-3.71%,-3.60%,-5.37%,-,-,-0.12%,0.17%,-0.21%,0.21%,-,-0.17%,2.46%,9.78%,10.01%,10.01%,7.59%,-0.00%,Upgrade
24,EPS (Basic),193.29,112.43,292.58,422.78,466.25,141.36,173.08,190.30,195.67,102.64,109.45,195.75,255.03,86.60,141.85,149.21,107.10,160.00,324.76,206.22,Upgrade
25,EPS (Diluted),193.29,112.43,292.58,422.78,466.25,141.36,173.08,190.30,195.67,102.64,109.45,195.75,255.03,86.60,141.85,149.21,107.10,160.00,324.76,206.22,Upgrade
26,EPS Growth,-58.54%,-20.46%,69.04%,122.17%,138.28%,37.72%,58.14%,-2.78%,-23.28%,18.51%,-22.85%,31.19%,138.13%,-45.87%,-56.32%,-27.65%,-58.18%,124.62%,226.39%,45.23%,Upgrade
27,Free Cash Flow,125481,54761,32785,50918,-133585,206617,58477,-312975,46355,-45971,-107889,-60748,41475,-83098,-94891,54845,521775,150331,83871,42820,Upgrade
28,Free Cash Flow Per Share,355.33,148.81,89.09,143.70,-377.01,593.35,158.91,-850.49,126.12,-124.92,-293.18,-165.08,112.70,-226.19,-257.32,149.35,1417.88,408.51,233.04,128.01,Upgrade
29,Gross Margin,16.32%,12.67%,8.28%,3.39%,2.54%,12.50%,17.50%,22.56%,6.66%,12.34%,11.33%,8.88%,19.56%,11.72%,12.27%,7.91%,6.19%,6.99%,5.26%,30.28%,Upgrade
30,Operating Margin,9.75%,5.29%,-0.97%,-3.49%,-12.01%,5.27%,9.46%,12.49%,-2.34%,7.18%,5.99%,6.43%,16.50%,7.67%,10.03%,5.61%,3.66%,4.59%,2.90%,28.51%,Upgrade
31,Profit Margin,31.60%,33.30%,103.07%,118.40%,146.34%,30.30%,102.31%,241.67%,98.58%,41.50%,48.65%,52.00%,56.10%,51.99%,34.80%,39.83%,24.27%,42.03%,88.43%,40.38%,Upgrade
32,Free Cash Flow Margin,58.09%,44.08%,31.38%,40.24%,-118.33%,127.19%,93.93%,-1080.08%,63.54%,-50.51%,-130.32%,-43.85%,24.79%,-135.78%,-63.13%,39.87%,321.28%,107.31%,63.45%,25.07%,Upgrade
33,EBITDA,25970,11412,3684,-186.06,-12792,16604,10316,6491,1129,9372,9505,11661,30456,7857,17694,9926,8947,9976,6736,51450,Upgrade
34,EBITDA Margin,12.02%,9.19%,3.53%,-0.15%,-11.33%,10.22%,16.57%,22.40%,1.55%,10.30%,11.48%,8.42%,18.21%,12.84%,11.77%,7.22%,5.51%,7.12%,5.10%,30.12%,Upgrade
35,D&A For EBITDA,4899,4841,4693,4230,761.7,8035,4429,2871,2836,2836,4546,2754,2849,3161,2617,2204,3009,3553,2906,2747,Upgrade
36,EBIT,21070,6571,-1008,-4416,-13553,8569,5888,3620,-1708,6536,4959,8907,27606,4697,15077,7723,5938,6423,3830,48703,Upgrade
37,EBIT Margin,9.75%,5.29%,-0.97%,-3.49%,-12.01%,5.27%,9.46%,12.49%,-2.34%,7.18%,5.99%,6.43%,16.50%,7.67%,10.03%,5.61%,3.66%,4.59%,2.90%,28.51%,Upgrade
38,Effective Tax Rate,8.91%,7.06%,1.89%,0.79%,1.06%,6.98%,2.16%,2.66%,-,5.46%,5.06%,3.38%,1.75%,6.46%,8.46%,4.43%,5.70%,5.79%,6.53%,6.92%,Upgrade
39,Revenue as Reported,216009,124232,104464,126521,112889,162451,62258,28977,72955,91020,82788,138531,167278,61200,150316,137569,162404,140085,132177,170816,Upgrade
