,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,2140,1941,1522,2535,1461,1362,1198,2178,1450,1145,919.22,1987,1250,1368,1009,2116,1238,1151,749.19,1974,Upgrade
1,Other Revenue,-14.63,14.63,-,31.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,2126,1956,1522,2567,1461,1362,1198,2178,1450,1145,919.22,1987,1250,1368,1009,2116,1238,1151,749.19,1974,Upgrade
3,Revenue Growth (YoY),45.53%,43.67%,26.98%,17.82%,0.73%,18.91%,30.36%,9.61%,16.00%,-16.30%,-8.90%,-6.07%,0.96%,18.82%,34.68%,7.19%,36.93%,95.67%,-25.42%,7.42%,Upgrade
4,Cost of Revenue,1950,1769,1363,2340,1315,1193,1039,1990,1275,959.13,773.47,1781,1062,1169,850.45,1924,1043,955.56,617.19,1751,Upgrade
5,Gross Profit,175.45,187.47,158.73,226.68,145.35,168.74,158.88,188.2,175.32,185.83,145.75,206.52,188.36,198.66,158.55,191.76,195.15,195.69,132,222.75,Upgrade
6,"Selling, General & Admin",82.47,74.89,66.27,76.3,77.19,73.11,70.16,81.34,75.84,66.04,61.9,68.07,68.41,77.41,68.01,71.18,63.96,61.5,57.28,78.97,Upgrade
7,Research & Development,60.48,63.7,50.7,50.97,63.9,61.87,51.86,54.87,65.43,67.89,65.15,85.75,62.53,65.09,60.38,55.21,60.75,52.22,48.67,54.36,Upgrade
8,Other Operating Expenses,0.55,-3.59,-3.13,-12.77,-9.59,-9.42,-8.92,18.25,-10.53,-8.33,-19.1,22.36,-7.78,-14.39,-9.21,13.79,-7.12,-15.24,-7.75,12.78,Upgrade
9,Operating Expenses,140.29,128.3,111.69,173.81,113.58,118.11,115,198.93,129.06,125.81,108.33,210.49,121.69,123.47,119.69,174.06,115.03,93.76,94.58,176.53,Upgrade
10,Operating Income,35.16,59.17,47.04,52.87,31.77,50.63,43.89,-10.73,46.27,60.02,37.42,-3.97,66.67,75.2,38.86,17.7,80.11,101.94,37.41,46.22,Upgrade
11,Interest Expense,-17.5,-17.74,-19.71,-16.64,-11.59,-15.24,-21.47,-19.02,-17.38,-20.44,-19.67,-18.52,-17.26,-18.25,-20.27,-14.69,-11.6,-21.46,-19.5,-23.14,Upgrade
12,Interest & Investment Income,1.22,0.21,0.7,0.6,0.29,0.8,0.89,7.77,0.3,0.57,0.78,0.22,0.69,0.78,0.8,5.89,1.2,2.15,0.95,8.46,Upgrade
13,Earnings From Equity Investments,-1.26,-5.79,-,3.4,-0.74,-2.67,-,4.5,-0.61,-3.89,-,7.36,-3.76,-0.66,-2.94,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),-0.36,0.36,-,0.56,-1.03,1.03,-,3.9,-1.97,1.97,-,-1.59,0.17,-0.17,-,-2.9,-0.58,0.58,-,0.17,Upgrade
15,Other Non Operating Income (Expenses),-0.11,-0.39,0.08,0.39,-0.02,-0.78,-0.29,-3.18,3.72,-0.48,-0.42,-1.13,-0.65,-0.36,0.08,-0.05,-0.41,-1.34,1,-1.88,Upgrade
16,EBT Excluding Unusual Items,17.15,35.82,28.12,41.18,18.67,33.78,23.03,-16.75,30.32,37.75,18.11,-17.62,45.85,56.55,16.53,5.96,68.72,81.87,19.86,29.83,Upgrade
17,Impairment of Goodwill,-,-,-,-65.26,-,-,-,-4.14,-,-,-,-3.38,-,-,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Investments,-,4.78,-4.78,-,-,2.48,-2.48,-,-,2.42,-2.42,-25.54,-,-,-,6.24,-1.58,-0.59,-2.1,2.46,Upgrade
19,Gain (Loss) on Sale of Assets,1.23,-0.24,0.04,50.95,-0.02,0.02,-0.26,0.66,0,0.02,-0.02,0.16,-0.12,-0.03,-0.01,-0.47,-0.01,-0.09,-0.68,0.05,Upgrade
20,Asset Writedown,1.18,-0.89,0.89,-1.09,0.07,-0.07,0.07,0.06,-0.28,0.27,-0.27,-0.01,-0.43,-0.01,0.01,-0.01,-,-,-,-0.38,Upgrade
21,Other Unusual Items,1.07,1.36,4.53,3.57,-0.05,0.05,-,30.55,-,-,-,31.38,-,-,-,32.2,-,-,-,20.77,Upgrade
22,Pretax Income,20.63,40.82,28.8,29.35,18.67,36.26,20.36,10.38,30.04,40.47,15.4,-15.01,45.3,56.5,16.53,43.92,67.13,81.2,17.08,52.73,Upgrade
23,Income Tax Expense,5.12,3.89,7.4,11.75,6.57,3.54,1.62,6.6,7.95,6.18,0.96,5.75,2.8,8.03,4.99,7.59,10.04,12.79,4.09,9.7,Upgrade
24,Earnings From Continuing Operations,15.51,36.93,21.4,17.6,12.1,32.72,18.74,3.78,22.1,34.29,14.44,-20.76,42.5,48.47,11.54,36.33,57.09,68.41,12.99,43.03,Upgrade
25,Minority Interest in Earnings,-13.88,-15.42,-12.31,-24.94,-8.32,-9.12,-10.45,-13.81,-10.36,-10.23,-7.63,-13.78,-10.7,-10.55,-6.63,-9.25,-12.75,-12.51,-8.2,-15.34,Upgrade
26,Net Income,1.63,21.51,9.09,-7.34,3.78,23.6,8.29,-10.03,11.73,24.07,6.81,-34.53,31.81,37.92,4.91,27.08,44.34,55.9,4.79,27.69,Upgrade
27,Net Income to Common,1.63,21.51,9.09,-7.34,3.78,23.6,8.29,-10.03,11.73,24.07,6.81,-34.53,31.81,37.92,4.91,27.08,44.34,55.9,4.79,27.69,Upgrade
28,Net Income Growth,-56.84%,-8.85%,9.63%,-,-67.79%,-1.93%,21.71%,-,-63.10%,-36.53%,38.83%,-,-28.27%,-32.17%,2.49%,-2.21%,0.27%,74.99%,-62.77%,-79.83%,Upgrade
29,Shares Outstanding (Basic),640,639,636,661,639,638,638,693,638,639,637,759,639,637,637,603,638,636,638,679,Upgrade
30,Shares Outstanding (Diluted),640,639,636,661,639,638,638,693,638,639,637,759,639,637,637,603,638,636,638,679,Upgrade
31,Shares Change (YoY),0.17%,0.25%,-0.33%,-4.62%,0.14%,-0.22%,0.18%,-8.73%,-0.20%,0.33%,-0.10%,25.90%,0.15%,0.12%,-0.17%,-11.18%,0.01%,-0.02%,-0.23%,10.09%,Upgrade
32,EPS (Basic),0.00,0.03,0.01,-0.01,0.01,0.04,0.01,-0.01,0.02,0.04,0.01,-0.05,0.05,0.06,0.01,0.04,0.07,0.09,0.01,0.04,Upgrade
33,EPS (Diluted),0.00,0.03,0.01,-0.01,0.01,0.04,0.01,-0.01,0.02,0.04,0.01,-0.05,0.05,0.06,0.01,0.04,0.07,0.09,0.01,0.04,Upgrade
34,EPS Growth,-56.91%,-9.07%,10.00%,-,-67.84%,-1.72%,21.50%,-,-63.03%,-36.74%,38.96%,-,-28.37%,-32.25%,2.67%,10.10%,0.27%,75.03%,-62.69%,-81.68%,Upgrade
35,Free Cash Flow,631.68,-116.05,266.46,-1090,81.13,219.37,544.56,-740.6,382.62,-256.99,349.25,-643.97,299.49,-34.45,336.28,-843.41,158.41,229.04,328.02,-510.16,Upgrade
36,Free Cash Flow Per Share,0.99,-0.18,0.42,-1.65,0.13,0.34,0.85,-1.07,0.60,-0.40,0.55,-0.85,0.47,-0.05,0.53,-1.40,0.25,0.36,0.51,-0.75,Upgrade
37,Dividend Per Share,-,-,-,0.015,-,-,-,0.015,-,-,-,0.015,-,-,-,0.025,-,-,-,0.020,Upgrade
38,Dividend Growth,-,-,-,0%,-,-,-,0%,-,-,-,-40.00%,-,-,-,25.00%,-,-,-,-46.67%,Upgrade
39,Gross Margin,8.25%,9.58%,10.43%,8.83%,9.95%,12.39%,13.26%,8.64%,12.09%,16.23%,15.86%,10.39%,15.07%,14.52%,15.71%,9.06%,15.76%,17.00%,17.62%,11.29%,Upgrade
40,Operating Margin,1.65%,3.02%,3.09%,2.06%,2.18%,3.72%,3.66%,-0.49%,3.19%,5.24%,4.07%,-0.20%,5.33%,5.50%,3.85%,0.84%,6.47%,8.85%,4.99%,2.34%,Upgrade
