,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2017,Q1 2017,Q4 2016,Q3 2016,Q2 2016,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Dec '16 Dec 31, 2016","Sep '16 Sep 30, 2016","Jun '16 Jun 30, 2016",+1 Quarters
0,Market Capitalization,3343,2594,2293,2825,2876,2953,2609,2525,1975,1922,2498,2700,3263,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-12.18%,-12.18%,-12.12%,11.88%,45.65%,53.63%,4.46%,-6.49%,-39.47%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,2853,2121,1792,2327,2378,2462,2182,2051,1501,1443,2003,2598,3160,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,42.51,34.90,31.30,37.88,38.83,39.87,34.88,33.75,26.40,25.69,33.39,35.75,43.19,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,37.20,28.32,23.27,27.39,30.14,28.15,28.08,32.94,28.62,35.37,54.24,61.27,67.96,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.57,3.81,3.49,4.35,4.59,4.75,4.51,4.62,3.86,4.03,5.61,6.09,7.45,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,2.43,1.98,1.80,2.19,2.27,2.31,2.05,2.15,1.71,1.70,2.25,2.42,2.94,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,2.12,2.12,1.93,2.35,2.44,2.49,2.20,2.33,1.85,1.80,2.39,2.57,3.14,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,51.93,40.29,21.73,40.60,89.14,-119.75,-,-,-,-,-73.24,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,17.78,17.78,13.33,18.60,25.93,44.09,64.22,-,28.05,55.92,214.59,587.79,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,4.19,3.11,2.72,3.58,3.79,3.96,3.77,3.75,2.94,3.02,4.50,5.86,7.22,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,21.52,15.71,12.37,15.86,17.89,18.98,20.55,22.04,17.01,16.55,23.76,30.36,35.07,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,29.24,20.92,16.05,20.49,23.70,25.22,29.39,32.99,26.12,25.52,37.55,47.53,53.68,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,44.33,32.95,16.98,33.44,73.71,-99.83,-,-,-,-,-58.73,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.37,0.37,0.37,0.41,0.37,0.36,0.36,0.02,0.04,0.08,0.05,0.03,0.03,-,0.00,0.08,0.05,0.05,0.07,0.08,0.03,Upgrade
15,Debt / EBITDA Ratio,3.62,2.94,3.50,3.55,5.01,2.28,3.20,0.30,0.60,0.82,0.65,0.38,0.38,-,0.01,0.53,0.18,0.18,0.29,0.24,0.12,Upgrade
16,Debt / FCF Ratio,7.45,7.45,4.50,7.64,14.47,-18.67,-,-,-,-,-1.72,-,-,-,-0.02,-,-,-,-1.75,-1.17,-,Upgrade
17,Asset Turnover,0.38,0.32,0.31,0.31,0.35,0.36,0.38,0.42,0.37,0.36,0.31,-,-,-,-,0.65,0.67,0.77,0.78,0.65,Upgrade,
18,Inventory Turnover,1.33,1.51,1.26,1.18,1.33,1.22,1.17,1.13,1.32,1.03,1.16,1.01,-,-,-,-,1.30,1.38,1.67,1.34,1.31,Upgrade
19,Quick Ratio,4.22,4.22,4.48,3.78,3.97,4.08,4.13,2.75,2.48,2.40,2.89,3.38,3.49,-,2.23,-,0.78,0.78,0.97,0.96,0.86,Upgrade
20,Current Ratio,5.40,5.40,5.85,4.82,5.07,5.26,5.36,4.09,3.63,3.51,4.20,4.85,4.77,-,3.75,-,1.73,1.73,1.93,1.92,1.94,Upgrade
21,Return on Equity (ROE),8.11%,8.52%,7.62%,4.79%,10.43%,10.55%,5.59%,8.73%,7.38%,5.82%,3.08%,-,-,8.94%,-,19.07%,19.56%,16.83%,25.58%,20.14%,Upgrade,
22,Return on Assets (ROA),3.95%,3.01%,3.51%,1.82%,5.33%,3.87%,2.70%,2.03%,3.38%,2.68%,2.07%,-,-,-,-,8.09%,8.38%,7.75%,11.33%,9.03%,Upgrade,
