,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,12510603,10864471,12570463,12235250,13628871,13201298,12907342,11143606,9887656,8381428,10373535,8502930,18993559,24891619,19422132,20040052,18068239,18551132,17712598,11572820,10821911,Upgrade
1,Market Cap Growth,-17.70%,-17.70%,-2.61%,9.80%,37.84%,57.51%,24.43%,31.06%,-47.94%,-66.33%,-46.59%,-57.57%,5.12%,34.18%,9.65%,73.16%,66.96%,56.13%,51.89%,-0.38%,-9.26%,Upgrade
2,Enterprise Value,19920843,20288716,21719830,22208324,23811410,25083998,26080965,25179923,23129525,21248003,22434327,18608396,24944529,32171293,25352786,22985715,19713883,20379313,20583821,14699651,14283773,Upgrade
3,Last Close Price,20900.00,18150.00,18750.00,18250.00,22767.86,22053.57,21562.50,18616.07,16517.86,14001.62,17329.55,14204.55,30345.07,36484.65,28651.39,31329.53,28246.90,28277.54,24597.17,16070.97,15028.19,Upgrade
4,PE Ratio,13.24,11.50,15.50,14.66,16.23,32.85,76.15,44.07,35.21,-,10.86,10.34,33.46,64.62,46.85,-,9.95,12.04,11.24,15.23,17.34,Upgrade
5,PS Ratio,0.97,0.84,1.05,1.05,1.02,1.04,1.21,0.97,1.09,0.99,1.17,1.23,3.09,4.33,3.63,3.74,3.28,3.34,2.51,1.43,1.22,Upgrade
6,PB Ratio,1.53,0.98,1.15,1.13,1.27,1.29,1.29,1.11,1.00,0.84,1.04,0.87,2.08,3.26,2.55,2.69,2.35,2.59,2.01,1.49,1.41,Upgrade
7,P/TBV Ratio,1.34,1.34,1.61,1.58,1.79,1.84,1.85,1.62,1.46,1.24,1.52,1.28,3.18,3.77,2.95,3.07,2.71,2.93,2.25,1.69,1.59,Upgrade
8,P/FCF Ratio,11.51,10.00,-,3.86,-,4.61,6.68,-9.17,-,-2.60,-,-2.90,-,-24.59,-,-1023.25,-,-80.75,-,-5.33,-,Upgrade
9,P/OCF Ratio,9.81,9.81,-,3.40,-,3.62,5.82,49.00,13.69,-4.74,-,-6.60,-,63.11,-,101.66,-,-735.83,-,-6.89,-,Upgrade
10,EV/Sales Ratio,1.55,1.58,1.82,1.91,1.78,1.97,2.44,2.20,2.55,2.51,2.54,2.68,4.06,5.60,4.73,4.29,3.58,3.67,2.91,1.82,1.62,Upgrade
11,EV/EBITDA Ratio,11.14,10.87,11.75,12.40,12.88,16.66,21.62,19.63,19.85,23.29,22.62,20.25,25.59,35.32,26.09,-232.64,809.71,-42.54,-,21.88,-,Upgrade
12,EV/EBIT Ratio,13.58,13.14,14.69,15.31,15.80,21.49,29.16,26.11,26.57,33.37,30.70,28.19,34.89,49.10,35.52,-63.68,-87.44,-27.86,-,35.46,-,Upgrade
13,EV/FCF Ratio,18.33,18.67,-,7.00,-,8.76,13.50,-20.73,-,-6.59,-,-6.35,-,-31.79,-,-1173.65,-,-88.71,-,-6.77,-,Upgrade
14,Debt / Equity Ratio,0.79,0.79,0.81,0.83,0.88,1.08,1.16,1.34,1.42,1.36,1.29,1.40,1.57,1.53,1.36,1.32,0.59,0.60,0.47,0.53,0.53,Upgrade
15,Debt / EBITDA Ratio,4.69,4.92,6.37,6.64,3.20,6.51,9.95,8.49,8.97,26.57,8.69,12.36,25.50,14.15,8.72,7.39,14.88,4.01,-,2.26,-,Upgrade
