,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,254.17,202.37,261.47,219.6,261.77,164.27,79.45,1039,-,-
1,Other Revenue,-,-,-,-,-,-,-,-,-,-1.73
2,Revenue,254.17,202.37,261.47,219.6,261.77,164.27,79.45,1039,-,-1.73
3,Revenue Growth (YoY),-2.80%,-7.85%,-0.11%,33.68%,229.48%,-84.19%,-,-,-,-
4,Cost of Revenue,82.14,51.51,108.04,110.26,92.72,75.62,31.22,241.42,-,-
5,Gross Profit,172.03,150.86,153.44,109.34,169.04,88.65,48.23,797.41,-,-1.73
6,"Selling, General & Admin",109.44,161.43,220.63,295.19,281.17,373.7,287.69,295.37,189.28,173.64
7,Research & Development,66.25,341.03,186.77,347.54,266.63,792.19,512.75,860.53,544.15,1012
8,Operating Expenses,175.69,502.46,407.4,642.73,547.8,1166,800.44,1156,733.44,1186
9,Operating Income,-3.66,-351.6,-253.97,-533.39,-378.76,-1077,-752.21,-358.49,-733.44,-1187
10,Interest Expense,-8.35,-5.95,-5.87,-5.54,-2.94,-0.05,-2.2,-1.08,-0.24,-0.15
11,Interest & Investment Income,7.44,9.5,15.39,8.11,1.56,2.8,7,3.72,20.44,45.52
12,Currency Exchange Gain (Loss),3.24,-4.25,24.61,20.42,41.08,-37.19,-31.94,-213.63,31.79,50.41
13,Other Non Operating Income (Expenses),7.37,15.18,10.53,4.48,4.23,30.7,5.32,19.52,7.99,16.68
14,EBT Excluding Unusual Items,6.03,-337.12,-209.31,-505.92,-334.83,-1081,-774.02,-549.96,-673.46,-1075
15,Gain (Loss) on Sale of Investments,9.33,0.22,0.08,-35.19,-26.74,-64.37,0.17,0.2,2.21,2.45
16,Gain (Loss) on Sale of Assets,0.34,178.89,-,-,-,-0.9,-,-,-,-0.1
17,Pretax Income,15.7,-158.01,-209.23,-541.11,-361.57,-1146,-773.85,-549.76,-671.24,-1073
18,Earnings From Continuing Operations,15.7,-158.01,-209.23,-541.11,-361.57,-1146,-773.85,-549.76,-671.24,-1073
19,Net Income,15.7,-158.01,-209.23,-541.11,-361.57,-1146,-773.85,-549.76,-671.24,-1073
20,Net Income to Common,15.7,-158.01,-209.23,-541.11,-361.57,-1146,-773.85,-549.76,-671.24,-1073
21,Shares Outstanding (Basic),1276,1274,1252,1169,1176,1176,1155,1080,1012,994
22,Shares Outstanding (Diluted),1276,1274,1252,1169,1176,1176,1155,1080,1012,994
23,Shares Change (YoY),1.89%,8.98%,6.42%,-0.53%,1.86%,8.89%,14.07%,8.57%,36.99%,464.23%
24,EPS (Basic),0.01,-0.12,-0.17,-0.46,-0.31,-0.98,-0.67,-0.51,-0.66,-1.08
25,EPS (Diluted),0.01,-0.12,-0.17,-0.46,-0.31,-0.98,-0.67,-0.51,-0.66,-1.08
26,Free Cash Flow,-187.13,-248.03,-340.83,-165.93,-444.81,-702.33,-872.72,84.42,-659.53,-698.58
27,Free Cash Flow Per Share,-0.15,-0.19,-0.27,-0.14,-0.38,-0.60,-0.76,0.08,-0.65,-0.70
28,Operating Margin,-1.44%,-173.74%,-97.13%,-242.89%,-144.69%,-655.77%,-946.78%,-34.51%,-,-
29,Profit Margin,6.18%,-78.08%,-80.02%,-246.41%,-138.13%,-697.79%,-974.02%,-52.92%,-,-
30,Free Cash Flow Margin,-73.63%,-122.56%,-130.35%,-75.56%,-169.93%,-427.55%,-1098.47%,8.13%,-,-
31,EBITDA,3.22,-342.38,-244.26,-526.07,-369.34,-1074,-746.46,-355.17,-730.32,-1184
32,D&A For EBITDA,6.88,9.22,9.71,7.32,9.42,3.01,5.75,3.32,3.12,3.31
33,EBIT,-3.66,-351.6,-253.97,-533.39,-378.76,-1077,-752.21,-358.49,-733.44,-1187
