,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,678.86,996.67,906.22,558.68,731.46,742.72,2447,3025,1734,1126
1,Short-Term Investments,178.79,51.85,122.53,588.91,531.93,913.07,119.82,536.91,496.25,1748
2,Trading Asset Securities,-,-,-,-,95.42,122.9,10.29,10.13,12.15,11.95
3,Cash & Short-Term Investments,857.65,1049,1029,1148,1359,1779,2577,3572,2243,2886
4,Cash Growth,-16.63%,-8.63%,-24.29%,-35.48%,-47.28%,-50.20%,14.91%,23.75%,-34.01%,79.83%
5,Receivables,179.09,172.44,185.87,77.13,164.03,117.6,50.42,-,-,-
6,Inventory,181.53,108.83,19.58,22.19,53.9,61.36,30.14,-,-,-
7,Other Current Assets,-,-,-,-,-,-,-,0.72,0.72,0.62
8,Total Current Assets,1218,1330,1234,1247,1577,1958,2658,3572,2244,2887
9,"Property, Plant & Equipment",131.01,153.37,179.43,206.57,249.17,182.8,61.49,66.54,24.17,18.65
10,Long-Term Investments,12.67,3.54,3.61,3.48,3.36,3.19,-,-,-,-
11,Other Intangible Assets,167.21,173.05,217.47,159.7,173.88,70.54,62.45,6.51,6.69,1.31
12,Other Long-Term Assets,2.94,2.26,25.02,21.76,11.59,57.28,109.5,117.4,59.03,43.84
13,Total Assets,1532,1662,1660,1638,2015,2271,2891,3763,2333,2951
14,Accounts Payable,245.04,246.38,267.17,290.41,73.99,414.29,11.52,28.03,54.36,37.3
15,Accrued Expenses,312.16,372.28,343.95,400.87,635.46,400.65,417.76,551.19,274.64,312.42
16,Current Portion of Long-Term Debt,78.12,105.99,9.95,8.57,29.56,30.7,5.05,2.66,-,-
17,Current Portion of Leases,20.2,33.33,31.89,36.35,44.76,13.25,9.75,8.65,1.6,4.34
18,Current Income Taxes Payable,7.9,17.66,1.68,5.82,3.5,24.29,6.3,6.09,2.17,0.74
19,Current Unearned Revenue,6.89,6.89,7,7,7.45,7.45,7.21,7.21,7.15,4.18
20,Other Current Liabilities,42.89,67.82,141.47,197.46,105.9,42.31,9.48,123.21,4.19,98.98
21,Total Current Liabilities,713.2,850.34,803.1,946.48,900.63,932.95,467.07,727.05,344.1,457.96
22,Long-Term Debt,228.3,213,163.32,218.99,123.27,115.81,67.62,54.34,23.79,-
23,Long-Term Leases,8.04,11.14,14.41,22.39,39.2,14.44,15.18,18.21,0.1,-
24,Long-Term Unearned Revenue,58.53,61.97,-,1.25,1.02,1.25,8.47,8.7,10.87,11.1
25,Other Long-Term Liabilities,56.38,68.73,75.18,-,-,-,-,-,-,-
26,Total Liabilities,1064,1205,1056,1189,1064,1064,558.34,808.29,378.86,469.06
27,Common Stock,0.86,0.86,0.86,0.8,0.8,0.8,0.79,0.79,0.69,0.69
28,Additional Paid-In Capital,9000,8992,8982,8628,8545,8465,8499,8324,6706,6651
29,Retained Earnings,-9004,-9020,-8862,-8652,-8111,-7750,-6604,-5830,-5280,-4609
30,Treasury Stock,-0.01,-0.01,-0.01,-0,-0.01,-0.01,-0.02,-0.02,-5.13,-0.03
31,Comprehensive Income & Other,470.44,483.25,482.09,473.09,515.7,491.44,436.57,459.09,533,438.44
32,Total Common Equity,467.66,456.83,603.72,449.33,950.6,1207,2333,2954,1955,2482
33,Shareholders' Equity,467.66,456.83,603.72,449.33,950.6,1207,2333,2954,1955,2482
34,Total Liabilities & Equity,1532,1662,1660,1638,2015,2271,2891,3763,2333,2951
35,Total Debt,334.67,363.45,219.57,286.29,236.79,174.2,97.6,83.86,25.5,4.34
36,Net Cash (Debt),522.98,685.07,809.18,861.31,1122,1604,2480,3488,2217,2882
37,Net Cash Growth,-35.37%,-20.46%,-27.88%,-46.32%,-54.75%,-54.00%,11.83%,21.02%,-34.63%,79.56%
38,Net Cash Per Share,0.41,0.54,0.65,0.74,0.95,1.36,2.15,3.23,2.19,2.90
39,Filing Date Shares Outstanding,1276,1275,1274,1198,1182,1173,1161,1147,1005,984.53
40,Total Common Shares Outstanding,1276,1275,1274,1198,1182,1173,1161,1147,1005,984.53
41,Working Capital,505.08,479.45,431.09,300.44,676.11,1025,2191,2845,1899,2429
42,Book Value Per Share,0.37,0.36,0.47,0.38,0.80,1.03,2.01,2.58,1.94,2.52
43,Tangible Book Value,300.45,283.79,386.24,289.63,776.72,1136,2270,2948,1948,2480
44,Tangible Book Value Per Share,0.24,0.22,0.30,0.24,0.66,0.97,1.96,2.57,1.94,2.52
45,Machinery,-,14.11,-,19.1,-,18.95,-,16.57,-,12.61
46,Construction In Progress,-,151.75,-,151.76,-,138.67,-,21.48,-,2.46
47,Leasehold Improvements,-,21.28,-,21.28,-,20.31,-,19.85,-,11.2
