,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,44.58,13.09,29.16,31.22,30.05,25.99,27.28,25.73,10.92,31.9,Upgrade
1,Short-Term Investments,2.73,4.46,3.3,3.25,2.01,3.51,9.17,10.72,7.78,1.51,Upgrade
2,Trading Asset Securities,0.03,0.03,0.04,0.1,0.12,0.12,0.17,0.31,0.26,1.86,Upgrade
3,Cash & Short-Term Investments,47.34,17.59,32.5,34.58,32.18,29.62,36.62,36.76,18.97,35.27,Upgrade
4,Cash Growth,45.65%,-49.13%,0.99%,16.75%,-12.12%,-19.44%,93.08%,4.22%,-41.51%,127.87%,Upgrade
5,Accounts Receivable,-,-,0.02,-,-,-,-,-,5.57,3.89,Upgrade
6,Receivables,-,-,0.02,-,-,-,-,-,5.57,3.89,Upgrade
7,Inventory,0.53,0.53,0.54,0.54,1.29,3.09,1.55,0.36,2.57,0.08,Upgrade
8,Other Current Assets,2.17,0.58,3.8,0.61,0.57,0.55,0.54,0.57,10.23,0.47,Upgrade
9,Total Current Assets,50.04,18.7,36.86,35.72,34.04,33.25,38.71,37.69,37.34,39.71,Upgrade
10,"Property, Plant & Equipment",16.75,18.9,17,18.49,13.54,14.2,14.76,14.67,11.19,12.26,Upgrade
11,Other Intangible Assets,100.26,100.26,19.87,19.87,19.87,19.87,20.08,20.49,20.85,21.21,Upgrade
12,Other Long-Term Assets,-,-,-,-,-,-,0.04,0.08,0.12,0.16,Upgrade
13,Total Assets,167.04,137.85,73.73,74.09,67.45,67.32,73.59,72.93,69.5,73.33,Upgrade
14,Accounts Payable,0.5,0.49,0.5,0.49,0.52,1.06,0.85,0.71,1.51,0.49,Upgrade
15,Accrued Expenses,-,2.71,-,2.2,-,1.34,-,1.5,-,0.79,Upgrade
16,Short-Term Debt,12.48,-,17.86,7.73,1.03,-,-,-,-,-,Upgrade
17,Current Portion of Leases,0.13,1.86,3.52,3.28,0.49,0.69,0.76,0.42,1.56,2.26,Upgrade
18,Current Income Taxes Payable,-,0.02,-,0.96,0.01,-,0.01,0.03,-,-,Upgrade
19,Current Unearned Revenue,-,6.66,-,2.96,-,2.96,-,2.96,-,0.1,Upgrade
20,Other Current Liabilities,23.79,1.04,5.16,0.92,7.54,0.36,4.04,1.62,4.31,1.14,Upgrade
21,Total Current Liabilities,36.89,12.78,27.04,18.53,9.58,6.41,5.65,7.25,7.39,4.78,Upgrade
22,Long-Term Debt,46.71,58.12,-,-,-,-,-,-,-,-,Upgrade
