,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,117,193,219,224,211,263,158,105,118,77,290,Upgrade
1,Market Cap Growth,-13.88%,-13.88%,4.17%,-15.00%,33.33%,150.00%,33.33%,36.08%,-59.18%,-77.01%,-33.63%,Upgrade
2,Enterprise Value,130,239,208,197,172,226,113,60,98,39,261,Upgrade
3,Last Close Price,0.11,0.18,0.25,0.26,0.24,0.30,0.18,0.12,0.14,0.10,0.38,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-52.35,-,-,-,Upgrade
5,PS Ratio,0.89,1.61,2.56,3.31,2.92,14.43,5.22,2.22,4.93,9.13,42.29,Upgrade
6,PB Ratio,1.95,3.22,6.01,4.76,3.69,4.11,2.23,1.38,1.63,1.24,4.12,Upgrade
7,P/TBV Ratio,-,-,-,8.76,5.71,6.11,3.24,1.95,2.34,1.87,5.98,Upgrade
8,P/FCF Ratio,16.23,26.77,-40.87,-,-,-44.16,-,112.86,-,-,-,Upgrade
9,P/OCF Ratio,16.76,16.76,-223.54,-,-,-44.32,-,15.02,-69.77,-,-,Upgrade
10,EV/Sales Ratio,1.09,2.01,2.42,2.91,2.39,12.36,3.74,1.27,4.06,4.60,38.10,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-7.55,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-5.86,-,-,-,Upgrade
13,EV/FCF Ratio,18.02,33.25,-38.65,-,-,-37.84,-,64.55,-,-,-,Upgrade
14,Debt / Equity Ratio,1.07,1.07,1.81,0.49,0.25,0.03,0.01,0.02,0.01,0.03,0.04,Upgrade
15,Debt / FCF Ratio,8.85,8.85,-12.31,-,-,-0.30,-,1.62,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-12.58%,-,-,-,Upgrade
17,Earnings Yield,-18.13%,-11.00%,-9.84%,-7.00%,-4.76%,-3.95%,-1.94%,-1.91%,-11.79%,-21.08%,-7.25%,Upgrade
18,FCF Yield,6.16%,3.74%,-2.45%,-6.83%,-1.99%,-2.26%,-3.48%,0.89%,-16.42%,-32.88%,3.06%,Upgrade
19,Buyback Yield / Dilution,-9.01%,-18.02%,-,-,-,-,-12.09%,-13.40%,-1.17%,-,-,Upgrade
20,Total Shareholder Return,-9.01%,-18.02%,-,-,-,-,-12.09%,-13.40%,-1.17%,-,-,Upgrade
