,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,237.58,327.62,444.78,713.58,881.12,1028,1296,844.84,954.25,988.19,1126,1100,1634,1444,1773,1361,1891,3033,580.54,655.15,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,2.97,-,-,21.33,28.87,21.54,-,0.04,70.33,-,660.89,694.48,719.32,Upgrade
2,Cash & Short-Term Investments,237.58,327.62,444.78,713.58,881.12,1028,1296,847.81,954.25,988.19,1148,1129,1656,1444,1773,1431,1891,3694,1275,1374,Upgrade
3,Cash Growth,-73.04%,-68.12%,-65.67%,-15.83%,-7.66%,3.99%,12.91%,-24.90%,-42.36%,-31.55%,-35.28%,-21.14%,-12.46%,-60.92%,39.06%,4.15%,-1.69%,97.04%,-23.65%,-14.51%,Upgrade
4,Accounts Receivable,104.61,103.99,95.81,99.42,61.32,61.33,72.59,65.36,95.61,88.3,80.26,73.04,86.84,102.08,98.85,88.88,107.01,131.2,157.22,96.83,Upgrade
5,Other Receivables,46.97,45.9,45.36,47.65,49.82,47.08,48.2,56.02,56.57,82.11,62.67,75.51,62.78,65.54,69.32,158.44,94.8,50.21,42.03,38.69,Upgrade
6,Receivables,151.57,149.89,141.17,147.07,111.15,108.41,120.79,121.38,152.18,170.42,142.93,148.56,149.62,167.62,168.17,247.32,201.81,181.41,199.26,135.53,Upgrade
7,Inventory,4215,4304,4372,4304,4128,4222,4159,4129,4123,3977,3928,3844,3596,3466,4660,5902,6913,9325,9175,9165,Upgrade
8,Prepaid Expenses,-,-,-,-,-,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,159.73,213.04,341.09,343.53,322.35,449.52,359.03,308.97,445.66,367.64,368.3,336.54,663.37,1137,1101,529.33,233.07,232.53,240.64,199.82,Upgrade
10,Total Current Assets,4763,4995,5299,5508,5443,5808,5934,5407,5675,5503,5587,5458,6065,6214,7703,8110,9239,13433,10890,10875,Upgrade
11,"Property, Plant & Equipment",57.06,58.67,59.05,60.59,61.47,63.12,66.59,68.01,68.99,70.19,72.89,64.45,66.64,67.2,68.84,61.51,62.53,61.64,58.14,59.43,Upgrade
12,Long-Term Investments,455.58,453.48,459.59,464.2,496.17,504.74,518.71,529.53,535.98,548.79,496.18,564.33,476.24,457.21,455.67,457.37,755.97,754.08,766.53,774.44,Upgrade
13,Goodwill,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,251.63,Upgrade
14,Other Intangible Assets,49.81,57.36,64.91,72.47,79.88,87.43,94.99,102.54,110.09,117.65,125.21,132.76,140.32,147.87,155.43,162.98,170.54,177.93,185.58,193.07,Upgrade
15,Long-Term Deferred Tax Assets,188.74,189.76,187.03,186.16,170.74,170.66,145.7,126.82,133.78,132.22,135.97,167.51,164.27,166.61,181.14,210.78,248.73,309.23,256.84,249.35,Upgrade
16,Long-Term Deferred Charges,4.76,4.69,4.05,2.97,2.75,3.07,3.43,3.18,3.63,3.29,2.87,3.23,3.77,4.25,4.72,5.2,6.29,6.19,6.66,7.07,Upgrade
17,Other Long-Term Assets,459.66,464.24,468.82,472.3,455,459.4,426.14,430.28,434.42,438.56,503.91,446.84,451.07,395.25,398.97,402.57,406.39,410.1,415.78,417.5,Upgrade
18,Total Assets,6231,6474,6794,7019,6961,7348,7441,6919,7213,7066,7175,7089,7619,7704,9219,9662,11141,15404,12831,12827,Upgrade
19,Accounts Payable,413.93,423.75,357.14,391.88,237.05,237.91,248.58,381.52,115.61,131.48,123.02,286.61,142.81,142.87,138.37,281.07,244,147.65,142.36,221.66,Upgrade
20,Accrued Expenses,15.49,-8.34,13.33,-8.43,15.71,-28.55,15.39,-32.93,13.17,-23.24,13.73,-108.13,12.58,-152.76,16.17,-90.52,18.59,-137.77,19.05,-169.29,Upgrade
21,Short-Term Debt,27.61,24.92,-,-,2.85,2.85,-,-,-,-,-,-,-,-,-,100,100,100,100,100,Upgrade
22,Current Portion of Long-Term Debt,51.4,262.86,306.67,496.58,489.41,321.82,498.64,333,655.94,652,493.39,53,495.82,203,205.55,597,642,382,752,327,Upgrade
23,Current Portion of Leases,-,2.73,-,2.71,-,2.38,-,2.44,-,1.16,-,1.7,-,2.78,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,77.28,62.24,28.56,61.29,35.19,30.41,70.83,124.29,-96.41,19.57,-48.19,84.12,-2,33.54,-105.16,130.32,-99.11,97.91,-59.19,143.98,Upgrade
25,Current Unearned Revenue,637.6,902.31,1336,1327,1359,1901,1602,1001,1827,1620,1492,1374,1341,1114,2362,2545,3319,4770,3336,3245,Upgrade
26,Other Current Liabilities,546.12,496,484.63,434.81,388.33,363.39,437.88,399.26,325.16,227.56,301.5,291.56,279.3,634.55,523.08,576.88,346.82,2030,441.85,438.55,Upgrade
27,Total Current Liabilities,1769,2166,2526,2706,2527,2831,2874,2209,2840,2628,2376,1983,2270,1978,3140,4140,4572,7389,4732,4306,Upgrade
28,Long-Term Debt,308.5,208.62,210,210,251.1,444.26,482.6,547.6,358.6,367.6,543.5,801,817.5,1268,1284,780,1930,2300,2234,2634,Upgrade
29,Long-Term Leases,7.48,8.5,7.85,8.08,8.24,9.08,11.31,10.14,11.53,11.81,14.69,4.49,5.18,5.64,5.86,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43,0.43,0.43,0.43,0.43,Upgrade
31,Long-Term Deferred Tax Liabilities,12.52,14.34,16.2,17.99,23.44,27.37,31.26,33.83,66.56,67.9,68.55,69.49,78.29,101.02,66.29,66.59,64.93,67.1,179.35,186.51,Upgrade
32,Other Long-Term Liabilities,4.7,2.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Total Liabilities,2103,2400,2761,2942,2810,3312,3399,2801,3277,3075,3002,2858,3171,3352,4496,4987,6567,9756,7146,7127,Upgrade
34,Common Stock,677.73,677.73,677.73,677.73,677.73,677.73,701.41,701.41,701.41,701.41,722.24,722.24,722.24,722.24,722.24,722.24,722.24,868.31,868.31,868.31,Upgrade
