,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,55.3,18.2,36.22,40.97,17.36,47.95,127.57,107.78,186.49,81.34
1,Short-Term Investments,-,30.03,18.01,-,59,14,-,-,-,150
2,Trading Asset Securities,0.45,0.82,0.86,1.03,0.96,1.03,1.43,9.28,22.73,23.48
3,Cash & Short-Term Investments,55.75,49.06,55.09,42,77.32,62.98,128.99,117.06,209.22,254.82
4,Cash Growth,1.21%,16.81%,-28.76%,-33.32%,-40.06%,-46.20%,-38.35%,-54.06%,-16.30%,22.48%
5,Accounts Receivable,21.86,37.05,22.75,42.16,25.26,46.35,14.44,33.09,20.94,33.82
6,Other Receivables,-,0.12,-,0.07,0.03,1.26,2.16,2.24,3.3,0.05
7,Receivables,21.86,37.18,22.75,42.23,25.29,47.61,16.6,35.33,24.24,33.87
8,Prepaid Expenses,2.21,0.8,1.79,1.49,1.8,1.05,1.71,1.77,0.58,0.74
9,Other Current Assets,0.21,1.9,7.4,6.94,1.31,2.3,2.46,8.99,8.72,10.31
10,Total Current Assets,80.03,88.93,87.03,92.65,105.72,113.93,149.76,163.15,242.76,299.73
11,"Property, Plant & Equipment",36.81,45.27,13.96,22.78,33.39,45.06,52.01,59.57,14.85,24.59
12,Goodwill,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,-
13,Long-Term Deferred Tax Assets,1.39,1.83,0.97,1.35,0.72,-,-,-,0.94,0.33
14,Other Long-Term Assets,5.29,5.23,0.29,0.5,5.99,6.24,6.62,-,-,-
15,Total Assets,125.5,143.25,104.23,119.26,147.8,167.21,210.37,224.7,260.53,324.66
16,Accounts Payable,0.9,4.29,2.41,3.3,2.94,4.99,2.6,2.83,3.84,6.4
17,Accrued Expenses,4.04,5.87,10.81,0.51,6.19,10.56,7.28,7.7,10.06,9.98
18,Current Portion of Leases,15.68,17.11,7.65,15.11,19.43,20.59,18.51,15.71,9.3,17.41
19,Current Income Taxes Payable,0.65,1.6,0.63,3.57,0.5,-,-,-,-,3.13
20,Current Unearned Revenue,2.2,6.83,9.09,12.2,11.44,15.32,16.42,27,27.14,33.16
21,Other Current Liabilities,-,-,-,11.58,-,-,1.06,1.49,1.4,1.51
22,Total Current Liabilities,23.46,35.69,30.58,46.28,40.49,51.46,45.88,54.73,51.73,71.58
23,Long-Term Leases,20.74,27.96,0.89,1.87,6.03,15.83,23.13,31.34,1.17,1.9
24,Long-Term Deferred Tax Liabilities,-,-,-,-,-,0,0.04,0.02,-,-
25,Other Long-Term Liabilities,1.57,1.57,-,-,1.86,1.86,1.86,-,-,-
26,Total Liabilities,45.77,65.22,31.47,48.15,48.38,69.15,70.91,86.09,52.9,73.49
27,Common Stock,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56
28,Additional Paid-In Capital,-,41.23,-,41.23,41.23,41.23,41.23,41.23,41.23,41.23
29,Retained Earnings,-,34.25,-,27.32,55.63,54.27,95.67,94.81,163.84,207.38
30,Comprehensive Income & Other,77.17,-0.01,70.19,-,-,-,-,-,-,-
31,Shareholders' Equity,79.73,78.03,72.75,71.11,99.42,98.06,139.46,138.61,207.63,251.17
32,Total Liabilities & Equity,125.5,143.25,104.23,119.26,147.8,167.21,210.37,224.7,260.53,324.66
33,Total Debt,36.42,45.07,8.55,16.99,25.46,36.43,41.64,47.05,10.47,19.31
34,Net Cash (Debt),19.33,3.99,46.54,25.01,51.86,26.56,87.35,70.01,198.75,235.5
35,Net Cash Growth,-58.46%,-84.06%,-10.26%,-5.81%,-40.62%,-62.07%,-56.05%,-70.27%,-10.81%,37.16%
36,Net Cash Per Share,0.08,0.02,0.18,0.10,0.20,0.10,0.34,0.27,0.78,0.92
37,Filing Date Shares Outstanding,256,256,256,256,256,256,256,256,256,256
38,Total Common Shares Outstanding,256,256,256,256,256,256,256,256,256,256
39,Working Capital,56.57,53.24,56.45,46.37,65.24,62.48,103.88,108.42,191.04,228.15
40,Book Value Per Share,0.31,0.30,0.28,0.28,0.39,0.38,0.54,0.54,0.81,0.98
41,Tangible Book Value,77.75,76.05,70.77,69.13,97.44,96.08,137.48,136.62,205.65,251.17
42,Tangible Book Value Per Share,0.30,0.30,0.28,0.27,0.38,0.38,0.54,0.53,0.80,0.98
43,Machinery,-,-,10.73,-,10.67,-,10.7,-,9.67,-
44,Leasehold Improvements,-,-,6.72,-,6.72,-,6.64,-,5.86,-
