,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,43.14,63.22,48.49,75.55,57.66,72.05,57.89,77.19,64.24,83.25
1,Revenue Growth (YoY),-11.04%,-16.32%,-15.90%,4.85%,-0.41%,-6.66%,-9.88%,-7.28%,-30.16%,-15.49%
2,Cost of Revenue,21.42,28.87,25.33,35.47,27.83,35.65,28.07,34.81,34.73,43.3
3,Gross Profit,21.72,34.35,23.16,40.08,29.82,36.4,29.83,42.38,29.51,39.95
4,"Selling, General & Admin",23.31,25.48,24.6,26.68,25.75,27.1,26.53,29.19,25.06,24.96
5,Operating Expenses,20.41,28.54,21.54,29.01,29.03,25.89,26.94,28.19,26.78,24.97
6,Operating Income,1.3,5.81,1.63,11.08,0.8,10.51,2.89,14.19,2.73,14.98
7,Interest Expense,-1.03,-0.63,-0.25,-0.34,-0.46,-0.6,-0.65,-0.19,-0.36,-0.59
8,Interest & Investment Income,0.53,0.8,0.85,1.03,0.74,0.31,0.51,0.48,1.05,1.79
9,Currency Exchange Gain (Loss),-,-,-0,0,-,-,0,-,0.02,-
10,Other Non Operating Income (Expenses),-0.13,0.13,0.01,0.03,-0.05,0.04,0.02,0.02,0.06,0.04
11,EBT Excluding Unusual Items,0.67,6.11,2.23,11.8,1.03,10.26,2.76,14.5,3.51,16.22
12,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-0.02,-
13,Impairment of Goodwill,-,-,-,-,-,-,-,-,-0.43,-
14,Gain (Loss) on Sale of Investments,0.04,-0.04,-0.17,0.06,-0.29,-0.4,-1.54,-1.52,-0.75,-4.28
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.04,-,-3.09,-,-
16,Other Unusual Items,-,-,-,-,0.8,1.6,-,-,5.88,1.05
17,Pretax Income,0.71,6.07,2.06,11.86,1.54,11.42,1.22,9.89,8.2,12.99
18,Income Tax Expense,0.34,0.77,0.43,1.77,0.18,1.62,0.37,2.12,0.54,2.39
19,Net Income,0.37,5.3,1.63,10.09,1.36,9.8,0.86,7.77,7.67,10.6
20,Net Income to Common,0.37,5.3,1.63,10.09,1.36,9.8,0.86,7.77,7.67,10.6
21,Net Income Growth,-77.44%,-47.44%,19.54%,2.92%,59.00%,26.11%,-88.83%,-26.69%,-47.64%,-43.91%
22,Shares Outstanding (Basic),256,256,256,256,256,256,256,256,256,256
23,Shares Outstanding (Diluted),256,256,256,256,256,256,256,256,256,256
24,EPS (Basic),0.00,0.02,0.01,0.04,0.01,0.04,0.00,0.03,0.03,0.04
25,EPS (Diluted),0.00,0.02,0.01,0.04,0.01,0.04,0.00,0.03,0.03,0.04
26,EPS Growth,-77.45%,-47.44%,19.54%,2.92%,59.16%,26.11%,-88.84%,-26.69%,-47.63%,-43.91%
27,Free Cash Flow,-,-0.01,24.08,11.95,25.39,-4.48,20.05,-4.46,19.01,17.45
28,Free Cash Flow Per Share,-,-0.00,0.09,0.05,0.10,-0.02,0.08,-0.02,0.07,0.07
29,Dividend Per Share,-,-,-,-,-,-,-,-,0.300,0.200
30,Operating Margin,3.02%,9.20%,3.36%,14.66%,1.38%,14.59%,4.99%,18.38%,4.24%,18.00%
31,Profit Margin,0.85%,8.39%,3.36%,13.35%,2.36%,13.60%,1.48%,10.07%,11.93%,12.73%
32,Free Cash Flow Margin,-,-0.01%,49.66%,15.82%,44.03%,-6.22%,34.64%,-5.78%,29.59%,20.96%
33,EBITDA,3.51,7.58,3.58,13.1,2.85,12.54,4.92,15.77,4.53,16.82
34,D&A For EBITDA,2.21,1.76,1.96,2.02,2.05,2.03,2.03,1.58,1.8,1.83
35,EBIT,1.3,5.81,1.63,11.08,0.8,10.51,2.89,14.19,2.73,14.98
