,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,390.37,346.3,304.41,367.06,200.47,148.14,151.29,103.58,65.97,178.24
1,Revenue Growth (YoY),28.24%,-5.65%,51.85%,147.77%,32.51%,43.03%,129.34%,-41.89%,-72.08%,25.32%
2,Cost of Revenue,410.85,312.44,304.95,343.25,178.79,123.46,121.45,89.59,27.84,163.49
3,Gross Profit,-20.48,33.86,-0.54,23.81,21.67,24.68,29.84,13.99,38.13,14.76
4,"Selling, General & Admin",21.56,18.28,22.2,17.54,17.94,13.02,19.93,12.35,19.26,10.42
5,Operating Expenses,21.48,18.28,22.45,17.54,17.59,13.02,20.25,12.35,19.19,10.42
6,Operating Income,-41.96,15.58,-22.98,6.27,4.08,11.66,9.59,1.64,18.94,4.34
7,Interest Expense,-0.21,-0.13,-0.08,-0.06,-0.06,-0.07,-0.11,-0.06,-,-0.24
8,Interest & Investment Income,1.7,1.43,0.98,0.17,0.04,0.07,-,0.1,0.67,0.84
9,Currency Exchange Gain (Loss),0.46,-0.06,0.57,-,-0.63,-0.03,0.11,0,0.05,0.01
10,Other Non Operating Income (Expenses),0.29,0.14,0.86,-,1.04,0.13,-0.37,2.08,-0.52,1.55
11,EBT Excluding Unusual Items,-39.73,16.96,-20.66,6.38,4.46,11.77,9.23,3.77,19.13,6.49
12,Gain (Loss) on Sale of Investments,4.2,-2.5,-0.64,2.14,-2.37,-2.13,0.11,-,0.34,-
13,Gain (Loss) on Sale of Assets,4.98,-,-,-,1.44,-,4.14,-,-,0.06
14,Asset Writedown,-0.1,-,-4.13,-,-4.49,-,1.97,-,-0.1,-
15,Other Unusual Items,-,-,-1.36,2.15,7.15,-,2.92,-,3.67,-
16,Pretax Income,-30.64,14.47,-26.79,10.66,6.2,9.63,18.37,3.77,23.04,6.56
17,Income Tax Expense,-4.49,5.08,0.89,1.8,0.59,1.62,4.2,0.69,5.28,0.9
18,Earnings From Continuing Operations,-26.15,9.38,-27.67,8.86,5.61,8.02,14.17,3.08,17.76,5.66
19,Minority Interest in Earnings,15.77,-5.32,-0.12,-2.64,-0.77,-1.26,0.18,-0.44,0.03,-0.03
20,Net Income,-10.38,4.07,-27.79,6.22,4.84,6.76,14.35,2.64,17.79,5.63
21,Net Income to Common,-10.38,4.07,-27.79,6.22,4.84,6.76,14.35,2.64,17.79,5.63
22,Net Income Growth,-,-34.60%,-,-7.92%,-66.31%,156.07%,-19.31%,-53.16%,23.20%,-24.59%
23,Shares Outstanding (Basic),667,667,667,666,664,659,644,656,576,544
24,Shares Outstanding (Diluted),667,667,667,666,665,659,644,666,576,544
25,Shares Change (YoY),0.02%,0.17%,0.32%,1.00%,3.15%,-1.02%,11.77%,22.49%,6.15%,0.67%
26,EPS (Basic),-0.02,0.01,-0.04,0.01,0.01,0.01,0.02,0.00,0.03,0.01
27,EPS (Diluted),-0.02,0.01,-0.04,0.01,0.01,0.01,0.02,0.00,0.03,0.01
28,EPS Growth,-,-33.33%,-,-10.00%,-67.22%,150.00%,-27.59%,-60.00%,18.21%,-27.70%
29,Free Cash Flow,-8.15,-30.97,-30.42,29.64,-4.67,26.9,-102.59,10.17,16.35,57.95
30,Free Cash Flow Per Share,-0.01,-0.05,-0.05,0.04,-0.01,0.04,-0.16,0.02,0.03,0.11
31,Operating Margin,-10.75%,4.50%,-7.55%,1.71%,2.04%,7.87%,6.34%,1.59%,28.71%,2.43%
32,Profit Margin,-2.66%,1.17%,-9.13%,1.69%,2.41%,4.56%,9.49%,2.55%,26.97%,3.16%
33,Free Cash Flow Margin,-2.09%,-8.94%,-9.99%,8.08%,-2.33%,18.16%,-67.81%,9.82%,24.79%,32.51%
34,EBITDA,-41.82,15.99,-22.39,6.54,4.56,12.01,10.03,1.96,19.26,4.63
35,D&A For EBITDA,0.14,0.41,0.59,0.27,0.48,0.35,0.44,0.31,0.32,0.29
36,EBIT,-41.96,15.58,-22.98,6.27,4.08,11.66,9.59,1.64,18.94,4.34
