,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,17233,16752,11141,13934,14903,15408,14577,15045,11706,10892,13152,12847,14948,15861,17625,15862,20632,19499,16021,14391,15683,Upgrade
1,Market Cap Growth,8.72%,8.72%,-23.57%,-7.38%,27.31%,41.46%,10.83%,17.11%,-21.69%,-31.33%,-25.38%,-19.01%,-27.55%,-18.66%,10.01%,10.22%,31.56%,8.76%,13.68%,-29.37%,136.23%,Upgrade
2,Enterprise Value,16067,15475,9691,12527,13496,14023,13227,13663,10325,9503,11728,11568,13669,14453,16562,14641,19412,18288,14830,13254,14546,Upgrade
3,Last Close Price,8.60,8.36,5.56,6.90,7.38,7.63,7.16,7.39,5.75,5.35,6.46,6.31,7.37,7.82,8.69,7.98,10.38,9.81,8.06,7.24,7.89,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,57.08,-,-,-,-,931.37,249.66,-,-,284.66,182.80,260.47,-,2629.51,Upgrade
5,Forward PE,-,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,82.74,105.20,Upgrade
6,PS Ratio,23.10,22.41,14.86,18.12,19.17,19.21,17.99,18.94,15.00,13.59,16.19,15.84,18.26,19.89,22.55,20.73,29.15,28.23,24.33,22.02,22.95,Upgrade
7,PB Ratio,11.99,11.66,7.23,8.64,8.84,8.24,7.58,7.84,7.23,6.62,8.04,8.25,9.48,10.22,11.61,10.48,13.60,13.22,11.04,10.04,10.68,Upgrade
8,P/TBV Ratio,14.96,14.96,9.10,10.65,10.80,10.48,9.59,9.93,9.66,8.68,10.59,11.05,11.74,12.69,14.50,13.11,17.01,16.67,14.01,12.79,13.51,Upgrade
9,P/FCF Ratio,-,-,-,-,86.08,134.84,167.29,-,-300.65,-1824.10,-,-,116.04,138.77,194.11,-,-580.21,-430.20,-299.12,-,31.53,Upgrade
10,P/OCF Ratio,-,-,-,-,75.39,111.99,131.26,-,-519.39,786.98,-,-,98.73,120.71,163.51,-,-939.01,-570.97,-372.28,-,31.04,Upgrade
11,EV/Sales Ratio,21.49,20.70,12.93,16.29,17.36,17.48,16.33,17.20,13.23,11.85,14.44,14.27,16.70,18.13,21.19,19.14,27.43,26.48,22.52,20.28,21.29,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,1455.06,239.75,-,-,275.99,313.92,392.56,-,217.82,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,375.26,-,-,408.66,522.26,1113.23,-,357.18,Upgrade
14,EV/FCF Ratio,-119.41,-,-,-,77.95,122.72,151.80,-,-265.17,-1591.55,-,-,106.11,126.45,182.40,-,-545.88,-403.47,-276.90,-,29.24,Upgrade
15,Debt / Equity Ratio,0.12,0.12,0.05,0.03,0.03,0.06,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,0.76,-,-,-,0.77,2.49,1.79,-,-,-,-,-,-,Upgrade
