,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,334.21,504.48,302.08,353.93,364.75,388.61,242.78,312.52,159.66,284.88
1,Revenue,334.21,504.48,302.08,353.93,364.75,388.61,242.78,312.52,159.66,284.88
2,Revenue Growth (YoY),10.64%,42.54%,-17.18%,-8.93%,50.24%,24.35%,52.06%,9.70%,-26.17%,3.03%
3,Cost of Revenue,252.7,409.11,235.31,285.29,298.99,319.16,191.11,248.43,115.6,204.79
4,Gross Profit,81.51,95.37,66.76,68.64,65.76,69.45,51.67,64.09,44.06,80.09
5,"Selling, General & Admin",62.44,58.96,46.5,42.42,48.09,38.83,36.56,36.45,32.04,32.62
6,Other Operating Expenses,-1.53,-4.09,-5.18,-0.84,-4.71,-7.57,-2.06,-4.78,-3.89,-0.39
7,Operating Expenses,60.91,57.84,41.32,40.17,45.2,32.41,35.69,32.13,28.51,32.73
8,Operating Income,20.59,37.53,25.45,28.47,20.56,37.05,15.98,31.95,15.55,47.36
9,Interest Expense,-0.52,-1.11,-2.68,-2.63,-0.82,-0.56,-0.13,-0.2,-0.21,-0.14
10,Interest & Investment Income,8.56,0.82,1.58,1.31,0.62,0.09,0.4,0.64,0.26,0.09
11,Currency Exchange Gain (Loss),5.47,0.37,8.79,2.1,5.23,0.9,2.5,9.92,-9.9,-6.71
12,Other Non Operating Income (Expenses),-,-0.11,-,0.08,-0.01,0.24,-0.36,0.02,-0.03,-0.16
13,EBT Excluding Unusual Items,34.09,37.5,33.14,29.32,25.57,37.73,18.39,42.34,5.68,40.43
14,Gain (Loss) on Sale of Investments,2.8,3.31,3.64,1.56,-,-,-,-,-,0.8
15,Gain (Loss) on Sale of Assets,21.71,-0.13,-,-0.08,-,-0,-,-0.07,0.11,-0.01
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,-18.12
17,Pretax Income,58.6,40.68,36.78,30.8,25.57,37.73,18.39,42.27,5.79,23.11
18,Income Tax Expense,7.69,10.36,6.3,-1.59,5.33,3.94,3.14,5.84,1.47,2.91
19,Earnings From Continuing Operations,50.91,30.31,30.48,32.39,20.24,33.79,15.25,36.44,4.32,20.2
20,Minority Interest in Earnings,-0.03,-0.13,-0.02,-0.2,0.16,-0.09,0.06,0.05,0.04,-0.02
21,Net Income,50.88,30.19,30.46,32.2,20.41,33.7,15.31,36.49,4.36,20.19
22,Net Income to Common,50.88,30.19,30.46,32.2,20.41,33.7,15.31,36.49,4.36,20.19
23,Net Income Growth,67.05%,-6.25%,49.26%,-4.44%,33.34%,-7.66%,251.27%,80.74%,-42.90%,-71.30%
24,Shares Outstanding (Basic),405,405,405,405,405,405,405,405,396,300
25,Shares Outstanding (Diluted),405,405,405,405,405,405,405,405,396,300
26,Shares Change (YoY),-,-,-,-,-,-0.01%,2.33%,35.03%,31.94%,-
27,EPS (Basic),0.13,0.07,0.08,0.08,0.05,0.08,0.04,0.09,0.01,0.07
28,EPS (Diluted),0.13,0.07,0.08,0.08,0.05,0.08,0.04,0.09,0.01,0.07
29,EPS Growth,67.05%,-6.25%,49.26%,-4.44%,33.34%,-7.65%,243.29%,33.85%,-56.73%,-71.30%
30,Free Cash Flow,60.17,-34.47,26.65,26.27,69.5,-42.3,-3.79,42.98,-18.2,16.79
31,Free Cash Flow Per Share,0.15,-0.09,0.07,0.06,0.17,-0.10,-0.01,0.11,-0.05,0.06
32,Dividend Per Share,0.084,-,-,-,-,-,-,-,-,-
33,Operating Margin,6.16%,7.44%,8.42%,8.04%,5.64%,9.53%,6.58%,10.22%,9.74%,16.62%
34,Profit Margin,15.22%,5.98%,10.08%,9.10%,5.59%,8.67%,6.30%,11.68%,2.73%,7.09%
35,Free Cash Flow Margin,18.00%,-6.83%,8.82%,7.42%,19.05%,-10.89%,-1.56%,13.75%,-11.40%,5.89%
36,EBITDA,26.04,51.68,27.57,35.26,25.13,41.85,20.44,35.77,19.76,49.47
37,D&A For EBITDA,5.45,14.15,2.13,6.79,4.58,4.8,4.45,3.82,4.21,2.12
38,EBIT,20.59,37.53,25.45,28.47,20.56,37.05,15.98,31.95,15.55,47.36
