,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,93,227,640,531,401,478,605,986,1120,1838,1370,Upgrade
1,Market Cap Growth,-57.28%,-57.28%,59.66%,11.19%,-33.70%,-51.53%,-45.97%,-46.36%,-18.29%,-3.51%,-24.07%,Upgrade
2,Enterprise Value,880,1184,1308,1220,1080,1178,1342,1489,1483,2491,1976,Upgrade
3,Last Close Price,0.02,0.04,0.11,0.16,0.12,0.14,0.18,0.29,0.34,0.55,0.41,Upgrade
4,PE Ratio,-,-,-,-,-,-39.33,-,20.10,12.04,22.84,17.16,Upgrade
5,Forward PE,-,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,Upgrade
6,PS Ratio,3.01,9.32,21.60,25.48,3.25,2.41,1.84,1.50,1.39,1.83,1.29,Upgrade
7,PB Ratio,0.46,1.00,7.25,0.87,0.60,0.40,0.47,0.78,0.92,1.76,1.36,Upgrade
8,P/TBV Ratio,1.26,1.26,15.07,0.95,0.65,0.42,0.50,0.82,0.97,1.86,1.43,Upgrade
9,P/FCF Ratio,1.19,-,6.88,-,-,3.28,-21.31,-,14.77,-,8.08,Upgrade
10,P/OCF Ratio,2.90,-,6.88,-,-,3.28,-21.46,-,14.32,-,8.04,Upgrade
11,PEG Ratio,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,Upgrade
12,EV/Sales Ratio,36.13,48.61,44.13,58.48,8.74,5.93,4.09,2.26,1.85,2.47,1.86,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,28.31,29.32,27.14,13.06,42.55,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,38.17,38.03,32.30,14.31,52.14,-,Upgrade
15,EV/FCF Ratio,11.24,-,14.05,-,-,8.07,-47.27,-,19.56,-,11.65,Upgrade
16,Debt / Equity Ratio,3.67,3.67,11.37,1.48,1.39,0.84,0.82,0.78,0.79,0.91,0.99,Upgrade
17,Debt / FCF Ratio,10.61,-,10.78,-,-,6.88,-36.82,-,12.65,-,5.90,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,2.10%,2.11%,2.90%,6.71%,3.54%,-,Upgrade
19,Earnings Yield,-592.70%,-243.16%,-92.19%,-91.57%,-119.16%,-2.54%,0.92%,4.98%,8.30%,4.38%,5.83%,Upgrade
20,FCF Yield,84.04%,34.48%,14.54%,-8.36%,-2.72%,30.52%,-4.69%,3.03%,6.77%,8.12%,12.37%,Upgrade
21,Buyback Yield / Dilution,-37.09%,-74.17%,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,-37.09%,-74.17%,-,-,-,-,-,-,-,-,-,Upgrade
