,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6.43,6.23,5.99,2.84,57.19,77.47,43.97,309.29,295.62,229.91,Upgrade
1,Short-Term Investments,58.44,59.55,242.41,238.69,247.83,231.91,185.99,102.52,267.9,100.27,Upgrade
2,Cash & Short-Term Investments,64.88,65.78,248.4,241.54,305.02,309.38,229.96,411.81,563.52,330.17,Upgrade
3,Cash Growth,-73.88%,-72.77%,-18.56%,-21.93%,32.64%,-24.87%,-59.19%,24.73%,-14.95%,-41.38%,Upgrade
4,Accounts Receivable,597.35,602.11,1141,1146,1613,1537,1731,1806,1759,1809,Upgrade
5,Receivables,597.35,602.11,1141,1146,1613,1537,1731,1806,1759,1809,Upgrade
6,Other Current Assets,40.87,57.17,88.06,95.72,102.03,93.96,107.67,99.15,112.13,307.98,Upgrade
7,Total Current Assets,703.09,725.07,1478,1483,2020,1941,2068,2317,2434,2447,Upgrade
8,"Property, Plant & Equipment",105.5,110,111.16,120.09,122.62,125.25,128.68,132.51,134.45,139.46,Upgrade
9,Long-Term Investments,581.56,582.28,873.28,880.95,921.98,914.7,913.11,785.48,738.03,702.96,Upgrade
10,Goodwill,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,Upgrade
11,Other Intangible Assets,15.63,15.66,17.09,17.12,17.86,18.61,19.41,20.29,20.76,21.63,Upgrade
12,Long-Term Accounts Receivable,274.59,247.85,278.71,271,208.95,244.56,129.51,105.27,62.59,24.19,Upgrade
13,Long-Term Deferred Tax Assets,58.64,58.64,83.79,83.79,26.28,23.71,28.83,25.06,18.2,17.92,Upgrade
14,Other Long-Term Assets,383.48,383.48,80.1,80.1,84.22,87.67,80.76,64.29,30.76,7.48,Upgrade
15,Total Assets,2126,2126,2925,2939,3405,3358,3372,3453,3442,3364,Upgrade
16,Accounts Payable,598.72,615.97,659.61,702.83,742.57,736.59,789.44,953.38,992.7,965.86,Upgrade
17,Accrued Expenses,232.48,232.48,217.95,220.89,198.4,177.74,159.46,141.22,143.78,134.08,Upgrade
18,Short-Term Debt,282.42,409.08,444.41,415.42,532.36,458.48,545.81,535.15,595.04,877.27,Upgrade
19,Current Portion of Long-Term Debt,120.74,120.74,33.6,34.6,95.21,83.96,2,3,-,-,Upgrade
20,Current Portion of Leases,8.66,7.97,5.03,4.34,1.48,1.44,0.84,1.72,1.6,1.72,Upgrade
21,Current Income Taxes Payable,168.29,167.04,166.07,168.06,170.71,167.49,170.12,170.65,158.74,161.55,Upgrade
22,Current Unearned Revenue,2.51,2.51,390.09,354.26,348.23,323.26,335.02,295.59,247.54,234.85,Upgrade
23,Other Current Liabilities,37.42,14.32,75.99,69.56,58.39,46.42,48.8,51.64,72.31,64.2,Upgrade
24,Total Current Liabilities,1451,1570,1993,1970,2147,1995,2051,2152,2212,2440,Upgrade
25,Long-Term Debt,342.74,355,334.13,346.8,204.35,285.29,265.53,267.61,269.11,14.06,Upgrade
26,Long-Term Leases,18.58,18.58,20.91,20.91,23.1,22.44,-,-,0.84,1.56,Upgrade
27,Long-Term Unearned Revenue,92.53,92.53,-,-,-,-,-,-,-,-,Upgrade
28,Long-Term Deferred Tax Liabilities,9.67,9.67,10.17,10.17,10.96,11.17,8.78,8.82,6.05,5.95,Upgrade
29,Total Liabilities,1915,2046,2358,2348,2386,2314,2326,2429,2488,2461,Upgrade
30,Common Stock,122.77,66.4,66.4,66.4,66.4,66.4,66.4,66.4,66.4,66.4,Upgrade
31,Additional Paid-In Capital,241.8,151.61,151.61,151.61,151.61,151.61,151.61,151.61,151.61,151.61,Upgrade
32,Retained Earnings,-181.02,-175.96,332.8,359.96,783.17,782.75,793.54,778.21,732.71,699.91,Upgrade
33,Comprehensive Income & Other,3.41,15.25,-12.02,-14.84,-10.37,15.53,5.9,-0.28,-24.34,-33.68,Upgrade
34,Total Common Equity,186.95,57.29,538.79,563.12,990.81,1016,1017,995.93,926.38,884.24,Upgrade
35,Minority Interest,23.86,22.87,28.34,28.24,27.97,27.79,28.4,28.08,28.01,18.66,Upgrade
36,Shareholders' Equity,210.81,80.16,567.12,591.35,1019,1044,1046,1024,954.38,902.9,Upgrade
37,Total Liabilities & Equity,2126,2126,2925,2939,3405,3358,3372,3453,3442,3364,Upgrade
38,Total Debt,773.13,911.36,838.08,822.07,856.5,851.6,814.18,807.48,866.58,894.61,Upgrade
39,Net Cash (Debt),-708.26,-845.59,-589.68,-580.54,-551.48,-542.23,-584.22,-395.67,-303.07,-564.44,Upgrade
40,Net Cash Per Share,-0.12,-0.25,-0.18,-0.17,-0.16,-0.16,-0.17,-0.12,-0.09,-0.17,Upgrade
41,Filing Date Shares Outstanding,5822,3343,3343,3343,3343,3343,3343,3343,3343,3343,Upgrade
42,Total Common Shares Outstanding,5822,3343,3343,3343,3343,3343,3343,3343,3343,3343,Upgrade
43,Working Capital,-748.15,-845.04,-514.85,-486.87,-127.79,-54.6,16.78,164.47,222.53,7.77,Upgrade
44,Book Value Per Share,0.03,0.02,0.16,0.17,0.30,0.30,0.30,0.30,0.28,0.26,Upgrade
45,Tangible Book Value,168.26,38.57,518.64,542.94,969.89,994.61,994.98,972.58,902.55,859.55,Upgrade
46,Tangible Book Value Per Share,0.03,0.01,0.16,0.16,0.29,0.30,0.30,0.29,0.27,0.26,Upgrade
47,Buildings,-,130.59,-,140.85,-,132.43,-,132.43,-,131.28,Upgrade
48,Machinery,-,18.37,-,18.51,-,19.2,-,19.18,-,19.03,Upgrade
49,Leasehold Improvements,-,-,-,-,-,8.41,-,8.4,-,8.4,Upgrade
