,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Feb '25 Feb 28, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1455,867,1063,1243,1308,1733,1733,1733,2322,2420,2747,Upgrade
1,Market Cap Growth,-28.38%,-30.26%,-18.75%,-28.30%,-24.53%,0%,-25.35%,-28.38%,-15.48%,-17.32%,-13.85%,Upgrade
2,Enterprise Value,2424,1835,1885,1763,1735,2024,2024,2024,2613,2533,2772,Upgrade
3,Last Close Price,0.89,0.53,0.65,0.76,0.80,1.06,1.06,1.06,1.42,1.48,1.68,Upgrade
4,PE Ratio,-,-,-,-,-,14.38,6.95,9.02,-27.71,-,-,Upgrade
5,Forward PE,-,51.09,51.09,51.09,51.09,51.09,51.09,51.09,51.09,51.09,51.09,Upgrade
6,PS Ratio,2.13,2.49,-,3.23,-,1.32,1.18,1.52,3.44,3.61,3.01,Upgrade
7,PB Ratio,1.48,0.88,1.00,0.79,0.76,0.99,0.97,1.03,1.56,1.78,1.86,Upgrade
8,P/TBV Ratio,0.93,0.93,1.06,0.83,0.80,1.04,1.02,1.09,1.67,1.91,1.99,Upgrade
9,P/FCF Ratio,41.51,104.47,-,-,-,9.30,-10.04,-,-12.59,-,-,Upgrade
10,P/OCF Ratio,4.54,30.84,-,-,-,2.19,2.66,4.17,9.13,-,6.23,Upgrade
11,EV/Sales Ratio,3.55,5.28,-,4.58,-,1.54,1.38,1.78,3.87,3.77,3.04,Upgrade
12,EV/EBITDA Ratio,-,-,-,51.23,-,8.38,5.11,6.89,-185.21,-,9.00,Upgrade
13,EV/EBIT Ratio,-,-,-,70.80,-,9.29,5.41,7.12,-56.93,-,16.98,Upgrade
14,EV/FCF Ratio,69.13,221.23,-,-,-,10.86,-11.73,-,-14.17,-,-,Upgrade
15,Debt / Equity Ratio,1.04,1.04,0.95,0.57,0.34,0.28,0.39,0.42,0.49,0.51,0.43,Upgrade
16,Debt / FCF Ratio,29.27,123.72,-,-,-,2.68,-4.00,-,-3.94,-,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,1.26%,-,10.88%,18.98%,15.29%,-2.45%,-,9.78%,Upgrade
18,Earnings Yield,-39.42%,-6.27%,-,-5.72%,-,6.95%,14.38%,11.08%,-3.61%,-11.71%,-4.03%,Upgrade
19,FCF Yield,2.41%,0.96%,-,-10.82%,-,10.76%,-9.96%,-13.29%,-7.94%,-9.83%,4.46%,Upgrade
