,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,54917,8817,23039,13391,63670,83739,105936,39212,35200,30706,145740,64281,73404,29424,103044,73097,78139,126508,195366,138079,Upgrade
1,Revenue Growth (YoY),-13.75%,-89.47%,-78.25%,-65.85%,80.88%,172.72%,-27.31%,-39.00%,-52.05%,4.36%,41.43%,-12.06%,-6.06%,-76.74%,-47.26%,-47.06%,-74.70%,-17.51%,152.01%,18.49%,Upgrade
2,Cost of Revenue,22280,7353,-29568,9241,48347,74771,85883,31763,14105,20743,119172,46511,53140,20706,79806,52553,54653,100309,149306,114158,Upgrade
3,Gross Profit,32637,1464,52607,4150,15324,8968,20052,7449,21095,9963,26568,17770,20264,8718,23238,20544,23485,26199,46060,23921,Upgrade
4,"Selling, General & Admin",23858,9503,12050,5398,9537,7693,11178,7037,14859,11726,16141,13697,16118,4372,12984,13515,9564,18828,23766,14332,Upgrade
5,Operating Expenses,23858,9503,12050,5398,9537,7693,11178,7037,14859,11726,16141,13697,16118,4372,12984,13515,9564,18828,23766,14332,Upgrade
6,Operating Income,8779,-8040,40557,-1248,5786,1275,8875,412.11,6236,-1762,10427,4073,4146,4346,10254,7029,13921,7371,22294,9589,Upgrade
7,Interest Expense,-36527,-17700,-40381,-11139,-3220,-1824,-663.55,-425.1,-16924,-389.12,-11334,-5973,-4744,-8858,-10030,-10201,-12372,-8330,-15220,-5622,Upgrade
8,Interest & Investment Income,29422,40748,-,12037,-,246.18,-,721.66,-,209.84,-,5042,1645,3634,4246,3894,4663,1101,1791,5.82,Upgrade
9,Earnings From Equity Investments,441.28,-3,62.15,116.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),5374,-883.92,10447,3651,-1733,1841,-9052,669.19,-8842,3375,-8441,3137,-3276,2146,-2142,677.54,-6668,1266,-2920,388.84,Upgrade
11,EBT Excluding Unusual Items,7489,14120,10685,3417,833.31,1538,-840.67,1378,-19531,1433,-9347,6278,-2228,1268,2328,1399,-455.76,1409,5946,4363,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,14341,-,14341,-,2.02,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,420.9,-,-,-,Upgrade
14,Other Unusual Items,-,-,2387,2497,926.53,-,2320,-,10275,-,8751,-,4621,-,-,-,-941.05,-,-,-,Upgrade
15,Pretax Income,7489,14120,13073,5914,1760,1538,1479,1378,5085,1433,13745,6278,2395,1268,2328,1399,-975.91,1409,5946,4363,Upgrade
16,Income Tax Expense,1540,2934,2863,660.55,80.59,336.06,216.46,363.53,2218,398.58,3852,1265,1313,262.78,1303,354.95,-2114,281.71,2134,843.5,Upgrade
17,Earnings From Continuing Operations,5949,11186,10210,5254,1679,1201,1263,1014,2868,1035,9892,5014,1082,1006,1024,1044,1138,1127,3812,3519,Upgrade
18,Minority Interest in Earnings,-12.71,-2.54,-2.05,-9.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Net Income,5936,11184,10208,5245,1679,1201,1263,1014,2868,1035,9892,5014,1082,1006,1024,1044,1138,1127,3812,3519,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,-56.42,-,-,-,-12.47,-,-,-,-,-,-,-,28.79,-,-,-,Upgrade
21,Net Income to Common,5936,11184,10208,5245,1736,1201,1263,1014,2880,1035,9892,5014,1082,1006,1024,1044,1109,1127,3812,3519,Upgrade
22,Net Income Growth,253.49%,830.82%,708.21%,417.06%,-41.44%,16.10%,-87.23%,-79.77%,165.10%,2.91%,865.73%,380.40%,-4.94%,-10.76%,-73.13%,-70.34%,-88.70%,-88.77%,-64.21%,-67.25%,Upgrade
