,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1873948,1804756,1966204,2162247,2571633,1973121,1825375,2025547,1739587,1267754,1710991,1839673,4146414,4194074,1682395,1830141,1510820,919837,805453,772091,476599,Upgrade
1,Market Cap Growth,-8.53%,-8.53%,7.72%,6.75%,47.83%,55.64%,6.69%,10.10%,-58.05%,-69.77%,1.70%,0.52%,174.45%,355.96%,108.88%,137.04%,217.00%,78.70%,45.69%,16.55%,-29.58%,Upgrade
2,Enterprise Value,3659247,4683324,4720842,4722314,3420648,2869029,2582386,2772763,2497830,1976369,2414823,4935361,7181711,4510970,2379962,2529036,2201214,1652652,1633986,1465020,1157168,Upgrade
3,Last Close Price,3250.00,3130.00,3410.00,3750.00,4460.00,4140.00,3830.00,4250.00,3650.00,2660.00,3590.00,3860.00,8700.00,8800.00,3530.00,3840.00,3170.00,1930.00,1690.00,1620.00,1000.00,Upgrade
4,PE Ratio,57.53,55.41,69.30,117.58,272.28,378.39,287.06,327.11,117.37,67.36,100.51,108.26,510.32,1009.35,402.23,425.23,213.05,96.15,43.77,28.27,13.96,Upgrade
5,PS Ratio,18.71,18.02,18.05,11.76,9.64,6.74,6.91,9.60,6.93,4.59,5.45,5.88,15.35,15.03,5.93,4.81,3.19,1.71,1.05,0.97,0.70,Upgrade
6,PB Ratio,0.35,0.33,0.36,0.40,0.48,0.45,0.42,0.46,0.40,0.29,0.39,0.42,0.95,0.97,0.39,0.42,0.35,0.21,0.19,0.18,0.11,Upgrade
7,P/TBV Ratio,0.33,0.33,0.36,0.40,0.48,0.45,0.42,0.46,0.40,0.29,0.39,0.42,0.95,0.97,0.39,0.42,0.35,0.21,0.19,0.18,0.11,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-22.53,-,-16.03,-,0.73,-,1.73,1.85,-,9.86,8.73,-,4.10,-37.97,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-22.77,-,-16.16,-,0.73,-,1.73,1.85,-,9.82,8.69,-,4.06,-38.09,-,Upgrade
10,EV/Sales Ratio,36.53,46.76,43.34,25.69,12.82,9.81,9.78,13.14,9.96,7.16,7.69,15.78,26.58,16.17,8.39,6.64,4.65,3.07,2.13,1.84,1.71,Upgrade
11,EV/EBITDA Ratio,88.57,115.63,-,100.68,-,169.92,148.98,193.95,157.60,101.28,-,209.09,305.23,168.67,64.30,61.32,41.50,29.54,23.99,16.28,10.59,Upgrade
12,EV/EBIT Ratio,89.99,116.94,-,101.84,-,175.50,153.74,201.51,163.12,104.16,-,214.65,314.72,175.01,66.95,65.56,43.49,31.08,25.04,16.70,10.88,Upgrade
13,EV/FCF Ratio,-2.13,-,-,-,-,-,-31.87,-,-23.02,-,1.03,-,3.00,1.98,-,13.63,12.72,-,8.33,-72.05,-,Upgrade
14,Debt / Equity Ratio,0.37,0.33,0.54,0.51,0.48,0.21,0.21,0.18,0.18,0.18,0.17,0.17,0.72,0.70,0.08,0.17,0.17,0.21,0.18,0.20,0.17,Upgrade
