,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,10.77,13.37,10.23,17.77,53.96,41.4,24.5,39.5,55.27,32.31,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,1.9,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,1.3,2.9,2.3,Upgrade
3,Cash & Short-Term Investments,10.77,13.37,10.23,17.77,53.96,41.4,26.39,40.8,58.17,34.62,Upgrade
4,Cash Growth,5.28%,-24.76%,-81.05%,-57.07%,104.46%,1.47%,-54.63%,17.86%,-6.30%,-22.17%,Upgrade
5,Accounts Receivable,236.07,378.74,1392,1200,890.57,786.89,625.96,780.77,486.65,250.21,Upgrade
6,Other Receivables,-,-,85.72,-,-,16.01,362.25,15.38,42.03,14.2,Upgrade
7,Receivables,236.07,378.74,1478,1200,890.57,802.9,991.81,796.15,528.67,264.41,Upgrade
8,Inventory,0.9,0.59,0.16,0.09,0.08,0.09,0.09,0.08,0.07,0.05,Upgrade
9,Prepaid Expenses,322.06,140.62,15.45,83.02,60.81,63.27,29.31,46.17,15.43,14.8,Upgrade
10,Other Current Assets,-,-,-,-,-,-,-,-,1.8,-,Upgrade
11,Total Current Assets,569.8,533.33,1504,1301,1005,907.66,1048,883.2,604.15,313.86,Upgrade
12,"Property, Plant & Equipment",219.32,220.04,243.38,283.24,416.65,500.95,625.48,656.74,661.06,674.42,Upgrade
13,Long-Term Investments,113.98,111.38,90.8,96.54,81.51,91.57,89.84,82.72,59.47,50.53,Upgrade
14,Other Intangible Assets,5398,5413,5499,5993,7714,8185,12087,12235,12079,11936,Upgrade
15,Other Long-Term Assets,23.27,22.74,23.6,25.09,21.27,23.9,-,5.6,-,6.62,Upgrade
16,Total Assets,6325,6301,7361,7698,9239,9709,13850,13863,13403,12982,Upgrade
17,Accrued Expenses,4456,4340,4128,4763,4860,4610,3948,3248,2832,1886,Upgrade
18,Short-Term Debt,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,Upgrade
19,Current Portion of Long-Term Debt,9549,9407,10351,11019,10593,11991,12090,11885,11416,10971,Upgrade
20,Current Portion of Leases,1.09,1.14,1.01,1.16,0.55,1.06,1.38,1.32,1.87,1.19,Upgrade
21,Current Unearned Revenue,-,-,-,-,4.02,4.76,5.52,4.56,4.55,4.51,Upgrade
22,Other Current Liabilities,940.87,917.79,2248,2665,2677,2953,2803,2764,2649,2518,Upgrade
23,Total Current Liabilities,19342,19062,21124,22844,22531,23956,23244,22299,21299,19776,Upgrade
24,Long-Term Debt,-,-,-,119.81,117.32,149.25,435.05,750.37,733.34,716.21,Upgrade
25,Long-Term Leases,3.44,3.88,4.34,5.12,3.05,1.92,2.23,2.89,2.89,3.99,Upgrade
26,Total Liabilities,19345,19066,21128,22969,22651,24107,23681,23052,22035,20497,Upgrade
27,Common Stock,2129,2129,2129,2129,2129,2129,1784,1488,1488,1488,Upgrade
28,Additional Paid-In Capital,1291,1291,1291,1291,1291,1291,1613,1881,1881,1881,Upgrade
29,Retained Earnings,-16686,-16576,-17488,-18308,-17550,-16966,-13126,-12608,-12188,-11276,Upgrade
30,Comprehensive Income & Other,1311,1440,1513,1043,1911,485.55,603.45,649.07,724.18,799,Upgrade
31,Total Common Equity,-11955,-11716,-12554,-13845,-12218,-13060,-9125,-8590,-8094,-7107,Upgrade
32,Minority Interest,-1066,-1049,-1213,-1425,-1193,-1338,-705.91,-598.75,-537.91,-407.34,Upgrade
33,Shareholders' Equity,-13021,-12765,-13767,-15271,-13412,-14399,-9831,-9189,-8632,-7515,Upgrade
34,Total Liabilities & Equity,6325,6301,7361,7698,9239,9709,13850,13863,13403,12982,Upgrade
35,Total Debt,13949,13808,14752,15541,15110,16539,16925,17035,16550,16088,Upgrade
36,Net Cash (Debt),-13938,-13794,-14742,-15523,-15056,-16498,-16898,-16994,-16492,-16053,Upgrade
37,Net Cash Per Share,-1.31,-1.30,-1.38,-1.46,-1.41,-1.68,-2.04,-2.28,-2.22,-2.16,Upgrade
38,Filing Date Shares Outstanding,10644,10644,10644,10644,10644,10644,8922,7442,7442,7442,Upgrade
39,Total Common Shares Outstanding,10644,10644,10644,10644,10644,10644,8922,7442,7442,7442,Upgrade
40,Working Capital,-18772,-18528,-19620,-21543,-21525,-23049,-22196,-21415,-20695,-19463,Upgrade
41,Book Value Per Share,-1.12,-1.10,-1.18,-1.30,-1.15,-1.23,-1.02,-1.15,-1.09,-0.95,Upgrade
42,Tangible Book Value,-17354,-17129,-18053,-19838,-19933,-21245,-21212,-20825,-20173,-19044,Upgrade
43,Tangible Book Value Per Share,-1.63,-1.61,-1.70,-1.86,-1.87,-2.00,-2.38,-2.80,-2.71,-2.56,Upgrade
44,Buildings,-,369.76,-,389.41,-,420.46,-,403.85,-,372.91,Upgrade
45,Machinery,-,831.33,-,871.68,-,1041,-,1001,-,929.42,Upgrade
46,Construction In Progress,-,142.49,-,142.95,-,143.69,-,141.33,-,141.33,Upgrade
47,Leasehold Improvements,-,13.58,-,13.86,-,14.3,-,14.3,-,13,Upgrade
