,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,160,106,106,106,106,106,224,116,186,74,74,Upgrade
1,Market Cap Growth,0%,0%,0%,0%,-52.38%,-8.23%,20.14%,55.85%,150.00%,-67.74%,-77.27%,Upgrade
2,Enterprise Value,13032,13969,13969,13969,13969,15266,16416,16511,16140,15720,16125,Upgrade
3,Last Close Price,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.01,Upgrade
4,PE Ratio,0.20,-,0.06,1.72,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.28,0.19,0.18,0.16,0.14,0.16,0.47,0.23,0.31,0.15,0.13,Upgrade
6,PB Ratio,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,Upgrade
7,P/FCF Ratio,0.13,0.09,0.10,-,-,3.11,36.00,-,-,352.72,-,Upgrade
8,P/OCF Ratio,0.09,0.09,0.10,-,-,2.81,22.65,-,-,10.95,-,Upgrade
9,EV/Sales Ratio,22.91,24.56,23.55,20.42,19.00,23.16,34.23,32.65,26.98,30.97,28.41,Upgrade
10,EV/EBITDA Ratio,29.94,32.92,28.55,25.02,23.68,40.24,75.37,43.34,35.71,49.86,53.44,Upgrade
11,EV/EBIT Ratio,97.99,105.03,76.24,45.88,72.13,-49.66,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,10.66,11.42,13.33,-,-,446.53,2643.86,-,-,74504.48,-,Upgrade
13,Debt / Equity Ratio,-1.07,-1.07,-1.08,-1.07,-1.02,-1.13,-1.15,-1.72,-1.85,-1.92,-2.14,Upgrade
14,Debt / FCF Ratio,11.41,11.41,13.18,-,-,441.96,2663.73,-,-,78435.86,-,Upgrade
15,Earnings Yield,502.02%,753.03%,1627.03%,58.17%,-1260.74%,-4155.94%,-1949.67%,-808.83%,-716.15%,-4730.44%,-4238.82%,Upgrade
16,FCF Yield,765.86%,1148.76%,984.50%,-46.17%,-28.74%,32.12%,2.78%,-24.83%,2.81%,0.28%,78.81%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-8.53%,-28.37%,-31.78%,-11.41%,-,-,-,Upgrade,
18,Total Shareholder Return,-,-,-,-8.53%,-28.37%,-31.78%,-11.41%,-,-,-,Upgrade,
