,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Other Revenue,305.21,317.17,533.79,471.16,576.71,289.93,282.55,252,241.42,276.64
1,Total Revenue,305.21,317.17,533.79,471.16,576.71,289.93,282.55,252,241.42,276.64
2,Revenue Growth (YoY,-42.82%,-32.68%,-7.44%,62.51%,104.11%,15.05%,17.04%,-8.91%,38.68%,31.09%
3,Property Expenses,27.19,47.11,12.68,19.94,9.28,23.11,30.86,42.79,60.61,39.36
4,"Selling, General & Administrative",224.29,226.85,204.48,229.86,238.95,145.06,96.76,116.14,85.54,106.8
5,Total Operating Expenses,251.49,273.96,217.17,249.8,248.24,168.17,127.62,158.93,146.15,146.16
6,Operating Income,53.73,43.21,316.62,221.36,328.47,121.76,154.93,93.07,95.27,130.49
7,Interest Expense,-153.64,-154.11,-158.79,-123.11,-99.31,-83.74,-79.81,-75.76,-71.66,-97.01
8,Interest & Investment Income,56.21,47.48,69.68,41.52,112.21,22.55,45.24,22.93,37.61,27.96
9,Currency Exchange Gain (Loss),-,-3.03,3.03,1.01,-,1.59,-,-0.73,0.73,-
10,Other Non-Operating Income,-0.63,-2.57,7.82,28.87,5.9,0.86,1.03,1.92,0.54,2.19
11,EBT Excluding Unusual Items,-44.33,-69.02,238.36,169.65,347.27,63.02,121.39,41.43,62.48,63.63
12,Merger & Restructuring Charges,-,-,-,-22.46,-,-,-,-,-,-
13,Impairment of Goodwill,-,-13.57,-,-,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,-17.42,4.75,2.06,7.44,10.83,29.36,-2.72,49.59,-1.34,51.47
15,Gain (Loss) on Sale of Assets,-0.06,30.26,16.9,68.27,33.31,0.27,3.04,28.38,5.49,-
16,Asset Writedown,-127.16,52.01,115.31,72.75,128.08,108.58,165.9,98.91,125.77,122.52
17,Other Unusual Items,-,17.18,-,-,-,-,-,-,-,-
18,Pretax Income,-188.96,21.61,372.63,295.64,519.49,201.23,287.61,218.3,192.4,237.62
19,Income Tax Expense,20.01,67.42,58.76,84.27,99.74,48.25,57.92,48.25,47.75,43.3
20,Earnings From Continuing Operations,-208.97,-45.81,313.87,211.37,419.74,152.98,229.7,170.05,144.66,194.32
21,Minority Interest in Earnings,-9.75,-12.3,-24.91,-17.83,-39.14,-17.49,-15.75,-16.58,-11.66,-25.1
22,Net Income,-218.72,-58.12,288.97,193.54,380.61,135.49,213.95,153.47,132.99,169.23
23,Preferred Dividends & Other Adjustments,13.51,13.67,13.55,-,-,-,-,-,-,-
24,Net Income to Common,-232.23,-71.79,275.42,193.54,380.61,135.49,213.95,153.47,132.99,169.23
25,Net Income Growth,-,-,-24.08%,42.84%,77.90%,-11.72%,60.87%,-9.31%,75.11%,19.81%
26,Basic Shares Outstanding,4227,4360,4403,4443,4470,3053,3060,3055,3039,2813
27,Diluted Shares Outstanding,4227,4380,4431,4479,4507,3089,3099,3089,3093,2883
28,Shares Change (YoY),-4.60%,-2.21%,-1.68%,44.98%,45.44%,0.02%,0.19%,7.14%,12.03%,4.44%
29,EPS (Basic),-0.05,-0.02,0.06,0.04,0.09,0.04,0.07,0.05,0.04,0.06
30,EPS (Diluted),-0.05,-0.02,0.06,0.04,0.08,0.04,0.07,0.05,0.04,0.06
31,EPS Growth,-,-,-25.00%,9.03%,14.42%,-20.10%,74.79%,-15.76%,41.62%,12.52%
32,Dividend Per Share,-,0.016,0.016,0.016,0.016,-,-,-,-,-
33,Dividend Growth,-,-0.82%,0.14%,-,-,-,-,-,-,-
34,Operating Margin,17.60%,13.62%,59.32%,46.98%,56.96%,42.00%,54.83%,36.93%,39.46%,47.17%
35,Profit Margin,-76.09%,-22.63%,51.60%,41.08%,66.00%,46.73%,75.72%,60.90%,55.09%,61.17%
36,Free Cash Flow Margin,53.44%,38.10%,4.11%,-2.64%,15.89%,23.14%,2.86%,23.67%,10.83%,15.03%
37,EBITDA,73.72,63.23,333.69,239.61,345.66,127.07,159.93,99.4,99.45,136.49
38,D&A For Ebitda,20,20.02,17.07,18.26,17.19,5.31,5.01,6.33,4.18,6.01
39,EBIT,53.73,43.21,316.62,221.36,328.47,121.76,154.93,93.07,95.27,130.49
