,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,46.12,313.97,327.66,489.22,81.97,712.48,636.02,579.76,661.6,294.87
1,Revenue Growth (YoY),-85.92%,-35.82%,299.75%,-31.34%,-87.11%,22.89%,-3.87%,96.62%,1013.50%,-3.26%
2,Cost of Revenue,31.36,603.67,202.47,237.22,58.87,546.11,489.01,318.13,371.99,188.24
3,Gross Profit,14.76,-289.7,125.2,251.99,23.1,166.37,147.01,261.64,289.6,106.63
4,"Selling, General & Admin",26.77,52.57,54.29,60.09,38.3,54.09,57.37,46.35,31.75,41.44
5,Other Operating Expenses,-0.69,0.02,0.32,-0.35,0.97,0.43,1.01,-0.05,1.12,3.55
6,Operating Expenses,27.43,52.59,54.61,59.74,39.27,54.52,58.38,46.3,32.87,44.99
7,Operating Income,-12.67,-342.29,70.58,192.25,-16.18,111.85,88.64,215.34,256.74,61.64
8,Interest Expense,-0.01,-1.88,-4.49,-4.1,-0.52,-0.81,-21.15,-2.06,-2.71,-2.25
9,Interest & Investment Income,6.56,4.94,3.76,3.5,2.41,2.52,2.39,2.18,3.83,6.81
10,Earnings From Equity Investments,-38.01,-243.79,-15.18,-6.68,49.52,-21.18,100.99,0.07,0.87,0.1
11,Currency Exchange Gain (Loss),0.28,-0.08,-0.09,-0.46,-,0.14,-,0.03,-,0.05
12,Other Non Operating Income (Expenses),-,27.95,-,0.01,-0.01,0.02,-1.91,-1.89,-1.82,-1.79
13,EBT Excluding Unusual Items,-43.84,-555.14,54.58,184.53,35.22,92.55,168.96,213.67,256.91,64.56
14,Gain (Loss) on Sale of Investments,-,11.34,-,-,-,-,-,0.02,-,0.37
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.01,-,-,-,0.13
16,Asset Writedown,1.05,-60.75,23.72,17.09,-,27.55,0.5,-,-,0.2
17,Other Unusual Items,-,-,-,0.22,-,-,-,0.43,-,-
18,Pretax Income,-42.79,-604.55,78.3,201.84,35.22,120.11,169.46,214.11,256.91,65.25
19,Income Tax Expense,22.44,14.74,66.24,120.46,2.16,60.48,41.8,117.92,121.24,33.61
20,Earnings From Continuing Operations,-65.23,-619.29,12.06,81.38,33.06,59.63,127.66,96.19,135.67,31.65
21,Minority Interest in Earnings,3.51,136.29,-11.33,-52,6.74,-12.44,-8.46,-52.45,-66.67,-1.39
22,Net Income,-61.72,-483.01,0.73,29.38,39.8,47.18,119.2,43.75,69,30.26
23,Net Income to Common,-61.72,-483.01,0.73,29.38,39.8,47.18,119.2,43.75,69,30.26
24,Net Income Growth,-,-,-98.17%,-37.73%,-66.61%,7.86%,72.75%,44.57%,-,82.56%
25,Shares Outstanding (Basic),750,750,750,750,750,750,750,750,750,750
26,Shares Outstanding (Diluted),750,750,750,750,750,750,750,750,750,750
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-,30.47%
28,EPS (Basic),-0.08,-0.64,0.00,0.04,0.05,0.06,0.16,0.06,0.09,0.04
29,EPS (Diluted),-0.08,-0.64,0.00,0.04,0.05,0.06,0.16,0.06,0.09,0.04
30,EPS Growth,-,-,-98.17%,-37.73%,-66.61%,7.86%,72.75%,44.57%,-,39.92%
31,Free Cash Flow,-22.06,-0.95,368.94,-49.36,56.4,105.25,-2.8,-112.53,-139.46,153.78
32,Free Cash Flow Per Share,-0.03,-0.00,0.49,-0.07,0.08,0.14,-0.00,-0.15,-0.19,0.21
33,Operating Margin,-27.47%,-109.02%,21.54%,39.30%,-19.73%,15.70%,13.94%,37.14%,38.81%,20.90%
34,Profit Margin,-133.83%,-153.84%,0.22%,6.01%,48.55%,6.62%,18.74%,7.55%,10.43%,10.26%
35,Free Cash Flow Margin,-47.84%,-0.30%,112.60%,-10.09%,68.80%,14.77%,-0.44%,-19.41%,-21.08%,52.15%
36,EBITDA,-11.34,-336.72,72.17,195.31,-13.41,115.9,92.28,220.56,260.31,65.35
37,D&A For EBITDA,1.33,5.57,1.59,3.06,2.77,4.05,3.65,5.22,3.57,3.71
38,EBIT,-12.67,-342.29,70.58,192.25,-16.18,111.85,88.64,215.34,256.74,61.64
