,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,314.42,363.29,469.54,205.56,208.82,373.47,407.68,366.31,436.9,731.91
1,Short-Term Investments,0.29,0.87,4.55,2.52,4.05,36.45,2.76,6.13,5.6,10.44
2,Cash & Short-Term Investments,314.7,364.16,474.1,208.08,212.86,409.91,410.44,372.44,442.5,742.35
3,Cash Growth,-33.62%,75.01%,122.72%,-49.24%,-48.14%,10.06%,-7.25%,-49.83%,-47.98%,-33.60%
4,Accounts Receivable,0.37,0.31,0.31,0.31,0.31,0.31,0.31,0.33,0.31,0.33
5,Other Receivables,218.13,130.65,95.47,106.58,111.64,97.93,98.88,42.56,5.04,1.89
6,Receivables,218.5,130.96,95.78,106.89,111.96,98.25,99.19,42.89,5.35,2.22
7,Inventory,645.91,660.3,1218,1456,1692,1703,1990,2177,2190,2245
8,Prepaid Expenses,2.81,2.31,29.9,2.15,98.18,12.48,89.01,19.46,196.83,25.69
9,Other Current Assets,30.35,44.54,162.07,216.76,173,216.87,101.75,220.2,149.96,583.02
10,Total Current Assets,1212,1202,1980,1989,2288,2440,2690,2832,2985,3598
11,"Property, Plant & Equipment",45.66,46.16,50.67,51.59,51.7,55.19,58.19,57.72,56.73,57.91
12,Long-Term Investments,196.39,211.6,430.7,446.92,452.07,403.76,519,415.38,259.72,168.84
13,Long-Term Deferred Tax Assets,62.98,59.77,77.4,81.42,82.43,80.63,70.9,71.66,18.97,17.2
14,Other Long-Term Assets,57.56,152.58,128.22,88.52,59.3,59.3,20.7,21.07,22.37,23.66
15,Total Assets,1575,1672,2758,2754,2999,3039,3359,3398,3342,3866
16,Accounts Payable,66.98,74.42,91.9,203.01,332.78,419.24,313.12,218.68,176.53,188.21
17,Accrued Expenses,-,162.82,-,248.57,-,217.93,-,190.27,0.89,43.26
18,Short-Term Debt,-,-,144,158.4,160,322.5,341.45,368.54,254.86,313.1
19,Current Portion of Leases,0.13,0.03,0.12,0.16,0.31,0.49,0.5,0.47,-,-
20,Current Income Taxes Payable,219.94,60.6,244.42,27.51,215.86,11.45,214.5,1.7,104.54,13.36
21,Current Unearned Revenue,68.3,78.16,302.63,66.31,409.3,192.36,596.07,945.94,1339,1923
22,Other Current Liabilities,432.21,443.28,494.27,578.92,488.02,506.38,590.88,499.21,400.17,354.76
23,Total Current Liabilities,787.55,819.32,1277,1283,1606,1670,2057,2225,2276,2836
24,Long-Term Leases,0.62,-,-,0.05,0.12,0.18,0.39,0.66,-,-
25,Long-Term Deferred Tax Liabilities,3.67,3.18,15.67,11.45,6.08,7.19,3.51,3.8,7.49,30.89
26,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.2,73.74
27,Total Liabilities,791.85,822.51,1293,1294,1612,1678,2060,2229,2283,2941
28,Common Stock,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61
29,Additional Paid-In Capital,660.65,660.65,660.65,660.65,660.65,660.65,660.65,660.65,660.65,660.65
30,Retained Earnings,-44.6,17.13,430.23,499.41,470.03,430.23,383.04,263.85,220.1,151.1
31,Comprehensive Income & Other,2.95,1.04,71.46,0.79,-0.98,-3.1,-2.11,-2.2,2.92,-0.12
32,Total Common Equity,625.61,685.42,1169,1167,1136,1094,1048,928.9,890.28,818.24
33,Minority Interest,157.4,164.47,296.46,292.59,250.43,266.87,250.56,239.76,168.78,106.65
34,Shareholders' Equity,783.01,849.9,1465,1460,1387,1361,1299,1169,1059,924.88
35,Total Liabilities & Equity,1575,1672,2758,2754,2999,3039,3359,3398,3342,3866
36,Total Debt,0.75,0.03,144.12,158.61,160.43,323.17,342.34,369.67,254.86,313.1
37,Net Cash (Debt),313.96,364.14,329.98,49.47,52.43,86.75,68.1,2.76,187.64,429.25
38,Net Cash Growth,-4.86%,636.09%,529.33%,-42.97%,-23.00%,3040.80%,-63.71%,-99.36%,-50.87%,-24.64%
39,Net Cash Per Share,0.42,0.49,0.44,0.07,0.07,0.12,0.09,0.00,0.25,0.57
40,Filing Date Shares Outstanding,750,750,750,750,750,750,750,750,750,750
41,Total Common Shares Outstanding,750,750,750,750,750,750,750,750,750,750
42,Working Capital,424.72,382.96,702.59,706.59,682.05,769.75,633.86,607.31,708.95,761.91
43,Book Value Per Share,0.83,0.91,1.56,1.56,1.52,1.46,1.40,1.24,1.19,1.09
44,Tangible Book Value,625.61,685.42,1169,1167,1136,1094,1048,928.9,890.28,818.24
45,Tangible Book Value Per Share,0.83,0.91,1.56,1.56,1.52,1.46,1.40,1.24,1.19,1.09
46,Land,-,64.37,-,64.37,-,64.37,-,64.37,-,64.37
47,Machinery,-,22.69,-,21.83,-,19.26,-,15.36,-,10.92
