,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,165.89,152.62,334.02,256.91,160.14,96.96,59.64,44.24,210.39,292.36
1,Revenue Growth (YoY),-50.34%,-40.59%,108.59%,164.96%,168.53%,119.19%,-71.65%,-84.87%,19.62%,47.70%
2,Cost of Revenue,153.7,131.11,311.58,216.69,154.62,55.51,54.79,98.96,192.3,264.91
3,Gross Profit,12.19,21.51,22.44,40.22,5.52,41.45,4.85,-54.72,18.09,27.44
4,"Selling, General & Admin",4.47,5.88,4.97,0.59,9.6,15.66,20.75,3.48,5.57,3.21
5,Other Operating Expenses,-0.11,-9.47,-1.11,-0.55,-0.11,34.02,-0.2,12.22,-2.42,-8.55
6,Operating Expenses,5.89,29.33,14.08,35.28,9.49,49.69,20.55,15.7,3.15,0.25
7,Operating Income,6.3,-7.82,8.36,4.94,-3.97,-8.24,-15.7,-70.43,14.93,27.2
8,Interest Expense,-0.3,-0.26,-0.3,-0.2,-0.46,-0.89,-1.76,-2.37,-4.23,-4.96
9,Interest & Investment Income,1.5,1.22,0,-,-,-,-,-,0,0.02
10,EBT Excluding Unusual Items,7.5,-6.86,8.06,4.74,-4.43,-9.13,-17.46,-72.8,10.7,22.26
11,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-7.97
12,Gain (Loss) on Sale of Assets,-,4.75,0.1,-,1.05,-2.35,0.9,1.65,0.15,0.22
13,Other Unusual Items,-,0.35,-,0.28,0.3,0.23,-,2.03,1.71,-1.73
14,Pretax Income,7.5,-1.76,8.16,5.03,-3.08,-11.24,-16.56,-69.12,12.56,12.78
15,Income Tax Expense,1.08,-2.9,1.03,-0.1,-0.35,-1.41,-1.83,-7.12,2.07,1.38
16,Net Income,6.42,1.14,7.13,5.12,-2.73,-9.83,-14.73,-62,10.49,11.4
17,Net Income to Common,6.42,1.14,7.13,5.12,-2.73,-9.83,-14.73,-62,10.49,11.4
18,Net Income Growth,-9.91%,-77.70%,-,-,-,-,-,-,-14.94%,-32.21%
19,Shares Outstanding (Basic),480,480,480,480,480,479,421,400,400,400
20,Shares Outstanding (Diluted),480,480,480,480,480,479,421,400,400,400
21,Shares Change (YoY),-,-,-,0.03%,13.83%,19.86%,5.33%,-,-,-
22,EPS (Basic),0.01,0.00,0.01,0.01,-0.01,-0.02,-0.03,-0.15,0.03,0.03
23,EPS (Diluted),0.01,0.00,0.01,0.01,-0.01,-0.02,-0.03,-0.15,0.03,0.03
24,EPS Growth,-9.91%,-77.70%,-,-,-,-,-,-,-14.95%,-32.27%
25,Free Cash Flow,0.01,29.8,11.64,2.35,-19.96,14.7,15,30.23,37.3,27.96
26,Free Cash Flow Per Share,0.00,0.06,0.02,0.00,-0.04,0.03,0.04,0.08,0.09,0.07
27,Operating Margin,3.80%,-5.12%,2.50%,1.92%,-2.48%,-8.50%,-26.32%,-159.21%,7.10%,9.30%
28,Profit Margin,3.87%,0.75%,2.13%,1.99%,-1.70%,-10.14%,-24.70%,-140.15%,4.99%,3.90%
29,Free Cash Flow Margin,0.00%,19.52%,3.48%,0.91%,-12.47%,15.16%,25.14%,68.34%,17.73%,9.56%
30,EBITDA,10.65,-0.52,9.78,6.54,-2.93,-4.88,-11.33,-71.41,25.58,32.06
31,D&A For EBITDA,4.35,7.3,1.43,1.6,1.04,3.37,4.36,-0.98,10.65,4.87
32,EBIT,6.3,-7.82,8.36,4.94,-3.97,-8.24,-15.7,-70.43,14.93,27.2
