,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,95,118,101,54,59,77,288,245,128,116,296
1,Market Cap Growth,118.75%,118.75%,69.35%,-30.00%,-79.33%,-68.63%,124.81%,110.86%,-56.76%,-88.54%,-60.85%
2,Enterprise Value,70,87,85,43,54,72,328,323,246,262,449
3,Last Close Price,0.20,0.24,0.21,0.11,0.12,0.16,0.60,0.51,0.32,0.29,0.74
4,PE Ratio,12.56,15.54,12.18,4.39,24.87,-,-,-,-,5.30,12.47
5,PS Ratio,0.30,0.37,0.21,0.09,0.14,0.30,1.84,2.35,0.50,0.23,0.63
6,PB Ratio,0.35,0.43,0.38,0.20,0.23,0.30,1.12,0.92,0.49,0.36,0.95
7,P/TBV Ratio,0.43,0.43,0.38,0.20,0.23,0.30,1.12,0.92,0.49,0.36,0.95
8,P/FCF Ratio,3.53,3.94,2.43,3.84,-3.38,-,9.69,5.41,1.90,1.78,20.79
9,P/OCF Ratio,4.18,3.79,2.36,3.45,-4.14,-,8.22,5.41,1.87,1.59,8.68
10,EV/Sales Ratio,0.22,0.27,0.17,0.07,0.13,0.28,2.09,3.11,0.96,0.52,0.96
11,EV/EBITDA Ratio,6.88,8.56,-,2.62,14.97,-,-,-,-,4.55,8.22
12,EV/EBIT Ratio,-,-57.22,-,3.21,55.51,-,-,-,-,6.23,9.95
13,EV/FCF Ratio,2.60,2.91,2.04,3.05,-3.07,-,11.03,7.14,3.64,4.02,31.56
14,Debt / Equity Ratio,0.03,0.03,0.03,0.04,0.04,0.05,0.09,0.22,0.36,0.41,0.53
15,Debt / FCF Ratio,0.33,0.30,0.21,0.71,-0.63,-,0.78,1.32,1.38,2.04,11.64
16,Return on Capital Employed (ROCE),-,-0.56%,-,4.98%,0.37%,-,-,-,-,11.46%,12.33%
17,Earnings Yield,7.96%,6.44%,8.21%,22.80%,4.02%,-16.37%,-8.54%,-31.37%,-40.24%,18.87%,8.02%
18,FCF Yield,28.29%,25.36%,41.14%,26.04%,-29.61%,-6.85%,10.32%,18.49%,52.76%,56.26%,4.81%
19,Buyback Yield / Dilution,-,-,-,-0.03%,-13.83%,-19.86%,-5.33%,-,-,-,
20,Total Shareholder Return,-,-,-,-0.03%,-13.83%,-19.86%,-5.33%,-,-,-,
