,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,638.5,870.9,1332,630.1,1796,698.87,840.44,515.55,742.06,312.97,Upgrade
1,Short-Term Investments,5157,5385,4737,5297,4239,5515,5125,5989,5448,6001,Upgrade
2,Cash & Short-Term Investments,5795,6256,6069,5928,6035,6214,5966,6505,6190,6314,Upgrade
3,Cash Growth,-4.51%,5.54%,0.56%,-4.60%,1.17%,-4.48%,-3.63%,3.02%,0.47%,-0.88%,Upgrade
4,Accounts Receivable,1626,711.67,1533,1125,1781,1128,2078,1098,1840,830.81,Upgrade
5,Other Receivables,2.64,4.7,3.39,11.02,0.07,7.22,0.94,8.93,4.93,30.25,Upgrade
6,Receivables,1629,716.37,1537,1136,1781,1136,2079,1107,1845,861.05,Upgrade
7,Inventory,295.61,298.33,255.55,304.77,361.19,443.55,405.08,366.35,346.06,306,Upgrade
8,Prepaid Expenses,-,0.9,-,0.47,-,2.17,-,0.69,-,2.52,Upgrade
9,Other Current Assets,5.48,498.02,5.42,563.02,74.93,540.64,6.01,554.77,5.47,640.55,Upgrade
10,Total Current Assets,7725,7769,7867,7932,8252,8336,8456,8534,8386,8124,Upgrade
11,"Property, Plant & Equipment",245.31,256.52,245.88,265.65,282.79,297.23,318.1,325.37,308.53,321.13,Upgrade
12,Long-Term Investments,869.15,893.36,752.26,736.46,742.5,800.41,837.2,787.66,677.74,661.66,Upgrade
13,Goodwill,-,99.97,-,99.9,-,101.3,-,101.36,-,100.13,Upgrade
14,Other Intangible Assets,363.62,6.88,107.46,8.82,105.68,6.37,108.29,7.68,104.63,5.49,Upgrade
15,Long-Term Deferred Tax Assets,26.39,33.1,36.78,40.53,40.54,42.81,38.22,37.93,40.14,43,Upgrade
16,Other Long-Term Assets,352.59,145.93,149.53,151.31,158.15,158.55,157.52,144.54,127.02,121.26,Upgrade
17,Total Assets,9582,9205,9158,9234,9582,9742,9915,9939,9644,9377,Upgrade
18,Accounts Payable,1003,357.62,448.83,380.37,744.42,500.22,693.4,588.29,925.85,341.94,Upgrade
19,Accrued Expenses,-,40.87,215.6,27.04,239.1,30.45,296.59,31.96,-,65.74,Upgrade
20,Short-Term Debt,-,-,-,-,-,42.81,126.19,89.11,82.11,61.4,Upgrade
21,Current Portion of Leases,3.56,2.41,6.42,8.94,9.62,4.74,5.2,4.82,5.58,6.38,Upgrade
22,Current Income Taxes Payable,33.77,17.96,22.69,21.05,32.12,30.93,23.27,18.04,20.44,13.78,Upgrade
23,Current Unearned Revenue,121.24,212.74,169.97,305.48,164.02,306.51,262.3,358.28,386.72,361.9,Upgrade
24,Other Current Liabilities,-,307.01,1.95,295.73,2.32,363.91,30.73,331.05,-,237.92,Upgrade
25,Total Current Liabilities,1161,938.6,865.46,1039,1192,1280,1438,1422,1421,1089,Upgrade
26,Long-Term Leases,14.29,15.2,4.57,6.97,6.72,4.74,5.59,6.19,1.13,1.93,Upgrade
27,Long-Term Deferred Tax Liabilities,93.03,64.04,68.14,67.34,62.89,63.31,86.65,83.23,67.92,67.74,Upgrade
28,Total Liabilities,1269,1018,938.18,1113,1261,1348,1530,1511,1490,1159,Upgrade
29,Common Stock,146.6,146.6,146.68,148.17,153.3,153.3,153.3,153.3,153.3,153.3,Upgrade
30,Additional Paid-In Capital,-,690.18,-,729.84,-,843.24,-,843.24,-,843.24,Upgrade
