,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1753,1721,1621,2159,1804,2302,2231,1960,1483,1640,Upgrade
1,Revenue Growth (YoY),8.16%,-20.27%,-10.16%,-6.24%,-19.15%,17.46%,50.48%,19.54%,-8.81%,-65.36%,Upgrade
2,Cost of Revenue,1350,1401,1274,1815,1489,1893,1867,1590,1216,1358,Upgrade
3,Gross Profit,403.04,319.98,346.14,343.97,315.1,408.88,363.76,369.74,266.63,282.16,Upgrade
4,"Selling, General & Admin",315.63,305.5,273.91,225.97,256.73,329.8,275.14,365.88,242.75,304.04,Upgrade
5,Other Operating Expenses,-46.53,-15,-47.98,-4.39,-47.25,-41.71,-41.19,-71.34,-38.97,-76.32,Upgrade
6,Operating Expenses,269.09,305.46,225.93,236.23,209.48,288.09,233.95,311.2,203.78,237.31,Upgrade
7,Operating Income,133.95,14.52,120.21,107.74,105.62,120.79,129.81,58.54,62.85,44.85,Upgrade
8,Interest Expense,-0.39,-0.24,-0.23,-0.24,-0.35,-1.07,-2.15,-1.24,-1.02,-1.56,Upgrade
9,Interest & Investment Income,147.27,146.02,123.24,77.05,25.07,21.09,29.53,62.3,78.1,101.11,Upgrade
10,Earnings From Equity Investments,160.72,137.75,114.26,75.62,50.56,-15.91,38.73,94.1,45.73,80.44,Upgrade
11,Currency Exchange Gain (Loss),-7.31,-8.96,22.95,-33.61,26.39,19.54,5.43,14.79,-28.04,-27.88,Upgrade
12,Other Non Operating Income (Expenses),-0.76,-0.83,-0.53,-0.82,-0.6,-2.07,-1.89,-1.81,-0.88,-0.83,Upgrade
13,EBT Excluding Unusual Items,433.47,288.25,379.89,225.74,206.69,142.37,199.47,226.69,156.75,196.13,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-8.9,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,2.08,-0.01,-0.01,-0.21,-0.02,-,0.03,0.17,0,0.17,Upgrade
16,Asset Writedown,-,-5.36,-,6.09,-8.28,-0.69,-,11.87,-,6.95,Upgrade
17,Other Unusual Items,-,-,-,4.23,-,-,-,9.55,-,-,Upgrade
18,Pretax Income,435.55,282.88,379.88,226.96,198.4,141.68,199.49,248.27,156.75,203.24,Upgrade
19,Income Tax Expense,43.12,21.96,32.19,31.13,27.33,5.59,31.98,35.29,22.2,20.55,Upgrade
20,Earnings From Continuing Operations,392.43,260.92,347.69,195.83,171.07,136.09,167.52,212.98,134.55,182.69,Upgrade
21,Minority Interest in Earnings,-4.39,-3.16,-11.77,-14.36,-5.48,-7.34,-7.92,-6.09,-2.93,-2.11,Upgrade
22,Net Income,388.04,257.76,335.92,181.48,165.59,128.75,159.59,206.9,131.63,180.58,Upgrade
23,Net Income to Common,388.04,257.76,335.92,181.48,165.59,128.75,159.59,206.9,131.63,180.58,Upgrade
24,Net Income Growth,15.52%,42.03%,102.86%,40.95%,3.76%,-37.77%,21.25%,14.57%,-12.26%,76.86%,Upgrade
25,Shares Outstanding (Basic),1466,1464,1480,1519,1533,1533,1533,1533,1533,1533,Upgrade
26,Shares Outstanding (Diluted),1466,1464,1480,1519,1533,1533,1533,1533,1533,1533,Upgrade
27,Shares Change (YoY),-0.98%,-3.65%,-3.43%,-0.89%,-,-,-,-,-,-,Upgrade
28,EPS (Basic),0.26,0.18,0.23,0.12,0.11,0.08,0.10,0.13,0.09,0.12,Upgrade
29,EPS (Diluted),0.26,0.18,0.23,0.12,0.11,0.08,0.10,0.13,0.09,0.12,Upgrade
30,EPS Growth,16.66%,47.41%,110.06%,42.22%,3.76%,-37.77%,21.25%,14.57%,-12.26%,76.86%,Upgrade
31,Free Cash Flow,19.68,299.48,216.05,87.53,-30.5,343.9,-304.47,273.37,-9.27,110.72,Upgrade
32,Free Cash Flow Per Share,0.01,0.20,0.15,0.06,-0.02,0.22,-0.20,0.18,-0.01,0.07,Upgrade
33,Dividend Per Share,0.265,0.175,0.225,0.115,0.110,0.090,0.100,0.155,0.065,0.095,Upgrade
34,Dividend Growth,17.78%,52.17%,104.55%,27.78%,10.00%,-41.94%,53.85%,63.16%,-7.14%,5.56%,Upgrade
35,Operating Margin,7.64%,0.84%,7.42%,4.99%,5.85%,5.25%,5.82%,2.99%,4.24%,2.74%,Upgrade
36,Profit Margin,22.14%,14.98%,20.73%,8.41%,9.18%,5.59%,7.15%,10.56%,8.88%,11.01%,Upgrade
37,Free Cash Flow Margin,1.12%,17.40%,13.33%,4.05%,-1.69%,14.94%,-13.65%,13.95%,-0.63%,6.75%,Upgrade
38,EBITDA,149.56,19.82,130.81,114.87,117.07,149.21,143.41,71.15,76.59,50.6,Upgrade
39,D&A For EBITDA,15.62,5.3,10.6,7.13,11.45,28.42,13.6,12.61,13.74,5.75,Upgrade
40,EBIT,133.95,14.52,120.21,107.74,105.62,120.79,129.81,58.54,62.85,44.85,Upgrade
