,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,6450,5585,4457,3738,3734,3342,3648,3786,3633,3526,3143,Upgrade
1,Market Cap Growth,49.41%,49.41%,19.35%,11.86%,2.34%,-11.74%,0.42%,7.39%,15.61%,-7.26%,-23.79%,Upgrade
2,Enterprise Value,1023,-305,-1254,-1854,-1961,-2486,-1854,-2304,-2179,-2427,-2651,Upgrade
3,Last Close Price,4.40,3.58,2.73,2.14,2.02,1.66,1.74,1.74,1.58,1.48,1.27,Upgrade
4,PE Ratio,9.98,8.65,7.51,7.23,10.76,11.35,12.65,10.33,10.73,11.29,9.51,Upgrade
5,Forward PE,-,7.73,7.73,7.73,7.73,7.73,7.73,7.73,7.73,7.73,7.73,Upgrade
6,PS Ratio,1.86,1.61,1.33,0.99,0.94,0.81,0.80,0.90,1.06,1.13,0.96,Upgrade
7,PB Ratio,0.81,0.67,0.54,0.45,0.46,0.40,0.43,0.45,0.43,0.43,0.38,Upgrade
8,P/TBV Ratio,0.73,0.73,0.58,0.48,0.49,0.42,0.46,0.48,0.45,0.45,0.40,Upgrade
9,P/FCF Ratio,20.21,17.50,8.64,12.31,65.47,-,92.52,-,13.76,-,-208.77,Upgrade
10,P/OCF Ratio,17.04,17.04,8.52,12.10,59.49,-,67.86,-,13.35,-,-1966.56,Upgrade
11,EV/Sales Ratio,0.29,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,2.15,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,2.29,-,-,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,3.20,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.01,0.01,Upgrade
16,Debt / FCF Ratio,0.06,0.06,0.03,0.04,0.28,-,1.33,-,0.38,-,-4.63,Upgrade
17,Return on Capital Employed (ROCE),1.76%,1.76%,1.63%,2.75%,2.60%,2.70%,2.96%,2.22%,1.43%,1.31%,1.40%,Upgrade
18,Earnings Yield,10.01%,11.56%,13.32%,13.84%,9.29%,8.81%,7.90%,9.68%,9.32%,8.85%,10.52%,Upgrade
19,FCF Yield,4.95%,5.71%,11.57%,8.12%,1.53%,9.38%,1.08%,-0.82%,7.27%,2.88%,-0.48%,Upgrade
20,Dividend Yield,9.09%,12.29%,14.63%,15.90%,11.14%,12.04%,10.91%,14.65%,13.96%,10.78%,13.01%,Upgrade
21,Buyback Yield / Dilution,2.33%,0.98%,3.65%,3.43%,0.89%,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,11.42%,13.27%,18.27%,19.32%,12.03%,12.04%,10.91%,14.65%,13.96%,10.78%,13.01%,Upgrade
