,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,143.94,81.21,96.46,74.88,86.03,123.51,125.28,135.9,151.91,156.85
1,Revenue Growth (YoY),49.22%,8.45%,12.13%,-39.37%,-31.33%,-9.12%,-17.53%,-13.35%,19.04%,-24.34%
2,Cost of Revenue,101.93,64.61,71.39,63.41,65.85,91.27,91.85,78.17,91.92,105.19
3,Gross Profit,42.02,16.6,25.07,11.47,20.17,32.23,33.43,57.73,59.99,51.66
4,"Selling, General & Admin",34.32,35.43,32.95,36.7,33.88,42.62,39.32,42.47,33.29,56.75
5,Other Operating Expenses,9.09,15.69,9.33,15.3,18.37,15.61,13.17,27.75,9.94,8.93
6,Operating Expenses,43.72,51.5,43.15,54.13,51.16,54.27,52.57,86.13,42.56,65.96
7,Operating Income,-1.71,-34.9,-18.08,-42.66,-30.99,-22.04,-19.15,-28.39,17.42,-14.3
8,Interest Expense,-3.55,-3.83,-2.16,-3.03,-1.57,-2.45,-2.66,-4.78,-5.91,-6.73
9,Interest & Investment Income,-,0.11,-,0.09,-,0.05,-,1.17,-,2.16
10,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,0.17,-,0.76
11,Other Non Operating Income (Expenses),10.78,9.91,4.69,-1.03,3.28,0.95,0.8,4.77,2.69,5.6
12,EBT Excluding Unusual Items,5.52,-28.71,-15.55,-46.63,-29.28,-23.48,-21,-27.06,14.2,-12.52
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-1.35
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.71,30.19,65.68,-,-
15,Asset Writedown,-,-,-,-,-,-,-,1.62,-,3.33
16,Other Unusual Items,-,4.04,-,4.58,-,2.95,-,-,-,9.33
17,Pretax Income,5.52,-24.67,-15.55,-42.06,-29.28,-21.25,9.19,40.24,14.2,-1.2
18,Income Tax Expense,0.19,5.98,-1,5.43,-5.82,-5.23,-0.28,4.39,1.78,-0.89
19,Earnings From Continuing Operations,5.34,-30.65,-14.56,-47.48,-23.46,-16.02,9.46,35.85,12.42,-0.31
20,Minority Interest in Earnings,0,0.01,-0.07,0,0,0.01,0,-0.05,0.05,0.07
21,Net Income,5.34,-30.65,-14.62,-47.48,-23.46,-16.02,9.47,35.81,12.47,-0.24
22,Net Income to Common,5.34,-30.65,-14.62,-47.48,-23.46,-16.02,9.47,35.81,12.47,-0.24
23,Net Income Growth,-,-,-,-,-,-,-24.09%,-,-,-
24,Shares Outstanding (Basic),1200,1200,1200,1200,1200,1200,1200,1200,1200,1203
25,Shares Outstanding (Diluted),1200,1200,1200,1200,1200,1200,1200,1200,1200,1203
26,Shares Change (YoY),-,-,-,-,-,-,-,-0.22%,19.01%,33.50%
27,EPS (Basic),0.00,-0.03,-0.01,-0.04,-0.02,-0.01,0.01,0.03,0.01,-0.00
28,EPS (Diluted),0.00,-0.03,-0.01,-0.04,-0.02,-0.01,0.01,0.03,0.01,-0.00
29,EPS Growth,-,-,-,-,-,-,-24.09%,-,-,-
30,Free Cash Flow,-13.87,-4.62,-2.1,2.63,-9.94,-50.34,-2.3,-16.08,-25.07,-2.41
31,Free Cash Flow Per Share,-0.01,-0.00,-0.00,0.00,-0.01,-0.04,-0.00,-0.01,-0.02,-0.00
32,Operating Margin,-1.18%,-42.97%,-18.75%,-56.97%,-36.02%,-17.84%,-15.28%,-20.89%,11.47%,-9.12%
33,Profit Margin,3.71%,-37.74%,-15.16%,-63.41%,-27.26%,-12.97%,7.56%,26.35%,8.21%,-0.15%
34,Free Cash Flow Margin,-9.64%,-5.69%,-2.18%,3.51%,-11.56%,-40.76%,-1.83%,-11.83%,-16.50%,-1.53%
35,EBITDA,3.97,-28.87,-12.31,-38.68,-21.74,-17.08,-11.97,-19.82,24.12,-8.62
36,D&A For EBITDA,5.68,6.03,5.77,3.98,9.25,4.96,7.18,8.58,6.69,5.68
37,EBIT,-1.71,-34.9,-18.08,-42.66,-30.99,-22.04,-19.15,-28.39,17.42,-14.3
