,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,156,205,124,179,202,209,198,230,193,161,207,Upgrade
1,Market Cap Growth,14.10%,14.10%,-38.64%,-14.29%,2.33%,-9.00%,2.38%,42.86%,-6.67%,-38.60%,-19.64%,Upgrade
2,Enterprise Value,250,343,286,342,307,230,117,217,237,277,313,Upgrade
3,Last Close Price,0.68,0.85,0.44,0.62,0.70,0.64,0.60,0.66,0.55,0.45,0.57,Upgrade
4,PE Ratio,11.00,14.40,11.01,9.20,24.34,-,-,-,43.42,-,-,Upgrade
5,PS Ratio,0.29,0.37,0.18,0.19,0.23,0.30,0.28,0.34,0.31,0.27,0.30,Upgrade
6,PB Ratio,0.33,0.43,0.26,0.38,0.43,0.51,0.42,0.46,0.42,0.39,0.47,Upgrade
7,P/TBV Ratio,0.43,0.43,0.26,0.38,0.43,0.51,0.42,0.45,0.41,0.38,0.47,Upgrade
8,P/FCF Ratio,1.40,1.83,1.47,-3.39,-,-,-,-,12.14,-,-,Upgrade
9,P/OCF Ratio,1.82,1.82,1.44,-3.48,-,-,-,-,12.05,-,-,Upgrade
10,EV/Sales Ratio,0.46,0.63,0.41,0.37,0.35,0.32,0.17,0.32,0.38,0.46,0.45,Upgrade
11,EV/EBITDA Ratio,-,-,7.16,10.79,23.27,-,-,-,423.20,-,-,Upgrade
12,EV/EBIT Ratio,-,-,7.58,11.57,27.78,-,-,-,-138.60,-,-,Upgrade
13,EV/FCF Ratio,2.23,3.07,3.37,-6.46,-,-,-,-,14.92,-,-,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.36,0.38,0.49,0.58,0.43,0.32,0.36,0.42,0.56,Upgrade
15,Debt / FCF Ratio,1.17,1.17,2.03,-3.40,-,-,-,-,10.38,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,7.41%,5.93%,2.20%,-,-,-,-0.34%,-,-,Upgrade
17,Earnings Yield,9.09%,6.95%,9.09%,10.87%,4.11%,-7.01%,-19.70%,-7.83%,2.30%,-27.75%,-20.97%,Upgrade
18,FCF Yield,71.45%,54.59%,68.15%,-29.52%,-56.54%,-48.71%,-34.96%,13.21%,8.23%,-21.62%,-19.58%,Upgrade
19,Dividend Yield,9.56%,7.66%,10.28%,3.21%,1.44%,-,4.16%,-,6.34%,-,-,Upgrade
20,Total Shareholder Return,9.56%,7.66%,10.28%,3.21%,1.44%,-,4.16%,-,6.34%,-,-,Upgrade
