,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Market Capitalization,254,168,168,168,398,2092,2367,2328,-,-,-
1,Market Cap Growth,0%,0%,-57.69%,-91.96%,-83.20%,-10.14%,-,-,-,-,-
2,Enterprise Value,243,-287,-287,-287,-331,1395,1629,2599,-,-,-
3,Last Close Price,0.41,0.28,0.28,0.28,0.65,3.42,3.87,3.82,-,-,-
4,PE Ratio,-,-1.93,-,1.20,3.20,16.96,21.91,29.96,-,-,-
5,PS Ratio,0.27,0.18,0.18,0.17,0.38,2.08,2.73,3.19,-,-,-
6,PB Ratio,-3.34,-3.34,-1.37,4.83,0.49,2.72,3.38,3.78,-,-,-
7,P/TBV Ratio,-,-,-,-,0.65,3.77,4.64,4.20,-,-,-
8,P/FCF Ratio,5.80,3.85,3.95,-0.84,-,18.82,25.65,49.32,-,-,-
9,P/OCF Ratio,3.22,3.22,3.12,-0.89,-,16.55,22.80,40.00,-,-,-
10,EV/Sales Ratio,0.26,-,-,-,-,1.38,1.88,3.56,-,-,-
11,EV/EBITDA Ratio,1.15,-,-,-,-,8.00,10.47,20.80,-,-,-
12,EV/EBIT Ratio,1.27,-,-,-,-,8.91,11.38,22.60,-,-,-
13,EV/FCF Ratio,5.55,-,-,-,-,12.55,17.64,55.06,-,-,-
14,Debt / Equity Ratio,-0.52,-0.52,-0.27,1.10,0.07,0.09,0.10,0.00,1.58,1.88,-
15,Debt / FCF Ratio,0.59,0.59,0.77,-0.19,-,0.60,0.78,0.05,9.39,7.15,-
16,Return on Capital Employed (ROCE),-,-,-,329.99%,18.89%,18.75%,17.97%,18.51%,49.28%,42.92%,-
17,Earnings Yield,-34.41%,-51.93%,-52.99%,83.01%,31.25%,5.90%,4.56%,3.34%,-,-,-
18,FCF Yield,17.23%,26.00%,25.29%,-119.70%,-47.97%,5.31%,3.90%,2.03%,-,-,-
19,Buyback Yield / Dilution,-,-,0.00%,-0.05%,-30.45%,-35.86%,-,-,-,-,
20,Total Shareholder Return,-,-,0.00%,-0.05%,-30.45%,-35.86%,-,-,-,-,
