,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Revenue,434.36,426.2,442.01,460.09,433.7,386.84,334.84,280.25,244.23,210.67
1,Revenue Growth (YoY),-1.73%,-7.37%,1.92%,18.93%,29.52%,38.03%,37.10%,33.03%,-,-
2,Cost of Revenue,288.35,345.34,280.79,314.66,291.94,265.13,229.41,194.36,184.49,158.23
3,Gross Profit,146.02,80.86,161.22,145.43,141.76,121.72,105.43,85.9,59.74,52.44
4,"Selling, General & Admin",33.63,49.55,22.78,45.38,65.2,34.12,60.59,20.5,23.58,13.13
5,Other Operating Expenses,13.18,-46.71,46.71,-,5.33,-,4.21,-,3.48,-
6,Operating Expenses,46.81,2.84,69.49,45.38,101.8,34.12,74.02,20.5,27.06,13.13
7,Operating Income,99.2,78.02,91.73,100.05,39.95,87.6,31.42,65.4,32.67,39.31
8,Interest Expense,-0.66,-0.82,-0.87,-1.25,-1.41,-0.14,-0.07,-0.05,-0.01,-0.01
9,Interest & Investment Income,0.13,0.13,0.11,2.91,0.62,0.84,0.02,0.09,0.66,0.71
10,Earnings From Equity Investments,-0.1,0.22,-0.2,0,-0.02,-0.1,-0.28,1.6,-0.48,0.05
11,Currency Exchange Gain (Loss),-,0.11,0.01,0.01,-2.82,-2.54,0.35,-,-,-
12,Other Non Operating Income (Expenses),-1.28,-134.37,3.9,3.5,12.72,3.95,1.7,2.54,0.19,0.16
13,EBT Excluding Unusual Items,97.3,-56.71,94.67,105.22,49.04,89.6,33.14,69.58,33.03,40.22
14,Gain (Loss) on Sale of Investments,-5.88,-94.08,-5.95,-16.28,8,-8,4.1,-4,-2.59,-2.35
15,Gain (Loss) on Sale of Assets,-1.58,0.14,0.24,-,-,-,-0.01,-,-,-
16,Other Unusual Items,-,4.75,-,-,-,-,13.45,-13.45,-,-
17,Pretax Income,89.83,-145.9,88.95,88.94,57.04,81.61,50.68,52.13,30.44,37.87
18,Income Tax Expense,23.84,-2.14,22.59,20.29,13.78,20.69,16.97,15.87,8.76,9.33
19,Earnings From Continuing Operations,65.99,-143.76,66.37,68.65,43.26,60.92,33.71,36.26,21.67,28.54
20,Minority Interest in Earnings,-2.81,-0.71,-2.81,-2.97,-2.85,-0.85,-3.94,-0.61,-,-
21,Net Income,63.18,-144.47,63.56,65.68,40.41,60.07,29.77,35.65,21.67,28.54
22,Net Income to Common,63.18,-144.47,63.56,65.68,40.41,60.07,29.77,35.65,21.67,28.54
23,Net Income Growth,-0.60%,-,57.29%,9.34%,35.72%,68.49%,37.37%,24.92%,-,-
24,Shares Outstanding (Basic),612,612,612,612,612,611,469,450,-,-
25,Shares Outstanding (Diluted),612,612,612,612,612,611,469,450,-,-
26,Shares Change (YoY),-,-,-0.00%,0.05%,30.45%,35.86%,-,-,-,-
27,EPS (Basic),0.10,-0.24,0.10,0.11,0.07,0.10,0.06,0.08,-,-
28,EPS (Diluted),0.10,-0.24,0.10,0.11,0.06,0.10,0.06,0.08,-,-
29,EPS Growth,-0.60%,-,68.24%,9.28%,1.00%,24.01%,-,-,-,-
30,Free Cash Flow,21.32,19.39,19.22,-205.57,42.74,47.82,28.93,10.81,21.78,20.53
31,Free Cash Flow Per Share,0.03,0.03,0.03,-0.34,0.07,0.08,0.06,0.02,-,-
32,Operating Margin,22.84%,18.31%,20.75%,21.74%,9.21%,22.65%,9.38%,23.34%,13.38%,18.66%
33,Profit Margin,14.54%,-33.90%,14.38%,14.28%,9.32%,15.53%,8.89%,12.72%,8.87%,13.55%
34,Free Cash Flow Margin,4.91%,4.55%,4.35%,-44.68%,9.86%,12.36%,8.64%,3.86%,8.92%,9.74%
35,EBITDA,109.59,86.84,103.15,109.02,48.7,93.33,35.97,69.23,33.93,40.58
36,D&A For EBITDA,10.38,8.82,11.43,8.98,8.75,5.73,4.56,3.83,1.26,1.28
37,EBIT,99.2,78.02,91.73,100.05,39.95,87.6,31.42,65.4,32.67,39.31
38,Advertising Expenses,-,-,-,3.94,-,2.96,-,1.92,-,1.5
